	utterances	interjection	adverb	subobjvrb	neg-keywords
23	[you, can, also, ask, open, -, ended, questions]	[['-', 'questions']]	[['also', 'open', 'question']]	[[[('you', 'ask')], []]]	[[[can, also], nan]]
24	[okay, i, understand]	[['okay', 'i']]	[[]]	[[[('i', 'understand')], []]]	[[[['understand', 'understand', 'understand']], nan]]
25	[you, have, ten, tries]	[['tries']]	[['try']]	[[[('you', 'have')], []]]	[[[['have', 'have', 'tries', 'have']], nan]]
26	[and, if, after, ten, questions, or, earlier, you, guess, my, name, correctly]	[['and', 'questions', 'or', 'name']]	[['question', 'earlier', '-PRON-', 'name', 'correctly']]	[[[('you', 'guess')], []]]	[[[['and', 'guess', 'guess', 'questions', 'after', 'questions', 'questions', 'guess', 'and', 'name', 'guess', 'guess']], nan]]
27	[you, have, won, the, game]	[['game']]	[['game']]	[[[('you', 'won')], []]]	[[[have, won], nan]]
28	[if, not, you, ve, lost, the, game]	[['game']]	[['not', 'game']]	[[[('you', 'lost')], []]]	[[[[not, you]], [ve, lost], nan]]
29	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
30	[and]	[['and']]	[[]]	[[[], []]]	[[[['and']], nan]]
31	[you, should]	[[]]	[[]]	[[[('you', 'should')], []]]	[[[['should', 'should']], nan]]
32	[mhm]	[['mhm']]	[[]]	[[[], []]]	[[[['mhm']], nan]]
33	[what, is, it, what, you, answer]	[['what', 'what']]	[['what', 'what']]	[[[('it', 'is'), ('you', 'answer')], []]]	[[[['is', 'is', 'is', 'answer', 'answer', 'is']], nan]]
34	[uh, is]	[['uh']]	[[]]	[[[], []]]	[[[['is', 'is']], nan]]
35	[is]	[[]]	[[]]	[[[], []]]	[[[['is']], nan]]
36	[uhm]	[[]]	[['uhm']]	[[[], []]]	[[[['uhm']], nan]]
37	[could, you, repeat, the, questions]	[['questions']]	[['question']]	[[[('you', 'repeat')], []]]	[[[could, you], nan]]
38	[could, you, clarify, the, question]	[['question']]	[['question']]	[[[('you', 'clarify')], []]]	[[[could, you], nan]]
39	[uhm]	[[]]	[['uhm']]	[[[], []]]	[[[['uhm']], nan]]
40	[are, you, just, saying, yes, or, no, or]	[['yes', 'or', 'no', 'or']]	[['just', 'no']]	[[[('you', 'saying')], []]]	[[[are, you], nan]]
41	[uh]	[['uh']]	[[]]	[[[], []]]	[[[['uh']], nan]]
42	[no]	[['no']]	[[]]	[[[], []]]	[[[['no']], nan]]
43	[i, will, if, you, ask, me, yes, or, no, question, i, will, say, yes, or, no]	[['i', 'yes', 'or', 'question', 'i', 'yes', 'or', 'no']]	[['-PRON-', 'question']]	[[[('i', 'will'), ('you', 'ask'), ('i', 'say')], []]]	[[[will, say], nan]]
44	[i, will]	[['i']]	[[]]	[[[('i', 'will')], []]]	[[[['will', 'will']], nan]]
45	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
46	[uhm]	[[]]	[['uhm']]	[[[], []]]	[[[['uhm']], nan]]
47	[if, you, ask, me, a, more, open, -, ended, question, i, will, try, to, answer, the, question]	[['a', '-', 'question', 'i', 'question']]	[['more', 'open', 'ended', 'question', 'question']]	[[[('you', 'ask'), ('i', 'try')], []]]	[[[will, try], [to, answer], nan]]
48	[uh]	[['uh']]	[[]]	[[[], []]]	[[[['uh']], nan]]
49	[i, wo, nt, always, have, an, answer, to, your, question, though]	[['i', 'answer', 'question']]	[['not', 'always', 'answer', '-PRON-', 'question']]	[[[('i', 'have')], []]]	[[[wo, nt], nan]]
50	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
51	[uhm]	[[]]	[['uhm']]	[[[], []]]	[[[['uhm']], nan]]
52	[alright]	[['alright']]	[[]]	[[[], []]]	[[[['alright']], nan]]
53	[do, you, understand, the, rules]	[['rules']]	[['rule']]	[[[('you', 'understand')], []]]	[[[do, you], nan]]
54	[yeah]	[['yeah']]	[[]]	[[[], []]]	[[[['yeah']], nan]]
55	[would, you, like, me, to, repeat, anything]	[['anything']]	[['-PRON-', 'anything']]	[[[('you', 'like')], []]]	[[[would, you], [to, repeat], nan]]
56	[would, you]	[[]]	[[]]	[[[('you', 'would')], []]]	[[[['would', 'would']], nan]]
57	[no]	[['no']]	[[]]	[[[], []]]	[[[['no']], nan]]
58	[i, think, i, understood, everything]	[['i', 'i', 'everything']]	[['everything']]	[[[('i', 'think'), ('i', 'understood')], []]]	[[[['think', 'think', 'understood', 'think', 'understood']], nan]]
59	[mh]	[[]]	[[]]	[[[], []]]	[[[['mh']], nan]]
60	[alright]	[['alright']]	[[]]	[[[], []]]	[[[['alright']], nan]]
61	[alright, and, one, more, important, thing]	[['alright', 'and', 'thing']]	[['more', 'important', 'thing']]	[[[], []]]	[[[['alright', 'alright', 'thing', 'important', 'thing', 'alright']], nan]]
62	[and, one, more, important, thing]	[['and', 'thing']]	[['more', 'important', 'thing']]	[[[], []]]	[[[['thing', 'thing', 'important', 'thing', 'thing']], nan]]
63	[i, will, only, be, female, famous, people]	[['i', 'people']]	[['only', 'female', 'famous', 'people']]	[[[('i', 'be')], []]]	[[[will, only], nan]]
64	[uh]	[['uh']]	[[]]	[[[], []]]	[[[['uh']], nan]]
65	[ah, okay]	[['ah', 'okay']]	[[]]	[[[], []]]	[[[['ah', 'ah']], nan]]
66	[mhm]	[['mhm']]	[[]]	[[[], []]]	[[[['mhm']], nan]]
67	[alright]	[['alright']]	[[]]	[[[], []]]	[[[['alright']], nan]]
68	[alright, uh]	[['alright', 'uh']]	[[]]	[[[], []]]	[[[['alright', 'alright']], nan]]
69	[uh]	[['uh']]	[[]]	[[[], []]]	[[[['uh']], nan]]
70	[so, lets, start]	[['lets']]	[['so', 'let']]	[[[], []]]	[[[['lets', 'lets', 'lets']], nan]]
71	[what, is, your, first, question]	[['what', 'question']]	[['what', '-PRON-', 'first', 'question']]	[[[('question', 'is')], []]]	[[[['is', 'is', 'question', 'question', 'is']], nan]]
72	[are, you, still, alive]	[[]]	[['still', 'alive']]	[[[('you', 'are')], []]]	[[[['are', 'are', 'are', 'are']], nan]]
73	[no, i, am, not]	[['no', 'i']]	[['not']]	[[[('i', 'am')], []]]	[]
74	[mhm]	[['mhm']]	[[]]	[[[], []]]	[[[['mhm']], nan]]
75	[uhm]	[[]]	[['uhm']]	[[[], []]]	[[[['uhm']], nan]]
76	[uh]	[['uh']]	[[]]	[[[], []]]	[[[['uh']], nan]]
77	[are, you, from, germany]	[['germany']]	[['germany']]	[[[('you', 'are')], []]]	[[[['are', 'are', 'are', 'from']], nan]]
78	[no, i, am, not, from, germany]	[['no', 'i', 'germany']]	[['not', 'germany']]	[[[('i', 'am')], []]]	[[[[not, from]], nan]]
79	[uhm]	[[]]	[['uhm']]	[[[], []]]	[[[['uhm']], nan]]
80	[are, you, from, america]	[['america']]	[['america']]	[[[('you', 'are')], []]]	[[[['are', 'are', 'are', 'from']], nan]]
81	[no, i, am, not, from, america]	[['no', 'i', 'america']]	[['not', 'america']]	[[[('i', 'am')], []]]	[[[[not, from]], nan]]
82	[uh]	[['uh']]	[[]]	[[[], []]]	[[[['uh']], nan]]
83	[what, were, you, doing, when, you, were, alive]	[['what']]	[['what', 'when', 'alive']]	[[[('you', 'doing'), ('you', 'were')], []]]	[[[were, you], nan]]
84	[ehm]	[['ehm']]	[[]]	[[[], []]]	[[[['ehm']], nan]]
85	[let, me, think, for, a, minute]	[['a', 'minute']]	[['minute']]	[[[('me', 'think')], []]]	[[[['let', 'think', 'let', 'think', 'minute', 'for']], nan]]
86	[uhm]	[[]]	[['uhm']]	[[[], []]]	[[[['uhm']], nan]]
87	[i, was]	[['i']]	[[]]	[[[('i', 'was')], []]]	[[[['was', 'was']], nan]]
88	[i, was, a, princess]	[['i', 'a', 'princess']]	[['princess']]	[[[('i', 'was')], []]]	[[[['was', 'was', 'princess', 'was']], nan]]
89	[i, was]	[['i']]	[[]]	[[[('i', 'was')], []]]	[[[['was', 'was']], nan]]
90	[when, i, was, alive]	[['i']]	[['when', 'alive']]	[[[('i', 'was')], []]]	[[[['was', 'was', 'was', 'was']], nan]]
91	[and, where, are, you, from]	[['and']]	[['where']]	[[[('you', 'are')], []]]	[[[['are', 'are', 'are', 'are', 'are']], nan]]
92	[i, am, from, england]	[['i', 'england']]	[['england']]	[[[('i', 'am')], []]]	[[[['am', 'am', 'am', 'from']], nan]]
93	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
94	[uhm]	[[]]	[['uhm']]	[[[], []]]	[[[['uhm']], nan]]
95	[uh]	[['uh']]	[[]]	[[[], []]]	[[[['uh']], nan]]
96	[where, did, you, die]	[[]]	[['where']]	[[[('you', 'die')], []]]	[[[did, you], nan]]
97	[just, a, second]	[['a']]	[['just', 'second']]	[[[], []]]	[[[['second', 'second', 'second']], nan]]
98	[uhm]	[[]]	[['uhm']]	[[[], []]]	[[[['uhm']], nan]]
99	[i, died, in, paris]	[['i', 'paris']]	[['paris']]	[[[('i', 'died')], []]]	[[[['died', 'died', 'died', 'in']], nan]]
100	[mhm]	[['mhm']]	[[]]	[[[], []]]	[[[['mhm']], nan]]
101	[uhm]	[[]]	[['uhm']]	[[[], []]]	[[[['uhm']], nan]]
102	[uhm]	[[]]	[['uhm']]	[[[], []]]	[[[['uhm']], nan]]
103	[you, are, princess, diana]	[['diana']]	[['princess', 'diana']]	[[[('you', 'are')], []]]	[[[['are', 'are', 'are', 'are']], nan]]
104	[uh]	[['uh']]	[[]]	[[[], []]]	[[[['uh']], nan]]
105	[yes]	[['yes']]	[[]]	[[[], []]]	[[[['yes']], nan]]
106	[that, is, the, correct, answer]	[['answer']]	[['correct', 'answer']]	[[[('that', 'is')], []]]	[[[['is', 'is', 'answer', 'answer', 'is']], nan]]
107	[good, job]	[['job']]	[['good', 'job']]	[[[], []]]	[[[['job', 'job']], nan]]
108	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
109	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
110	[right]	[['right']]	[[]]	[[[], []]]	[[[['right']], nan]]
111	[i, m, starting, off, from, above, the, caravan, park]	[['i', 'm', 'caravan', 'park']]	[['caravan', 'park']]	[[[('i', 'starting')], []]]	[[[['starting', 'starting', 'starting', 'starting', 'starting', 'from', 'park', 'park', 'above']], nan]]
112	[above]	[[]]	[[]]	[[[], []]]	[[[['above']], nan]]
113	[mmhmm]	[['mmhmm']]	[['mmhmm']]	[[[], []]]	[[[['mmhmm']], nan]]
114	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
115	[mmhmm]	[['mmhmm']]	[['mmhmm']]	[[[], []]]	[[[['mmhmm']], nan]]
116	[right]	[['right']]	[[]]	[[[], []]]	[[[['right']], nan]]
117	[and, were, going, to, go, straight, down, south]	[['and']]	[['straight', 'down', 'south']]	[[[], []]]	[[[were, going], [to, go], nan]]
118	[straight]	[[]]	[['straight']]	[[[], []]]	[[[['straight']], nan]]
119	[with, the, caravan, park, on, your, right, -, hand, side]	[['caravan', 'park', '-', 'hand', 'side']]	[['caravan', 'park', '-PRON-', 'right', 'hand', 'side']]	[[[], []]]	[[[['with', 'park', 'park', 'with', 'park', 'side', 'hand', 'hand', 'side', 'on']], nan]]
120	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
121	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
122	[and, you, re, going, to, go, down, and, then, you, re, going, to, do, a, u, shape]	[['and', 'and', 'a', 'u', 'shape']]	[['down', 'then', 'u', 'shape']]	[[[('you', 'going'), ('you', 'going')], []]]	[[[re, going], [to, go], nan], [[re, going], [to, do], nan]]
123	[uh, -, huh]	[['uh', '-', 'huh']]	[[]]	[[[], []]]	[[[['uh', 'uh', 'uh']], nan]]
124	[and, were, going, to, come, up]	[['and']]	[[]]	[[[], []]]	[[[were, going], [to, come], nan]]
125	[and, were, going, to, have, the, old]	[['and']]	[['old']]	[[[], []]]	[[[were, going], [to, have], nan]]
126	[ehm]	[['ehm']]	[[]]	[[[], []]]	[[[['ehm']], nan]]
127	[are, we, just, going]	[[]]	[['just']]	[[[('we', 'going')], []]]	[[[are, we], nan]]
128	[are, we, going, to, go, below, the, picket, fence]	[['picket', 'fence']]	[['picket', 'fence']]	[[[('we', 'going')], []]]	[[[are, we], [to, go], nan]]
129	[are, we, going]	[[]]	[[]]	[[[('we', 'going')], []]]	[[[are, we], nan]]
130	[below, what]	[['what']]	[['what']]	[[[], []]]	[[[['below', 'below']], nan]]
131	[the, picket]	[['picket']]	[['picket']]	[[[], []]]	[[[['picket', 'picket']], nan]]
132	[picket, fence]	[['picket', 'fence']]	[['picket', 'fence']]	[[[], []]]	[[[['fence', 'fence']], nan]]
133	[picket, fence]	[['picket', 'fence']]	[['picket', 'fence']]	[[[], []]]	[[[['fence', 'fence']], nan]]
134	[i, do, nt, have, one, so]	[['i']]	[['not', 'one', 'so']]	[[[('i', 'have')], []]]	[[[do, nt], nan]]
135	[i, would, say]	[['i']]	[[]]	[[[('i', 'say')], []]]	[[[would, say], nan]]
136	[whereabouts, is, the, picket, fence]	[['whereabouts', 'picket', 'fence']]	[['whereabout', 'picket', 'fence']]	[[[('whereabouts', 'is')], []]]	[[[['is', 'is', 'fence', 'fence', 'is']], nan]]
137	[picket, fence, is, below, the, mill, wheel]	[['picket', 'fence', 'mill', 'wheel']]	[['picket', 'fence', 'mill', 'wheel']]	[[[('fence', 'is')], []]]	[[[['fence', 'is', 'is', 'is', 'wheel', 'wheel', 'below']], nan]]
138	[which, is, below, the, caravan, park]	[['caravan', 'park']]	[['which', 'caravan', 'park']]	[[[('which', 'is')], []]]	[[[['is', 'is', 'is', 'park', 'park', 'below']], nan]]
139	[right, okay]	[['right', 'okay']]	[[]]	[[[], []]]	[[[['okay', 'okay']], nan]]
140	[well, you, want, to, have, the, old, mill, on, your, right, -, hand, side, so]	[['well', 'mill', '-', 'hand', 'side']]	[['old', 'mill', '-PRON-', 'right', 'hand', 'side']]	[[[('you', 'want')], []]]	[[[to, have], nan]]
141	[if, that, fence, is, below, the, old, mill, you, want, to, keep, that, on, your, right, -, hand, side]	[['fence', 'mill', '-', 'hand', 'side']]	[['fence', 'old', 'mill', 'that', '-PRON-', 'right', 'hand', 'side']]	[[[('fence', 'is'), ('you', 'want')], []]]	[[[to, keep], nan]]
142	[if, that, fence, is, below, the, old, mill]	[['fence', 'mill']]	[['fence', 'old', 'mill']]	[[[('fence', 'is')], []]]	[[[['is', 'fence', 'is', 'is', 'is', 'mill', 'mill', 'below']], nan]]
143	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
144	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
145	[so, you, re, come, up, and, then, you, re, come, above, the, old, mill]	[['and', 'mill']]	[['then', 'old', 'mill']]	[[[('you', 'come')], []]]	[[[re, come], nan], [[re, come], nan]]
146	[and, turn, r--]	[['and', 'r--']]	[['r--']]	[[[], []]]	[[[['turn', 'turn', 'turn']], nan]]
147	[old, mill]	[['mill']]	[['old', 'mill']]	[[[], []]]	[[[['mill', 'mill']], nan]]
148	[old, mill]	[['mill']]	[['old', 'mill']]	[[[], []]]	[[[['mill', 'mill']], nan]]
149	[oh, right, i, ve, just, got, the, mill, wheel]	[['oh', 'right', 'i', 'mill', 'wheel']]	[['just', 'mill', 'wheel']]	[[[('i', 'got')], []]]	[[[ve, just], nan]]
150	[mill]	[['mill']]	[['mill']]	[[[], []]]	[[[['mill']], nan]]
151	[you, ve, only, got, a, mill, wheel]	[['a', 'mill', 'wheel']]	[['only', 'mill', 'wheel']]	[[[('you', 'got')], []]]	[[[ve, only], nan]]
152	[right, okay]	[['right', 'okay']]	[[]]	[[[], []]]	[[[['okay', 'okay']], nan]]
153	[uh, -, huh]	[['uh', '-', 'huh']]	[[]]	[[[], []]]	[[[['uh', 'uh', 'uh']], nan]]
154	[but, continue, past, that]	[['but']]	[['past']]	[[[], []]]	[[[['continue', 'continue', 'continue', 'past']], nan]]
155	[so, i, m, going, down, below, the, picket, fence]	[['so', 'i', 'm', 'picket', 'fence']]	[['picket', 'fence']]	[[[('i', 'going')], []]]	[[[m, going], nan]]
156	[right]	[['right']]	[[]]	[[[], []]]	[[[['right']], nan]]
157	[we, ve, come, down, from, a, caravan, park, and, were, doing, a, u, shape]	[['a', 'caravan', 'park', 'and', 'a', 'u', 'shape']]	[['caravan', 'park', 'u', 'shape']]	[[[('we', 'come')], []]]	[[[ve, come], [were, doing], nan]]
158	[mmhmm]	[['mmhmm']]	[['mmhmm']]	[[[], []]]	[[[['mmhmm']], nan]]
159	[mmhmm]	[['mmhmm']]	[['mmhmm']]	[[[], []]]	[[[['mmhmm']], nan]]
160	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
161	[and, then, you, re, going, to, proceed, north]	[['and', 'north']]	[['then', 'north']]	[[[('you', 'going')], []]]	[[[re, going], [to, proceed], nan]]
162	[right]	[['right']]	[[]]	[[[], []]]	[[[['right']], nan]]
163	[hang, on]	[[]]	[[]]	[[[], []]]	[[[['hang', 'hang']], nan]]
164	[where, s, the, shape]	[['s', 'shape']]	[['where', 'shape']]	[[[('shape', 's')], []]]	[[[['s', 's', 'shape', 's']], nan]]
165	[just, underneath, the, mill]	[['mill']]	[['just', 'mill']]	[[[], []]]	[[[['underneath', 'underneath', 'mill', 'underneath']], nan]]
166	[just, underneath, the, caravan, park]	[['caravan', 'park']]	[['just', 'caravan', 'park']]	[[[], []]]	[[[['underneath', 'underneath', 'park', 'park', 'underneath']], nan]]
167	[no, no]	[['no', 'no']]	[[]]	[[[], []]]	[[[['no', 'no']], nan]]
168	[yeah]	[['yeah']]	[[]]	[[[], []]]	[[[['yeah']], nan]]
169	[right]	[['right']]	[[]]	[[[], []]]	[[[['right']], nan]]
170	[the, caravan, park, is, directly, above, the, base, of, the, u]	[['caravan', 'park', 'base', 'u']]	[['caravan', 'park', 'directly', 'base', 'u']]	[[[('park', 'is')], []]]	[[[['park', 'park', 'is', 'is', 'above', 'is', 'base', 'above', 'base', 'u', 'of']], nan]]
171	[above]	[[]]	[[]]	[[[], []]]	[[[['above']], nan]]
172	[above]	[[]]	[[]]	[[[], []]]	[[[['above']], nan]]
173	[the]	[[]]	[[]]	[[[], []]]	[[[['the']], nan]]
174	[right]	[['right']]	[[]]	[[[], []]]	[[[['right']], nan]]
175	[okay, right, right, right]	[['okay', 'right', 'right', 'right']]	[[]]	[[[], []]]	[[[['okay', 'right', 'right', 'right']], nan], [[['okay', 'right', 'right', 'right']], nan], [[['okay', 'right', 'right', 'right']], nan]]
176	[right, okay]	[['right', 'okay']]	[[]]	[[[], []]]	[[[['okay', 'okay']], nan]]
177	[and, you, re, come, up]	[['and']]	[[]]	[[[('you', 'come')], []]]	[[[re, come], nan]]
178	[and, the, old, mill]	[['and', 'mill']]	[['old', 'mill']]	[[[], []]]	[[[['mill', 'mill', 'mill', 'mill']], nan]]
179	[well, my, old, mill, is, going, to, be, on, the, right]	[['well', 'mill', 'right']]	[['-PRON-', 'old', 'mill', 'right']]	[[[('mill', 'going')], []]]	[[[is, going], [to, be], nan]]
180	[so, your, mill, wheel, and, the, picket, fence, is, going, to, be, on, the, right, -, hand, side]	[['mill', 'wheel', 'and', 'picket', 'fence', '-', 'hand', 'side']]	[['-PRON-', 'mill', 'wheel', 'picket', 'fence', 'right', 'hand', 'side']]	[[[('wheel', 'going')], []]]	[[[is, going], [to, be], nan]]
181	[right]	[['right']]	[[]]	[[[], []]]	[[[['right']], nan]]
182	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
183	[uh, -, huh]	[['uh', '-', 'huh']]	[[]]	[[[], []]]	[[[['uh', 'uh', 'uh']], nan]]
184	[so, you, come, up, to, above, the, old, mill]	[['mill']]	[['so', 'old', 'mill']]	[[[('you', 'come')], []]]	[[[to, above], nan]]
185	[uh, -, huh]	[['uh', '-', 'huh']]	[[]]	[[[], []]]	[[[['uh', 'uh', 'uh']], nan]]
186	[just, above, the, old, mill]	[['mill']]	[['just', 'old', 'mill']]	[[[], []]]	[[[['above', 'above', 'mill', 'mill', 'above']], nan]]
187	[and, then, turn, right]	[['and']]	[['then', 'right']]	[[[], []]]	[[[['turn', 'turn', 'turn', 'turn']], nan]]
188	[slightly, sort, of, ten, degrees, or, something]	[['degrees', 'or', 'something']]	[['slightly', 'sort', 'of', 'degree', 'something']]	[[[], []]]	[[[['ten', 'of', 'ten', 'degrees', 'degrees', 'degrees', 'degrees']], nan]]
189	[and, turn, east]	[['and']]	[['east']]	[[[], []]]	[[[['turn', 'turn', 'turn']], nan]]
190	[right]	[['right']]	[[]]	[[[], []]]	[[[['right']], nan]]
191	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
192	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
193	[s--]	[[]]	[[]]	[[[], []]]	[[[['s--']], nan]]
194	[below]	[[]]	[[]]	[[[], []]]	[[[['below']], nan]]
195	[eh]	[['eh']]	[[]]	[[[], []]]	[[[['eh']], nan]]
196	[do, i, go, below, the, forest, then]	[['i', 'forest']]	[['forest', 'then']]	[[[('i', 'go')], []]]	[[[do, i], nan]]
197	[laugh]	[[]]	[[]]	[[[], []]]	[[[['laugh']], nan]]
198	[hombre]	[[]]	[[]]	[[[], []]]	[[[['hombre']], nan]]
199	[laugh]	[[]]	[[]]	[[[], []]]	[[[['laugh']], nan]]
200	[i, do, nt, have, a, forest]	[['i', 'a', 'forest']]	[['not', 'forest']]	[[[('i', 'have')], []]]	[[[do, nt], nan]]
201	[where, s, abouts, the, forest]	[['s', 'forest']]	[['where', 'forest']]	[[[('s', 'abouts')], []]]	[[[['abouts', 'abouts', 'abouts', 'forest', 'abouts']], nan]]
202	[ehm]	[['ehm']]	[[]]	[[[], []]]	[[[['ehm']], nan]]
203	[its, below, the, abandoned, cottage, and, above, the, fenced, meadow]	[['cottage', 'and', 'meadow']]	[['-PRON-', 'cottage', 'fenced', 'meadow']]	[[[], []]]	[[[['its', 'its', 'cottage', 'cottage', 'below', 'below', 'below', 'meadow', 'meadow', 'above']], nan]]
204	[below, the, abandoned, cottage]	[['cottage']]	[['cottage']]	[[[], []]]	[[[['below', 'cottage', 'cottage', 'below']], nan]]
205	[cottage]	[['cottage']]	[['cottage']]	[[[], []]]	[[[['cottage']], nan]]
206	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
207	[well, you, want, to, go, round, the, outside, of, that]	[['well', 'outside']]	[['outside']]	[[[('you', 'want')], []]]	[[[to, go], nan]]
208	[you, want, to, proceed, to, that, east]	[['east']]	[['east']]	[[[('you', 'want')], []]]	[[[to, proceed], nan]]
209	[right]	[['right']]	[[]]	[[[], []]]	[[[['right']], nan]]
210	[uh, -, huh]	[['uh', '-', 'huh']]	[[]]	[[[], []]]	[[[['uh', 'uh', 'uh']], nan]]
211	[from, where, you, ve, got, that, forest, turn, up, north, with, the, forest, on, your, left, -, hand, side]	[['forest', 'forest', '-', 'hand', 'side']]	[['where', 'forest', 'north', 'forest', '-PRON-', 'left', 'hand', 'side']]	[[[('you', 'got'), ('forest', 'turn')], []]]	[[[ve, got], nan]]
212	[uh, -, huh]	[['uh', '-', 'huh']]	[[]]	[[[], []]]	[[[['uh', 'uh', 'uh']], nan]]
213	[right]	[['right']]	[[]]	[[[], []]]	[[[['right']], nan]]
214	[oh]	[['oh']]	[[]]	[[[], []]]	[[[['oh']], nan]]
215	[so, i, go]	[['so', 'i']]	[[]]	[[[('i', 'go')], []]]	[[[['go', 'go', 'go']], nan]]
216	[so, i, go, below, the, forest, then]	[['so', 'i', 'forest']]	[['forest', 'then']]	[[[('i', 'go')], []]]	[[[['go', 'go', 'go', 'go', 'forest', 'below', 'go']], nan]]
217	[yeah]	[['yeah']]	[[]]	[[[], []]]	[[[['yeah']], nan]]
218	[go, below, the, forest, yeah]	[['forest', 'yeah']]	[['forest']]	[[[], []]]	[[[['go', 'go', 'forest', 'below', 'go']], nan]]
219	[right]	[['right']]	[[]]	[[[], []]]	[[[['right']], nan]]
220	[right]	[['right']]	[[]]	[[[], []]]	[[[['right']], nan]]
221	[and, then, turn, and, keep, it, on, your, left, -, hand, side]	[['and', 'and', '-', 'hand', 'side']]	[['then', '-PRON-', '-PRON-', 'left', 'hand', 'side']]	[[[], []]]	[[[['turn', 'turn', 'turn', 'turn', 'turn', 'keep', 'keep', 'side', 'hand', 'hand', 'side', 'on']], nan]]
222	[and, the, abandoned, cottage]	[['and', 'cottage']]	[['cottage']]	[[[], []]]	[[[['cottage', 'cottage', 'cottage', 'cottage']], nan]]
223	[right]	[['right']]	[[]]	[[[], []]]	[[[['right']], nan]]
224	[okay]	[['okay']]	[[]]	[[[], []]]	[[[['okay']], nan]]
