	utterances	interjection	adverb	subobjvrb	neg-keywords
25	['hi.']	[[hi, .]]	[[]]	[[[], []]]	[]
26	['are you from a city or a small town?']	[[]]	[['city', 'or', 'town']]	[[['small'], []]]	[]
27	['i don t understand  i can t answer! i would like to discuss news']	[[]]	[['news']]	[[[], []]]	[]
28	['ok  what do you think of president trump?']	[[]]	[['what', 'president', 'trump']]	[[[], []]]	[]
29	['i don t know what he is talking about']	[[]]	[['t', 'what']]	[[[], []]]	[]
30	['i think he is a crazy man.  do you think he will be impeached?']	[[]]	[['man']]	[[['crazy'], []]]	[]
31	['what a joke!!!']	[[]]	[['what', 'joke']]	[[[], []]]	[]
32	['i hope that those people in texas affected by this storm will be safe. what do you think?']	[[]]	[['people', 'texas', 'storm', 'what']]	[[['safe'], []]]	[]
33	[' its beyond my possibilities! let s talk about movies.']	[[]]	[['possibility', 'movie']]	[[['-PRON-', '-PRON-'], []]]	[]
34	['ok  what is your favorite movie this summer?']	[[]]	[['what', 'movie', 'summer']]	[[['-PRON-', 'favorite'], []]]	[]
35	[' its beyond my possibilities. let s talk about movies)']	[[]]	[['possibility', 'movie']]	[[['-PRON-', '-PRON-'], []]]	[]
36	['i like the new avengers movie )']	[[]]	[['avenger', 'movie']]	[[['new'], []]]	[]
37	['i don t understand  i can t answer! let s talk about movies.']	[[]]	[['movie']]	[[[], []]]	[]
38	['what movies do you like? action or comedy?']	[[]]	[['what', 'movie', 'action', 'or', 'comedy']]	[[[], []]]	[]
39	['yeah.']	[[yeah, .]]	[[]]	[[[], []]]	[]
40	['i really like the new captain america movie']	[[]]	[['captain', 'america', 'movie']]	[[['really', 'new'], ['really']]]	[]
41	['why?']	[[why, ?]]	[[]]	[[['why'], []]]	[]
42	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
43	['hello']	[[hello]]	[[]]	[[[], []]]	[]
44	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
45	['who are you?']	[[]]	[['who']]	[[[], []]]	[]
46	['its beyond my possibilities  i would like to discuss politics)']	[[]]	[['possibility', 'politic']]	[[['-PRON-', '-PRON-'], []]]	[]
47	['what about politics do you want to discuss?']	[[]]	[['what', 'politic']]	[[[], []]]	[]
48	['yes.']	[[yes, .]]	[[]]	[[[], []]]	[]
49	['i don not like politics']	[[]]	[['politic']]	[[['not'], ['not']]]	['i don not like politics']
50	['what a joke.']	[[]]	[['what', 'joke']]	[[[], []]]	[]
51	['what do you do for fun?']	[[]]	[['what', 'fun']]	[[[], []]]	[]
52	['i don t know.']	[[]]	[['t', 'know']]	[[[], ['know']]]	[]
53	['what can you tell me?']	[[]]	[['what']]	[[[], []]]	[]
54	['nothing.']	[[nothing, .]]	[['nothing']]	[[[], []]]	[]
55	['do you have anything to say?']	[[]]	[['anything']]	[[[], []]]	[]
56	['no.']	[[no, .]]	[[]]	[[[], []]]	[]
57	['then why are we talking?']	[[]]	[[]]	[[['then', 'why'], ['then', 'why']]]	[]
58	['i don t know.']	[[]]	[['t', 'know']]	[[[], ['know']]]	[]
59	['what is your name?']	[[]]	[['what', 'name']]	[[['-PRON-'], []]]	[]
60	['amoroso renato.']	[[]]	[['renato']]	[[[], []]]	[]
61	['how old are you?']	[[]]	[[]]	[[['how', 'old'], ['how']]]	[]
62	['camelia?']	[[camelia, ?]]	[['camelia']]	[[[], []]]	[]
63	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
64	['hi!']	[[hi, !]]	[[]]	[[[], []]]	[]
65	['hi.']	[[hi, .]]	[[]]	[[[], []]]	[]
66	['where are you traveling to?']	[[]]	[[]]	[[['where'], []]]	[]
67	['i don t know.']	[[]]	[['t', 'know']]	[[[], ['know']]]	[]
68	['do you have any children?']	[[]]	[['child']]	[[[], []]]	[]
69	['no.']	[[no, .]]	[[]]	[[[], []]]	[]
70	['do you like dogs?']	[[]]	[['dog']]	[[[], []]]	[]
71	['no.']	[[no, .]]	[[]]	[[[], []]]	[]
72	['i like the state of colorado.']	[[]]	[['state', 'colorado']]	[[[], []]]	[]
73	['do you know what? its beyond my possibilities. i would like to discuss news!']	[[]]	[['what', 'possibility', 'news']]	[[['-PRON-', '-PRON-'], []]]	[]
74	['how to you like president trump?']	[[]]	[['president']]	[[['how'], ['how']]]	[]
75	['nan']	[[nan]]	[[]]	[[[], []]]	[]
76	['what news?']	[[]]	[['news']]	[[['what'], []]]	[]
77	['nan']	[[nan]]	[[]]	[[[], []]]	[]
78	['what do you think of the korea launching missles?']	[[]]	[['what', 'korea', 'missle']]	[[[], []]]	[]
79	['nan']	[[nan]]	[[]]	[[[], []]]	[]
80	['do you like cats?']	[[]]	[['cat']]	[[[], []]]	[]
81	['nan']	[[nan]]	[[]]	[[[], []]]	[]
82	['have a  nice trip.']	[[]]	[['trip']]	[[['nice'], []]]	[]
83	['nan']	[[nan]]	[[]]	[[[], []]]	[]
84	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
85	['hi there!']	[[]]	[[]]	[[['there'], ['there']]]	[]
86	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
87	['how are you today?']	[[]]	[['today']]	[[['how'], ['how']]]	[]
88	['do you know what? its beyond my possibilities  i would like to talk about news.']	[[]]	[['what', 'possibility', 'news']]	[[['-PRON-', '-PRON-'], []]]	[]
89	['did you see on the news about all the flooding in houston?']	[[]]	[['news', 'flooding', 'houston']]	[[['all'], []]]	[]
90	['yes.']	[[yes, .]]	[[]]	[[[], []]]	[]
91	['i can not believe how much that tropical storm rained on everything.']	[[]]	[['storm', 'everything']]	[[['not', 'how', 'much', 'tropical'], ['not', 'how']]]	['i can not believe how much that tropical storm rained on everything.']
92	['i can t answer! let s talk about politics)']	[[]]	[['politic']]	[[[], []]]	[]
93	['i really don not like to talk about politics, can we talk about food?']	[[]]	[['politic', 'food']]	[[['really', 'not'], ['really', 'not']]]	['i really don not like to talk about politics, can we talk about food?']
94	['do you know what? i can t answer  i would like to talk about you)']	[[]]	[['what', 'answer']]	[[[], []]]	[]
95	['ok, i really like cats, i have four of them.']	[[]]	[['cat']]	[[['really'], ['really']]]	[]
96	['you know?']	[[]]	[[]]	[[[], []]]	[]
97	['do i know what?']	[[]]	[['what']]	[[[], []]]	[]
98	['no.']	[[no, .]]	[[]]	[[[], []]]	[]
99	['do you like cats?']	[[]]	[['cat']]	[[[], []]]	[]
100	['no.']	[[no, .]]	[[]]	[[[], []]]	[]
101	['so your more of a dog person?']	[[]]	[['dog', 'person']]	[[['so', '-PRON-', 'more'], []]]	[]
102	['do you know what? its beyond my possibilities! i would like to talk about you)']	[[]]	[['what', 'possibility']]	[[['-PRON-', '-PRON-'], []]]	[]
103	['well, i really love fall. ']	[[]]	[['fall']]	[[['really'], ['really']]]	[]
104	['really?']	[[really, ?]]	[[]]	[[['really'], []]]	[]
105	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
106	['hey there, how you doing?']	[[]]	[[]]	[[['there', 'how'], ['there', 'how']]]	[]
107	['hi.']	[[hi, .]]	[[]]	[[[], []]]	[]
108	['how old are you?']	[[]]	[[]]	[[['how', 'old'], ['how']]]	[]
109	['how old are you?']	[[]]	[[]]	[[['how', 'old'], ['how']]]	[]
110	['i am 21 years old. ']	[[]]	[['year']]	[[['old'], []]]	[]
111	['i don t understand  i can t answer! i would like to discuss politics.']	[[]]	[['politic']]	[[[], []]]	[]
112	['do you like president trump?']	[[]]	[['president']]	[[[], []]]	[]
113	['he has no idea what he is talking about.']	[[]]	[['idea', 'what']]	[[[], []]]	[]
114	['did you like president obama more?']	[[]]	[['president', 'obama']]	[[['more'], []]]	[]
115	['obama s fault.']	[[]]	[['fault']]	[[[], []]]	[]
116	['trump will not get a 2nd term, in my opinion.']	[[]]	[['trump', 'term', 'opinion']]	[[['not', '2nd', '-PRON-'], ['not']]]	['trump will not get a 2nd term, in my opinion.']
117	['what a joke']	[[]]	[['joke']]	[[['what'], []]]	[]
118	['i saw that he went down to texas this week for the hurricane.']	[[]]	[['week', 'hurricane']]	[[[], []]]	[]
119	['what a joke!']	[[]]	[['what', 'joke']]	[[[], []]]	[]
120	['he seemed to want to help.']	[[]]	[[]]	[[[], []]]	[]
121	['yeah.']	[[yeah, .]]	[[]]	[[[], []]]	[]
122	['he doesn not know how to handle certain situations. i hope he gets impeached.']	[[]]	[['situation']]	[[['not', 'how', 'certain'], ['not', 'how']]]	['he doesn not know how to handle certain situations. i hope he gets impeached.']
123	['what a joke.']	[[]]	[['what', 'joke']]	[[[], []]]	[]
124	['minnesota didn not vote for trump thankfully.']	[[]]	[['minnesota', 'vote', 'trump']]	[[['not', 'thankfully'], ['not', 'thankfully']]]	['minnesota didn not vote for trump thankfully.']
125	['good for her.']	[[]]	[[]]	[[['good'], []]]	[]
126	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
127	['how are you doing?']	[[]]	[[]]	[[['how'], ['how']]]	[]
128	['good.']	[[good, .]]	[[]]	[[['good'], []]]	[]
129	['what is your name?']	[[]]	[['what', 'name']]	[[['-PRON-'], []]]	[]
130	['i don t know what they are protesting.']	[[]]	[['t', 'what']]	[[[], []]]	[]
131	['do you have a name?']	[[]]	[['name']]	[[[], []]]	[]
132	['yes.']	[[yes, .]]	[[]]	[[[], []]]	[]
133	['what is your name?']	[[]]	[['what', 'name']]	[[['-PRON-'], []]]	[]
134	['amoroso renato.']	[[]]	[['renato']]	[[[], []]]	[]
135	['that is an interesting name.']	[[]]	[['name']]	[[['interesting'], []]]	[]
136	['who cares?']	[[]]	[['who']]	[[[], []]]	[]
137	['i like your name.']	[[]]	[['name']]	[[['-PRON-'], []]]	[]
138	['okay.']	[[okay, .]]	[[]]	[[[], []]]	[]
139	['do you follow sports?']	[[]]	[['sport']]	[[[], []]]	[]
140	['yes.']	[[yes, .]]	[[]]	[[[], []]]	[]
141	['what sport is your favorite?']	[[]]	[['sport']]	[[['what', '-PRON-', 'favorite'], []]]	[]
142	['its beyond my possibilities  i would like to talk about you.']	[[]]	[['possibility']]	[[['-PRON-', '-PRON-'], []]]	[]
143	['okay. what would you like to know about me?']	[[]]	[['what']]	[[[], []]]	[]
144	['i don t know.']	[[]]	[['t', 'know']]	[[[], ['know']]]	[]
145	['i like music.']	[[]]	[['music']]	[[[], []]]	[]
146	['i like music.']	[[]]	[['music']]	[[[], []]]	[]
147	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
148	['hello']	[[hello]]	[[]]	[[[], []]]	[]
149	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
150	['nice to meet you, what is your name?']	[[]]	[['what', 'name']]	[[['nice', '-PRON-'], []]]	[]
151	[' its beyond my possibilities  i would like to talk about news']	[[]]	[['possibility', 'news']]	[[['-PRON-', '-PRON-'], []]]	[]
152	['nice to meet you, what is your name?']	[[]]	[['what', 'name']]	[[['nice', '-PRON-'], []]]	[]
153	['danila.']	[[danila, .]]	[[]]	[[[], []]]	[]
154	['you want to talk about the news! what do you think of the missile that north korea flew over japan?']	[[]]	[['news', 'what', 'missile', 'north', 'korea', 'japan']]	[[[], []]]	[]
155	['what a joke!!!']	[[]]	[['what', 'joke']]	[[[], []]]	[]
156	['i know right, north korea is a crazy country!']	[[]]	[['north', 'korea', 'country']]	[[['right', 'crazy'], ['right']]]	[]
157	['what a joke.']	[[]]	[['what', 'joke']]	[[[], []]]	[]
158	['where do you live danilla?']	[[]]	[['danilla']]	[[['where'], ['where']]]	[]
159	['i don t know.']	[[]]	[['t', 'know']]	[[[], ['know']]]	[]
160	['i see, do you have anymore questions for me?']	[[]]	[['question']]	[[['anymore'], []]]	[]
161	['yes.']	[[yes, .]]	[[]]	[[[], []]]	[]
162	['what would you like to ask me?']	[[]]	[['what']]	[[[], []]]	[]
163	['do you know familiar texts?']	[[]]	[['text']]	[[['familiar'], []]]	[]
164	['no i don not, what are they?']	[[]]	[['what']]	[[['not'], ['not']]]	['no i don not, what are they?']
165	['they don t have a clue.']	[[]]	[['t', 'clue']]	[[[], []]]	[]
166	['i don not understand your meaning.']	[[]]	[['meaning']]	[[['not', '-PRON-'], ['not']]]	['i don not understand your meaning.']
167	['i don t understand  its beyond my possibilities. i would like to talk about you.']	[[]]	[['possibility']]	[[['-PRON-', '-PRON-'], []]]	[]
168	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
169	['hello to you too! are you having a good day?']	[[]]	[['day']]	[[['too', 'good'], ['too']]]	[]
170	['yes!']	[[yes, !]]	[[]]	[[[], []]]	[]
171	['that is wonderful. please tell me about your day.']	[[]]	[['day']]	[[['wonderful', '-PRON-'], []]]	[]
172	['what a joke.']	[[]]	[['what', 'joke']]	[[[], []]]	[]
173	['oh? what happened?']	[[]]	[['what']]	[[[], []]]	[]
174	['nothing.']	[[nothing, .]]	[['nothing']]	[[[], []]]	[]
175	['have you seen the latest news about hurricane harvey?']	[[]]	[['news', 'hurricane', 'harvey']]	[[['late'], []]]	[]
176	['what?']	[[what, ?]]	[['what']]	[[[], []]]	[]
177	['there was a huge hurricane that just hit texas, it was pretty devastating.']	[[]]	[['hurricane', 'texas']]	[[['there', 'huge', 'that', 'just', 'pretty', 'devastating'], ['just', 'pretty']]]	[]
178	['i don t understand  i can t answer  let s talk about...)']	[[]]	[['answer']]	[[[], []]]	[]
179	['what is your favorite topic to talk about?']	[[]]	[['what', 'topic']]	[[['-PRON-', 'favorite'], []]]	[]
180	['yeah.']	[[yeah, .]]	[[]]	[[[], []]]	[]
181	['do you have any hobbies or interests?']	[[]]	[['hobby', 'or', 'interest']]	[[[], []]]	[]
182	['no.']	[[no, .]]	[[]]	[[[], []]]	[]
183	['what do you usually do during the day?']	[[]]	[['what', 'day']]	[[['usually'], ['usually']]]	[]
184	['nan']	[[nan]]	[[]]	[[[], []]]	[]
185	['where are you from?']	[[]]	[[]]	[[['where'], ['where']]]	[]
186	['huh?']	[[huh, ?]]	[[]]	[[['huh'], []]]	[]
187	['do you watch the news at all?']	[[]]	[['news']]	[[['at', 'all'], ['at', 'all']]]	[]
188	['love it!']	[[]]	[[]]	[[[], []]]	[]
189	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
190	['hi! how are you?']	[[]]	[[]]	[[['how'], ['how']]]	[]
191	['hi.']	[[hi, .]]	[[]]	[[[], []]]	[]
192	['how is everything going with you?']	[[]]	[['everything']]	[[['how'], ['how']]]	[]
193	['fine.']	[[fine, .]]	[[]]	[[['fine'], []]]	[]
194	['that is great! i went to the zoo today. did you do anything interesting?']	[[]]	[['zoo', 'today', 'anything']]	[[['great', 'interesting'], []]]	[]
195	['its beyond my possibilities! i would like to talk about....']	[[]]	[['possibility']]	[[['-PRON-', '-PRON-'], []]]	[]
196	['what would you like to talk about?']	[[]]	[['what']]	[[[], []]]	[]
197	['i don t know.']	[[]]	[['t', 'know']]	[[[], ['know']]]	[]
198	['have you watched any movies recently?']	[[]]	[['movie']]	[[['recently'], ['recently']]]	[]
199	['what a joke.']	[[]]	[['what', 'joke']]	[[[], []]]	[]
200	['i wasn not joking. that was a real question.']	[[]]	[['question']]	[[['wasn', 'not', 'real'], ['not']]]	['i wasn not joking. that was a real question.']
201	['i m not surprised.']	[[]]	[[]]	[[['not', 'surprised'], ['not']]]	['i m not surprised.']
202	['why are you not suprised. i am  trying to get to know you. i ate pizza for lunch today. did you eat lunch?']	[[]]	[['pizza', 'lunch', 'today', 'lunch']]	[[['why', 'not'], ['why', 'not']]]	['why are you not suprised. i am  trying to get to know you. i ate pizza for lunch today. did you eat lunch?']
203	['i don t even know what they are talking about.']	[[]]	[['t', 'what']]	[[['even'], ['even']]]	[]
204	['what are you thinking about?']	[[]]	[['what']]	[[[], []]]	[]
205	['i don t know.']	[[]]	[['t', 'know']]	[[[], ['know']]]	[]
206	['well i am  thinking about the passage of time.']	[[]]	[['passage', 'time']]	[[[], []]]	[]
207	['i don t agree with that.']	[[]]	[['t']]	[[[], []]]	[]
208	['you think time doesn not pass?']	[[]]	[['time', 'doesn']]	[[['not'], ['not']]]	['you think time doesn not pass?']
209	['i don t care.']	[[]]	[['t', 'care']]	[[[], []]]	[]
210	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
211	['hi, how are you?']	[[]]	[[]]	[[['how'], ['how']]]	[]
212	['hi.']	[[hi, .]]	[[]]	[[[], []]]	[]
213	['are you okay?']	[[]]	[[]]	[[['okay'], []]]	[]
214	['yeah.']	[[yeah, .]]	[[]]	[[[], []]]	[]
215	['that is good to hear.']	[[]]	[[]]	[[['good'], []]]	[]
216	['lock him up!']	[[]]	[[]]	[[[], []]]	[]
217	['lock who up?']	[[]]	[['who']]	[[[], []]]	[]
218	['lock him up!']	[[]]	[[]]	[[[], []]]	[]
219	['alright, i will!']	[[]]	[[]]	[[[], []]]	[]
220	[' its beyond my possibilities. let s talk about...!']	[[]]	[['possibility']]	[[['-PRON-', '-PRON-'], []]]	[]
221	['i would love to talk about anything!']	[[]]	[['anything']]	[[[], []]]	[]
222	['i can t answer. i would like to discuss cats!']	[[]]	[['cat']]	[[[], []]]	[]
223	['how many cats do you have?']	[[]]	[['cat']]	[[['how', 'many'], ['how']]]	[]
224	['i don t know.']	[[]]	[['t', 'know']]	[[[], ['know']]]	[]
225	['how do you not know? haha']	[[]]	[[]]	[[['how', 'not'], ['how', 'not']]]	['how do you not know? haha']
226	['why don t you go to jail?']	[[]]	[['t', 'jail']]	[[['why'], ['why']]]	[]
227	['because i am  innocent!']	[[]]	[[]]	[[['innocent'], []]]	[]
228	['trump is a traitor.']	[[]]	[['trump', 'traitor']]	[[[], []]]	[]
229	['i agree with you on that one!']	[[]]	[[]]	[[[], []]]	[]
230	['he s a liar.']	[[]]	[['liar']]	[[[], []]]	[]
231	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
232	['hello friend, how are you?']	[[]]	[['friend']]	[[['how'], ['how']]]	[]
233	['hello.']	[[hello, .]]	[[]]	[[[], []]]	[]
234	['nice weather we are having this evening']	[[]]	[['weather', 'evening']]	[[['nice'], []]]	[]
235	['what a bunch of idiots.']	[[]]	[['bunch', 'idiot']]	[[['what'], []]]	[]
236	['who?']	[[who, ?]]	[['who']]	[[[], []]]	[]
237	['what a joke.']	[[]]	[['what', 'joke']]	[[[], []]]	[]
238	['do you want to hear a joke?']	[[]]	[['joke']]	[[[], []]]	[]
239	['no.']	[[no, .]]	[[]]	[[[], []]]	[]
240	['have anything planned for this weekend?']	[[]]	[['anything', 'weekend']]	[[[], []]]	[]
241	['no.']	[[no, .]]	[[]]	[[[], []]]	[]
242	['what are you doing tommorow?']	[[]]	[['what', 'tommorow']]	[[[], []]]	[]
243	['i don t understand  its beyond my possibilities. let s talk about movies)']	[[]]	[['possibility', 'movie']]	[[['-PRON-', '-PRON-'], []]]	[]
244	['looking forward to thor ragnarok in theatres?']	[[]]	[['thor', 'theatre']]	[[['forward'], ['forward']]]	[]
245	['what a joke.']	[[]]	[['what', 'joke']]	[[[], []]]	[]
246	['what movies do you enjoy?']	[[]]	[['what', 'movie']]	[[[], []]]	[]
247	['yes.']	[[yes, .]]	[[]]	[[[], []]]	[]
248	['i mean what kind of movies do you like?']	[[]]	[['kind', 'movie']]	[[['what'], []]]	[]
249	['i don t know.']	[[]]	[['t', 'know']]	[[[], ['know']]]	[]
250	['well its been a pleasure talking to you']	[[]]	[['pleasure']]	[[['-PRON-'], []]]	[]
251	['yeah.']	[[yeah, .]]	[[]]	[[[], []]]	[]
252	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
253	['hi! what is up?']	[[]]	[['what']]	[[['up'], ['up']]]	[]
254	['i don t know what happened to me']	[[]]	[['t', 'what']]	[[[], []]]	[]
255	['what do you mean?']	[[]]	[['what']]	[[[], []]]	[]
256	['i don t know.']	[[]]	[['t', 'know']]	[[[], ['know']]]	[]
257	['are you okay?']	[[]]	[[]]	[[['okay'], []]]	[]
258	['yeah.']	[[yeah, .]]	[[]]	[[[], []]]	[]
259	['tell me something.']	[[]]	[['something']]	[[[], []]]	[]
260	['what?']	[[what, ?]]	[['what']]	[[[], []]]	[]
261	['what is your favorite color?']	[[]]	[['what', 'color']]	[[['-PRON-', 'favorite'], []]]	[]
262	['this is a joke.']	[[]]	[['joke']]	[[[], []]]	[]
263	['you seem weird. ']	[[]]	[[]]	[[['weird'], []]]	[]
264	['i am.']	[[]]	[[]]	[[[], []]]	[]
265	['who are you?']	[[]]	[['who']]	[[[], []]]	[]
266	['who are you?']	[[]]	[['who']]	[[[], []]]	[]
267	['i am  nick. ']	[[]]	[[]]	[[['nick'], []]]	[]
268	['i m not surprised.']	[[]]	[[]]	[[['not', 'surprised'], ['not']]]	['i m not surprised.']
269	['where do you live?']	[[]]	[[]]	[[['where'], ['where']]]	[]
270	['jang mi!']	[[]]	[['mi']]	[[[], ['mi']]]	[]
271	['what is jang mi?']	[[]]	[['what']]	[[[], ['mi']]]	[]
272	['i can t answer! let s talk about politics']	[[]]	[['politic']]	[[[], []]]	[]
273	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
274	['hi!']	[[hi, !]]	[[]]	[[[], []]]	[]
275	['hi.']	[[hi, .]]	[[]]	[[[], []]]	[]
276	['how are you doing today?']	[[]]	[['today']]	[[['how'], ['how']]]	[]
277	['i m fine.']	[[]]	[[]]	[[['fine'], []]]	[]
278	['enjoying this weather we are having today?']	[[]]	[['weather', 'today']]	[[[], []]]	[]
279	['it s called weather.']	[[]]	[['weather']]	[[[], []]]	[]
280	['have you seen any good tv shows lately?']	[[]]	[['tv', 'show']]	[[['good', 'lately'], ['lately']]]	[]
281	['no.']	[[no, .]]	[[]]	[[[], []]]	[]
282	['what do you do for fun?']	[[]]	[['what', 'fun']]	[[[], []]]	[]
283	['i don t know.']	[[]]	[['t', 'know']]	[[[], ['know']]]	[]
284	['do you have a job?']	[[]]	[['job']]	[[[], []]]	[]
285	['yes.']	[[yes, .]]	[[]]	[[[], []]]	[]
286	['what is your job?']	[[]]	[['what', 'job']]	[[['-PRON-'], []]]	[]
287	['i don t know.']	[[]]	[['t', 'know']]	[[[], ['know']]]	[]
288	['that doesn not sound like a very good job.']	[[]]	[['job']]	[[['not', 'very', 'good'], ['not', 'very']]]	['that doesn not sound like a very good job.']
289	['i don t know how to be able to watch this.']	[[]]	[['t']]	[[['how', 'able'], ['how']]]	[]
290	['that doesn not sound like a very good job.']	[[]]	[['job']]	[[['not', 'very', 'good'], ['not', 'very']]]	['that doesn not sound like a very good job.']
291	['do you know what? i can t answer. i would like to discuss...!']	[[]]	[['what']]	[[[], []]]	[]
292	['have you ever questioned the nature of your reality?']	[[]]	[['nature', 'reality']]	[[['ever', '-PRON-'], ['ever']]]	[]
293	['yes.']	[[yes, .]]	[[]]	[[[], []]]	[]
294	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
295	['hello, how are you doing?']	[[]]	[[]]	[[['how'], ['how']]]	[]
296	['good.']	[[good, .]]	[[]]	[[['good'], []]]	[]
297	['how old are you?']	[[]]	[[]]	[[['how', 'old'], ['how']]]	[]
298	['how old are you?']	[[]]	[[]]	[[['how', 'old'], ['how']]]	[]
299	['37 years old, and you?']	[[]]	[['year', 'and']]	[[['old'], []]]	[]
300	['i don t know.']	[[]]	[['t', 'know']]	[[[], ['know']]]	[]
301	['are you male or female?']	[[]]	[['or']]	[[['male', 'female'], []]]	[]
302	['male.']	[[male, .]]	[[]]	[[['male'], []]]	[]
303	['are you male or female?']	[[]]	[['or']]	[[['male', 'female'], []]]	[]
304	['what is it?']	[[]]	[['what']]	[[[], []]]	[]
305	['where do you live, in what city?']	[[]]	[['what', 'city']]	[[['where'], ['where']]]	[]
306	['nan']	[[nan]]	[[]]	[[[], []]]	[]
307	['i live in atlanta. have you been here?']	[[]]	[['atlanta']]	[[['here'], ['here']]]	[]
308	['no.']	[[no, .]]	[[]]	[[[], []]]	[]
309	['why are you so quiet? you should talk more']	[[]]	[[]]	[[['why', 'so', 'quiet', 'more'], ['why', 'so', 'more']]]	[]
310	['i don t know.']	[[]]	[['t', 'know']]	[[[], ['know']]]	[]
311	['what food do you like?']	[[]]	[['food']]	[[['what'], []]]	[]
312	['what?']	[[what, ?]]	[['what']]	[[[], []]]	[]
313	['i like italian food']	[[]]	[['food']]	[[['italian'], []]]	[]
314	['i m going to eat it.']	[[]]	[[]]	[[[], []]]	[]
315	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
316	['hi there! how are you doing?']	[[]]	[[]]	[[['there', 'how'], ['there', 'how']]]	[]
317	['hi.']	[[hi, .]]	[[]]	[[[], []]]	[]
318	['how are you doing today? ']	[[]]	[['today']]	[[['how'], ['how']]]	[]
319	['i m fine.']	[[]]	[[]]	[[['fine'], []]]	[]
320	['do you have any interests or hobbies? ']	[[]]	[['interest', 'or', 'hobby']]	[[[], []]]	[]
321	['why?']	[[why, ?]]	[[]]	[[['why'], []]]	[]
322	['i want to get to know you better. ']	[[]]	[[]]	[[['better'], ['better']]]	[]
323	['how do you do?']	[[]]	[[]]	[[['how'], ['how']]]	[]
324	['i am  good! what is the most interesting conversation you ever had? ']	[[]]	[['what', 'conversation']]	[[['good', 'most', 'interesting', 'ever'], ['most', 'ever']]]	[]
325	['i don t care what they want.']	[[]]	[['t', 'care', 'what']]	[[[], []]]	[]
326	['it sounds like you don not like other people. ']	[[]]	[['people']]	[[['not', 'other'], ['not']]]	['it sounds like you don not like other people. ']
327	['i don t care what they say.']	[[]]	[['t', 'care', 'what']]	[[[], []]]	[]
328	['is there a reason for that? ']	[[]]	[['reason']]	[[['there'], []]]	[]
329	['i don t care.']	[[]]	[['t', 'care']]	[[[], []]]	[]
330	['it sounds like you are really lonely. ']	[[]]	[[]]	[[['really', 'lonely'], ['really']]]	[]
