	utterances	interjection	adverb	subobjvrb	neg-keywords
38	[what, movies, do, you, like, ?, action, or, comedy, ?]	[['what', 'movies', '?', 'action', 'or', 'comedy', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
39	[yeah, .]	[['.']]	[[]]	[[[], []]]	[[[['yeah', 'yeah']]]]
40	[i, really, like, the, new, captain, america, movie]	[['i', 'captain', 'america', 'movie']]	[['really', 'new']]	[[['i'], []]]	[[[['like', 'like', 'like', 'movie', 'movie', 'america', 'movie', 'like']]]]
41	[why, ?]	[['?']]	[['why']]	[[[], []]]	[[[['why', 'why']]]]
42	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']]]]
43	[hello]	[[]]	[[]]	[[[], []]]	[[[['hello']]]]
44	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']]]]
45	[who, are, you, ?]	[['who', '?']]	[[]]	[[['you'], []]]	[[[['are', 'are', 'are', 'are']]]]
46	[its, beyond, my, possibilities,  , i, would, like, to, discuss, politics, )]	[['possibilities', ' ', 'i', 'politics', ')']]	[['its', 'my']]	[[['i'], []]]	[[[would, like], [to, discuss]]]
47	[what, about, politics, do, you, want, to, discuss, ?]	[['what', 'politics', '?']]	[[]]	[[['you'], []]]	[[[do, you], [to, discuss]]]
48	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
49	[i, don, not, like, politics]	[['i', 'politics']]	[['not']]	[[['i'], []]]	[[[[not, like]]]]
50	[what, a, joke, .]	[['what', 'a', 'joke', '.']]	[[]]	[[[], []]]	[[[['joke', 'joke', 'joke', 'joke']]]]
51	[what, do, you, do, for, fun, ?]	[['what', 'fun', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
52	[i, don, t, know, .]	[['i', 't', 'know', '.']]	[[]]	[[['i', 't'], []]]	[[[['don', 'don', 'know', 'don', 'don']]]]
53	[what, can, you, tell, me, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[can, you]]]
54	[nothing, .]	[['nothing', '.']]	[[]]	[[[], []]]	[[[['nothing', 'nothing']]]]
55	[do, you, have, anything, to, say, ?]	[['anything', '?']]	[[]]	[[['you'], []]]	[[[do, you], [to, say]]]
56	[no, .]	[['.']]	[[]]	[[[], []]]	[[[['no', 'no']]]]
57	[then, why, are, we, talking, ?]	[['?']]	[['then', 'why']]	[[['we'], []]]	[[[are, we]]]
58	[i, don, t, know, .]	[['i', 't', 'know', '.']]	[[]]	[[['i', 't'], []]]	[[[['don', 'don', 'know', 'don', 'don']]]]
59	[what, is, your, name, ?]	[['what', 'name', '?']]	[['your']]	[[['name'], []]]	[[[['is', 'is', 'name', 'is', 'is']]]]
60	[amoroso, renato, .]	[['renato', '.']]	[[]]	[[[], []]]	[[[['renato', 'renato', 'renato']]]]
61	[how, old, are, you, ?]	[['?']]	[['how', 'old']]	[[['you'], []]]	[[[['old', 'are', 'are', 'are', 'are']]]]
62	[camelia, ?]	[['camelia', '?']]	[[]]	[[[], []]]	[[[['camelia', 'camelia']]]]
63	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']]]]
64	[hi, !]	[['!']]	[[]]	[[[], []]]	[[[['hi', 'hi']]]]
65	[hi, .]	[['.']]	[[]]	[[[], []]]	[[[['hi', 'hi']]]]
66	[where, are, you, traveling, to, ?]	[['?']]	[['where']]	[[['you'], []]]	[[[are, you]]]
67	[i, don, t, know, .]	[['i', 't', 'know', '.']]	[[]]	[[['i', 't'], []]]	[[[['don', 'don', 'know', 'don', 'don']]]]
68	[do, you, have, any, children, ?]	[['children', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
69	[no, .]	[['.']]	[[]]	[[[], []]]	[[[['no', 'no']]]]
70	[do, you, like, dogs, ?]	[['dogs', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
71	[no, .]	[['.']]	[[]]	[[[], []]]	[[[['no', 'no']]]]
72	[i, like, the, state, of, colorado, .]	[['i', 'state', 'colorado', '.']]	[[]]	[[['i'], []]]	[[[['like', 'like', 'state', 'like', 'state', 'of', 'like']]]]
73	[do, you, know, what, ?, its, beyond, my, possibilities, ., i, would, like, to, discuss, news, !]	[['what', '?', 'possibilities', '.', 'i', 'news', '!']]	[['its', 'my']]	[[['you', 'i'], []]]	[[[do, you]], [[['know', 'know', 'know', 'know', 'know', 'its', 'its', 'possibilities', 'beyond', 'its', 'like', 'like', 'like', 'discuss', 'like', 'discuss', 'like']]], [[would, like], [to, discuss]]]
74	[how, to, you, like, president, trump, ?]	[['president', '?']]	[['how']]	[[[], []]]	[[[you, like]]]
75	[nan]	[[]]	[[]]	[[[], []]]	[[[['nan']]]]
76	[what, news, ?]	[['news', '?']]	[['what']]	[[[], []]]	[[[['news', 'news', 'news']]]]
77	[nan]	[[]]	[[]]	[[[], []]]	[[[['nan']]]]
78	[what, do, you, think, of, the, korea, launching, missles, ?]	[['what', 'korea', 'missles', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
79	[nan]	[[]]	[[]]	[[[], []]]	[[[['nan']]]]
80	[do, you, like, cats, ?]	[['cats', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
81	[nan]	[[]]	[[]]	[[[], []]]	[[[['nan']]]]
82	[have, a,  , nice, trip, .]	[['a', ' ', 'trip', '.']]	[['nice']]	[[[], []]]	[[[['have', 'trip', 'a', 'trip', 'have', 'have']]]]
83	[nan]	[[]]	[[]]	[[[], []]]	[[[['nan']]]]
84	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']]]]
85	[hi, there, !]	[['!']]	[['there']]	[[[], []]]	[[[['hi', 'hi', 'hi']]]]
86	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']]]]
87	[how, are, you, today, ?]	[['today', '?']]	[['how']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are', 'are']]]]
88	[do, you, know, what, ?, its, beyond, my, possibilities,  , i, would, like, to, talk, about, news, .]	[['what', '?', 'possibilities', ' ', 'i', 'news', '.']]	[['its', 'my']]	[[['you', 'i'], []]]	[[[do, you]], [[would, like], [to, talk]]]
89	[did, you, see, on, the, news, about, all, the, flooding, in, houston, ?]	[['news', 'flooding', 'houston', '?']]	[['all']]	[[['you'], []]]	[[[did, you]]]
90	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
91	[i, can, not, believe, how, much, that, tropical, storm, rained, on, everything, .]	[['i', 'storm', 'everything', '.']]	[['not', 'how', 'much', 'tropical']]	[[['i', 'storm'], []]]	[[[can, not], [[not, believe]]]]
92	[i, can, t, answer, !, let, s, talk, about, politics, )]	[['i', 't', '!', 's', 'politics', ')']]	[[]]	[[['i', 's'], []]]	[[[can, t]], [[['answer', 'answer', 'answer', 'answer', 'answer', 'let', 'talk', 'let', 'talk', 'about', 'let']]]]
93	[i, really, don, not, like, to, talk, about, politics, ,, can, we, talk, about, food, ?]	[['i', 'politics', ',', 'food', '?']]	[['really', 'not']]	[[['i', 'we'], []]]	[[[[not, like]], [to, talk], [can, we]]]
94	[do, you, know, what, ?, i, can, t, answer,  , i, would, like, to, talk, about, you, )]	[['what', '?', 'i', 't', 'answer', ' ', 'i', ')']]	[[]]	[[['you', 'i', 'i'], []]]	[[[do, you]], [[can, t]], [[would, like], [to, talk]]]
95	[ok, ,, i, really, like, cats, ,, i, have, four, of, them, .]	[[',', 'i', 'cats', ',', 'i', '.']]	[['really']]	[[['i', 'i'], []]]	[[[['have', 'like', 'like', 'like', 'have', 'like', 'have', 'have', 'have', 'have', 'four', 'of', 'have']]]]
96	[you, know, ?]	[['?']]	[[]]	[[['you'], []]]	[[[['know', 'know', 'know']]]]
97	[do, i, know, what, ?]	[['i', 'what', '?']]	[[]]	[[['i'], []]]	[[[do, i]]]
98	[no, .]	[['.']]	[[]]	[[[], []]]	[[[['no', 'no']]]]
99	[do, you, like, cats, ?]	[['cats', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
100	[no, .]	[['.']]	[[]]	[[[], []]]	[[[['no', 'no']]]]
101	[so, your, more, of, a, dog, person, ?]	[['a', 'dog', 'person', '?']]	[['so', 'your', 'more']]	[[[], []]]	[[[['more', 'more', 'more', 'more', 'person', 'person', 'of', 'more']]]]
102	[do, you, know, what, ?, its, beyond, my, possibilities, !, i, would, like, to, talk, about, you, )]	[['what', '?', 'possibilities', '!', 'i', ')']]	[['its', 'my']]	[[['you', 'i'], []]]	[[[do, you]], [[['know', 'know', 'know', 'know', 'know', 'its', 'its', 'possibilities', 'beyond', 'its', 'like', 'like', 'like', 'talk', 'like', 'talk', 'about', 'like']]], [[would, like], [to, talk]]]
103	[well, ,, i, really, love, fall, .]	[[',', 'i', 'fall', '.']]	[['really']]	[[['i'], []]]	[[[['love', 'love', 'love', 'love', 'love', 'love', 'love']]]]
104	[really, ?]	[['?']]	[['really']]	[[[], []]]	[[[['really', 'really']]]]
105	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']]]]
106	[hey, there, ,, how, you, doing, ?]	[[',', '?']]	[['there', 'how']]	[[['you'], []]]	[[[['doing', 'doing', 'doing', 'doing', 'doing', 'doing', 'doing']]]]
107	[hi, .]	[['.']]	[[]]	[[[], []]]	[[[['hi', 'hi']]]]
108	[how, old, are, you, ?]	[['?']]	[['how', 'old']]	[[['you'], []]]	[[[['old', 'are', 'are', 'are', 'are']]]]
109	[how, old, are, you, ?]	[['?']]	[['how', 'old']]	[[['you'], []]]	[[[['old', 'are', 'are', 'are', 'are']]]]
110	[i, am, 21, years, old, .]	[['i', 'years', '.']]	[['old']]	[[['i'], []]]	[[[['am', 'am', 'years', 'old', 'am', 'am']]]]
111	[i, don, t, understand,  , i, can, t, answer, !, i, would, like, to, discuss, politics, .]	[['i', 't', ' ', 'i', 't', '!', 'i', 'politics', '.']]	[[]]	[[['i', 'i', 'i'], []]]	[[[can, t]], [[would, like], [to, discuss]]]
112	[do, you, like, president, trump, ?]	[['president', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
113	[he, has, no, idea, what, he, is, talking, about, .]	[['idea', 'what', '.']]	[[]]	[[['he', 'he'], []]]	[[[is, talking]]]
114	[did, you, like, president, obama, more, ?]	[['president', 'obama', '?']]	[['more']]	[[['you'], []]]	[[[did, you]]]
115	[obama, s, fault, .]	[['s', 'fault', '.']]	[[]]	[[[], []]]	[[[['fault', 'obama', 'fault', 'fault']]]]
116	[trump, will, not, get, a, 2nd, term, ,, in, my, opinion, .]	[['trump', 'a', 'term', ',', 'opinion', '.']]	[['not', '2nd', 'my']]	[[['trump'], []]]	[[[will, not], [[not, get]]]]
117	[what, a, joke]	[['a', 'joke']]	[['what']]	[[[], []]]	[[[['joke', 'joke', 'joke']]]]
118	[i, saw, that, he, went, down, to, texas, this, week, for, the, hurricane, .]	[['i', 'week', 'hurricane', '.']]	[[]]	[[['i', 'he'], []]]	[[[to, texas]]]
119	[what, a, joke, !]	[['what', 'a', 'joke', '!']]	[[]]	[[[], []]]	[[[['joke', 'joke', 'joke', 'joke']]]]
120	[he, seemed, to, want, to, help, .]	[['.']]	[[]]	[[['he'], []]]	[[[to, want], [to, help]]]
121	[yeah, .]	[['.']]	[[]]	[[[], []]]	[[[['yeah', 'yeah']]]]
122	[he, doesn, not, know, how, to, handle, certain, situations, ., i, hope, he, gets, impeached, .]	[['situations', '.', 'i', '.']]	[['not', 'how', 'certain']]	[[['he', 'i'], []]]	[[[[not, know]], [to, handle]], [[gets, impeached]]]
123	[what, a, joke, .]	[['what', 'a', 'joke', '.']]	[[]]	[[[], []]]	[[[['joke', 'joke', 'joke', 'joke']]]]
124	[minnesota, didn, not, vote, for, trump, thankfully, .]	[['minnesota', 'vote', 'trump', '.']]	[['not', 'thankfully']]	[[['didn'], []]]	[[[[not, vote]]]]
125	[good, for, her, .]	[['.']]	[['good']]	[[[], []]]	[[[['good', 'good', 'for', 'good']]]]
126	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']]]]
127	[how, are, you, doing, ?]	[['?']]	[['how']]	[[['you'], []]]	[[[are, you]]]
128	[good, .]	[['.']]	[['good']]	[[[], []]]	[[[['good', 'good']]]]
129	[what, is, your, name, ?]	[['what', 'name', '?']]	[['your']]	[[['name'], []]]	[[[['is', 'is', 'name', 'is', 'is']]]]
130	[i, don, t, know, what, they, are, protesting, .]	[['i', 't', 'what', '.']]	[[]]	[[['i', 't', 'they'], []]]	[[[['don', 'don', 'know', 'know', 'protesting', 'protesting', 'protesting', 'know', 'know']]], [[are, protesting]]]
131	[do, you, have, a, name, ?]	[['a', 'name', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
132	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
133	[what, is, your, name, ?]	[['what', 'name', '?']]	[['your']]	[[['name'], []]]	[[[['is', 'is', 'name', 'is', 'is']]]]
134	[amoroso, renato, .]	[['renato', '.']]	[[]]	[[[], []]]	[[[['renato', 'renato', 'renato']]]]
135	[that, is, an, interesting, name, .]	[['name', '.']]	[['interesting']]	[[['that'], []]]	[[[['is', 'is', 'name', 'name', 'is', 'is']]]]
136	[who, cares, ?]	[['who', '?']]	[[]]	[[['who'], []]]	[[[['cares', 'cares', 'cares']]]]
137	[i, like, your, name, .]	[['i', 'name', '.']]	[['your']]	[[['i'], []]]	[[[['like', 'like', 'name', 'like', 'like']]]]
138	[okay, .]	[['.']]	[[]]	[[[], []]]	[[[['okay', 'okay']]]]
139	[do, you, follow, sports, ?]	[['sports', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
140	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
141	[what, sport, is, your, favorite, ?]	[['sport', '?']]	[['what', 'your', 'favorite']]	[[[], []]]	[[[['sport', 'is', 'is', 'favorite', 'is', 'is']]]]
142	[its, beyond, my, possibilities,  , i, would, like, to, talk, about, you, .]	[['possibilities', ' ', 'i', '.']]	[['its', 'my']]	[[['i'], []]]	[[[would, like], [to, talk]]]
143	[okay, ., what, would, you, like, to, know, about, me, ?]	[['.', 'what', '?']]	[[]]	[[['you'], []]]	[[[['okay', 'okay', 'know', 'like', 'like', 'like', 'know', 'like', 'know', 'about', 'like']]], [[would, you], [to, know]]]
144	[i, don, t, know, .]	[['i', 't', 'know', '.']]	[[]]	[[['i', 't'], []]]	[[[['don', 'don', 'know', 'don', 'don']]]]
145	[i, like, music, .]	[['i', 'music', '.']]	[[]]	[[['i'], []]]	[[[['like', 'like', 'like', 'like']]]]
146	[i, like, music, .]	[['i', 'music', '.']]	[[]]	[[['i'], []]]	[[[['like', 'like', 'like', 'like']]]]
147	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']]]]
148	[hello]	[[]]	[[]]	[[[], []]]	[[[['hello']]]]
149	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']]]]
150	[nice, to, meet, you, ,, what, is, your, name, ?]	[[',', 'what', 'name', '?']]	[['nice', 'your']]	[[['name'], []]]	[[[to, meet]], [[['nice', 'meet', 'nice', 'meet', 'is', 'is', 'is', 'name', 'is', 'is']]]]
151	[ , its, beyond, my, possibilities,  , i, would, like, to, talk, about, news]	[[' ', 'possibilities', ' ', 'i', 'news']]	[['its', 'my']]	[[['i'], []]]	[[[would, like], [to, talk]]]
152	[nice, to, meet, you, ,, what, is, your, name, ?]	[[',', 'what', 'name', '?']]	[['nice', 'your']]	[[['name'], []]]	[[[to, meet]], [[['nice', 'meet', 'nice', 'meet', 'is', 'is', 'is', 'name', 'is', 'is']]]]
153	[danila, .]	[['.']]	[[]]	[[[], []]]	[[[['danila', 'danila']]]]
154	[you, want, to, talk, about, the, news, !, what, do, you, think, of, the, missile, that, north, korea, flew, over, japan, ?]	[['news', '!', 'what', 'missile', 'north', 'korea', 'japan', '?']]	[[]]	[[['you', 'you', 'korea'], []]]	[[[to, talk]], [[do, you]]]
155	[what, a, joke, !, !, !]	[['what', 'a', 'joke', '!', '!', '!']]	[[]]	[[[], []]]	[[[['joke', 'joke', 'joke', 'joke', 'joke', 'joke']]]]
156	[i, know, right, ,, north, korea, is, a, crazy, country, !]	[['i', ',', 'north', 'korea', 'a', 'country', '!']]	[['right', 'crazy']]	[[['i', 'korea'], []]]	[[[['know', 'is', 'know', 'is', 'korea', 'is', 'is', 'country', 'country', 'is', 'is']]]]
157	[what, a, joke, .]	[['what', 'a', 'joke', '.']]	[[]]	[[[], []]]	[[[['joke', 'joke', 'joke', 'joke']]]]
158	[where, do, you, live, danilla, ?]	[['danilla', '?']]	[['where']]	[[['you'], []]]	[[[do, you]]]
159	[i, don, t, know, .]	[['i', 't', 'know', '.']]	[[]]	[[['i', 't'], []]]	[[[['don', 'don', 'know', 'don', 'don']]]]
160	[i, see, ,, do, you, have, anymore, questions, for, me, ?]	[['i', ',', 'questions', '?']]	[['anymore']]	[[['i', 'you'], []]]	[[[do, you]]]
161	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
162	[what, would, you, like, to, ask, me, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[would, you], [to, ask]]]
163	[do, you, know, familiar, texts, ?]	[['texts', '?']]	[['familiar']]	[[['you'], []]]	[[[do, you]]]
164	[no, i, don, not, ,, what, are, they, ?]	[['i', ',', 'what', '?']]	[['not']]	[[['i', 'they'], []]]	[[[[not, ,]]]]
165	[they, don, t, have, a, clue, .]	[['t', 'a', 'clue', '.']]	[[]]	[[['they'], []]]	[[[['don', 'don', 'don', 'don', 'clue', 'have', 'don']]]]
166	[i, don, not, understand, your, meaning, .]	[['i', 'meaning', '.']]	[['not', 'your']]	[[['i'], []]]	[[[don, not], [[not, understand]]]]
167	[i, don, t, understand,  , its, beyond, my, possibilities, ., i, would, like, to, talk, about, you, .]	[['i', 't', ' ', 'possibilities', '.', 'i', '.']]	[['its', 'my']]	[[['i', 'i'], []]]	[[[['don', 'don', 'don', 'don', 'understand', 'understand', 'its', 'possibilities', 'beyond', 'don', 'like', 'like', 'like', 'talk', 'like', 'talk', 'about', 'like']]], [[would, like], [to, talk]]]
168	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']]]]
169	[hello, to, you, too, !, are, you, having, a, good, day, ?]	[['!', 'a', 'day', '?']]	[['too', 'good']]	[[['you'], []]]	[[[['to', 'to', 'to', 'to', 'to', 'having', 'having', 'having', 'day', 'day', 'having', 'having']]], [[are, you]]]
170	[yes, !]	[['!']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
171	[that, is, wonderful, ., please, tell, me, about, your, day, .]	[['.', 'day', '.']]	[['wonderful', 'your']]	[[['that'], []]]	[[[['is', 'is', 'is', 'is', 'tell', 'tell', 'tell', 'tell', 'day', 'about', 'tell']]], [[['is', 'is', 'is', 'is', 'tell', 'tell', 'tell', 'tell', 'day', 'about', 'tell']]]]
172	[what, a, joke, .]	[['what', 'a', 'joke', '.']]	[[]]	[[[], []]]	[[[['joke', 'joke', 'joke', 'joke']]]]
173	[oh, ?, what, happened, ?]	[['?', 'what', '?']]	[[]]	[[['what'], []]]	[[[['happened', 'oh', 'happened', 'happened', 'happened']]]]
174	[nothing, .]	[['nothing', '.']]	[[]]	[[[], []]]	[[[['nothing', 'nothing']]]]
175	[have, you, seen, the, latest, news, about, hurricane, harvey, ?]	[['news', 'hurricane', 'harvey', '?']]	[['latest']]	[[['you'], []]]	[[[have, you]]]
176	[what, ?]	[['what', '?']]	[[]]	[[[], []]]	[[[['what', 'what']]]]
177	[there, was, a, huge, hurricane, that, just, hit, texas, ,, it, was, pretty, devastating, .]	[['a', 'hurricane', 'texas', ',', '.']]	[['there', 'huge', 'that', 'just', 'pretty', 'devastating']]	[[['that', 'it'], []]]	[[[['was', 'was', 'hurricane', 'hurricane', 'was', 'hit', 'hit', 'hurricane', 'hit', 'was', 'was', 'was', 'devastating', 'was', 'was']]]]
178	[i, don, t, understand,  , i, can, t, answer,  , let, s, talk, about, ..., )]	[['i', 't', ' ', 'i', 't', 'answer', ' ', 's', ')']]	[[]]	[[['i', 'i', 's'], []]]	[[[['don', 'don', 'don', 'don', 'understand', 'answer', 'answer', 'answer', 'answer', 'answer', 'let', 'talk', 'let', 'talk', 'let', 'let']]], [[can, t], [t, answer]], [[['don', 'don', 'don', 'don', 'understand', 'answer', 'answer', 'answer', 'answer', 'answer', 'let', 'talk', 'let', 'talk', 'let', 'let']]]]
179	[what, is, your, favorite, topic, to, talk, about, ?]	[['what', 'topic', '?']]	[['your', 'favorite']]	[[['topic'], []]]	[[[to, talk]]]
