	utterances	interjection	adverb	subobjvrb	neg-keywords
25	[what, i, mean, is, ,, do, you, really, know, what, is, going, on, in, his, head, ?]	[['what', 'i', ',', 'what', 'head', '?']]	[['really', 'his']]	[[['i', 'you', 'what'], []]]	[[[do, you], [is, going]]]
26	[no]	[[]]	[[]]	[[[], []]]	[[[['no']]]]
27	[i, told, you, a, thousand, times, you, should, always, keep, ,, uh, ...]	[['i', 'a', 'times', ',']]	[['always']]	[[['i', 'you'], []]]	[[[should, always]]]
28	[sorry, ,, but, i, forgot]	[[',', 'but', 'i']]	[[]]	[[['i'], []]]	[[[['sorry', 'sorry', 'forgot', 'forgot', 'forgot']]], [[['sorry', 'sorry', 'forgot', 'forgot', 'forgot']]]]
29	[side, -, kick, drives, away, ., grierson, turns, to, david, .]	[['-', 'kick', 'drives', '.', 'grierson', 'david', '.']]	[['side', 'away']]	[[['grierson'], []]]	[[[['kick', 'kick', 'drives', 'drives', 'drives', 'drives', 'turns', 'turns', 'turns', 'to', 'turns']]], [[['kick', 'kick', 'drives', 'drives', 'drives', 'drives', 'turns', 'turns', 'turns', 'to', 'turns']]]]
30	[what, ?, ?, ?]	[['what', '?', '?', '?']]	[[]]	[[[], []]]	[[[['what', 'what', 'what', 'what']]]]
31	[joey, points]	[['joey', 'points']]	[[]]	[[['joey'], []]]	[[[['points', 'points']]]]
32	[you, are, like, crazy, today]	[['today']]	[['crazy']]	[[['you'], []]]	[[[['are', 'are', 'are', 'like', 'are']]]]
33	[dad, ,, this, is, not, actually, what, he, is, like, ., he, took, some, drugs, and--]	[['dad', ',', 'what', '.', 'drugs']]	[['not', 'actually']]	[[['this', 'he', 'he'], []]]	[[[[not, actually]]], [[['is', 'is', 'is', 'is', 'is', 'is', 'like', 'is', 'is', 'is', 'is', 'took', 'took', 'drugs', 'took', 'took']]]]
34	[helloooo]	[['helloooo']]	[[]]	[[[], []]]	[[[['helloooo']]]]
35	[leave, it]	[[]]	[[]]	[[[], []]]	[[[['leave', 'leave']]]]
36	[you, ,, leave, it, ,, can, we, just, talk, ?]	[[',', ',', '?']]	[['just']]	[[['you', 'we'], []]]	[[[can, we]]]
37	[he, persists, .]	[['.']]	[[]]	[[['he'], []]]	[[[['persists', 'persists', 'persists']]]]
38	[who, is, he, anyway, ?]	[['who', '?']]	[['anyway']]	[[['he'], []]]	[[[['is', 'is', 'is', 'is', 'is']]]]
39	[well, ..., why, are, you, asking, this, ,, by, the, way, ?]	[[',', 'way', '?']]	[['why']]	[[['you'], []]]	[[[are, you]]]
40	[hi, alex]	[['alex']]	[[]]	[[[], []]]	[[[['alex', 'alex']]]]
41	[hi, .]	[['.']]	[[]]	[[[], []]]	[[[['hi', 'hi']]]]
42	[how, are, you, doing, today, ?]	[['today', '?']]	[['how']]	[[['you'], []]]	[[[are, you]]]
43	[i, am, killing, myself, .]	[['i', '.']]	[[]]	[[['i'], []]]	[[[am, killing]]]
44	[why, ?]	[['?']]	[['why']]	[[[], []]]	[[[['why', 'why']]]]
45	[well, ,, i, think, --]	[[',', 'i']]	[[]]	[[['i'], []]]	[[[['think', 'think', 'think', 'think', 'think']]]]
46	[about, what, ?]	[['what', '?']]	[[]]	[[[], []]]	[[[['what', 'what', 'what']]]]
47	[yeah, ,, i, heard, about, that, .]	[[',', 'i', '.']]	[[]]	[[['i'], []]]	[[[['heard', 'yeah', 'heard', 'heard', 'heard', 'about', 'heard']]]]
48	[what, ?]	[['what', '?']]	[[]]	[[[], []]]	[[[['what', 'what']]]]
49	[i, think, you, have, a, gray, hair, .]	[['i', 'a', 'hair', '.']]	[['gray']]	[[['i', 'you'], []]]	[[[['think', 'think', 'have', 'think', 'hair', 'hair', 'have', 'think']]]]
50	[you, are, right]	[[]]	[['right']]	[[['you'], []]]	[[[['are', 'are', 'are']]]]
51	[it, is, like, the, days, of, the, mad, barber, of, fleet, street, ,, is, not, it, ?]	[['days', 'barber', 'fleet', 'street', ',', '?']]	[['mad', 'not']]	[[['it', 'it'], []]]	[[[[not, it]]]]
52	[yes]	[[]]	[[]]	[[[], []]]	[[[['yes']]]]
53	[i, would, like, to, thank, you, for, filling, in, on, such, short, notice, for, the, vice, president, .]	[['i', 'notice', 'vice', 'president', '.']]	[['such', 'short']]	[[['i'], []]]	[[[would, like], [to, thank]]]
54	[do, you, have, a, car, ?]	[['a', 'car', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
55	[you, lying, son, of, a, bitch, ...]	[['son', 'a', 'bitch']]	[[]]	[[['you'], []]]	[[[['lying', 'lying', 'lying', 'son', 'bitch', 'of', 'lying']]]]
56	[do, you, have, a, car, ?]	[['a', 'car', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
57	[this, car, .]	[['car', '.']]	[[]]	[[[], []]]	[[[['car', 'car', 'car']]]]
58	[do, you, have, a, car, ?]	[['a', 'car', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
59	[could, you, please, say, something, different, ?]	[['something', '?']]	[['different']]	[[['you'], []]]	[[[could, you]]]
60	[i, am, back, again]	[['i']]	[['back', 'again']]	[[['i'], []]]	[[[['am', 'am', 'am', 'am']]]]
61	[my, house, is, just, a, couple, of, blocks, away, .]	[['house', 'a', 'couple', 'blocks', '.']]	[['my', 'just', 'away']]	[[['house'], []]]	[[[['house', 'is', 'is', 'couple', 'couple', 'away', 'couple', 'of', 'is', 'is']]]]
62	[good, ,, are, we, going, there, ?]	[[',', '?']]	[['good', 'there']]	[[['we'], []]]	[[[are, we]]]
63	[what, are, we, going, to, do, ?]	[['what', '?']]	[[]]	[[['we'], []]]	[[[are, we], [to, do]]]
64	[have, some, food, for, dinner, ,, i, can, cook]	[['food', 'dinner', ',', 'i']]	[[]]	[[['i'], []]]	[[[can, cook]]]
65	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
66	[rendang]	[[]]	[['rendang']]	[[[], []]]	[[[['rendang']]]]
67	[please, explain, that, to, me, !]	[['!']]	[[]]	[[[], []]]	[[[['explain', 'explain', 'explain', 'explain', 'to', 'explain']]]]
68	[rendang, is, a, spicy, meat, dish, which, originated, from, the, minangkabau, ethnic, group, of, indonesia]	[['a', 'meat', 'dish', 'minangkabau', 'group', 'indonesia']]	[['spicy', 'which', 'ethnic']]	[[['rendang', 'which'], []]]	[[[['is', 'is', 'dish', 'dish', 'dish', 'is', 'originated', 'dish', 'originated', 'group', 'group', 'group', 'from', 'group', 'of']]]]
69	[ok, ,, thank, you, for, explaining, it, !]	[[',', '!']]	[[]]	[[[], []]]	[[[['thank', 'thank', 'thank', 'thank', 'thank', 'for', 'explaining', 'thank']]]]
70	[do, you, like, rendang]	[[]]	[['rendang']]	[[['you'], []]]	[[[do, you]]]
71	[..., a, group, from, the, ...]	[['a', 'group']]	[[]]	[[[], []]]	[[[['group', 'group', 'group', 'group', 'from', 'group']]]]
72	[rendang]	[[]]	[['rendang']]	[[[], []]]	[[[['rendang']]]]
73	[..., a, group, from, the, ...]	[['a', 'group']]	[[]]	[[[], []]]	[[[['group', 'group', 'group', 'group', 'from', 'group']]]]
74	[rendang]	[[]]	[['rendang']]	[[[], []]]	[[[['rendang']]]]
75	[it, is, not, the, dish--]	[['dish--']]	[['not']]	[[['it'], []]]	[[[[not, the]]]]
76	[why, the, sequence, is, not, in, order]	[['sequence', 'order']]	[['why', 'not']]	[[['sequence'], []]]	[[[[not, in]]]]
77	[everything, is, in, order, .]	[['everything', 'order', '.']]	[[]]	[[['everything'], []]]	[[[['is', 'is', 'is', 'in', 'is']]]]
78	[i, do, not, think, so, ,, let, me, check, the, logs]	[['i', ',', 'logs']]	[['not', 'so']]	[[['i', 'me'], []]]	[[[do, not], [[not, think]]]]
79	[check, .]	[['.']]	[[]]	[[[], []]]	[[[['check', 'check']]]]
80	[hi, alex]	[['alex']]	[[]]	[[[], []]]	[[[['alex', 'alex']]]]
81	[you, three, have, a, good, weekend, .]	[['a', 'weekend', '.']]	[['good']]	[[['you', 'three'], []]]	[[[['have', 'have', 'have', 'weekend', 'weekend', 'have', 'have']]]]
82	[yes, ., how, did, you, know, it, ?]	[['.', '?']]	[['how']]	[[['you'], []]]	[[[['yes', 'yes', 'know', 'know', 'know', 'know', 'know', 'know']]], [[did, you]]]
83	[squash, it, .]	[['.']]	[[]]	[[[], []]]	[[[['squash', 'squash', 'squash']]]]
84	[ok, ., good, .]	[['.', '.']]	[['good']]	[[[], []]]	[[[['good', 'ok', 'good', 'good']]]]
85	[wait, !]	[['!']]	[[]]	[[[], []]]	[[[['wait', 'wait']]]]
86	[for, what, ?]	[['what', '?']]	[[]]	[[[], []]]	[[[['for', 'for', 'for']]]]
87	[no, matter, what, you, think, ,, you, did, come, up, with, something, unique, .]	[['what', ',', 'something', '.']]	[['no', 'matter', 'unique']]	[[['you', 'you'], []]]	[[[[no, matter]], [did, come]]]
88	[thank, you, .]	[['.']]	[[]]	[[[], []]]	[[[['thank', 'thank', 'thank']]]]
89	[now, i, want, you, to, do, something, for, me, .]	[['i', 'something', '.']]	[['now']]	[[['i', 'you'], []]]	[[[to, do]]]
90	[tell, me]	[[]]	[[]]	[[[], []]]	[[[['tell', 'tell']]]]
91	[he, is, taking, care, of, the, same, business, i, will, be, taking, care, of, -, soon, as, i, dry, off, .]	[['care', 'business', 'i', 'care', '-', 'i', '.']]	[['same', 'soon']]	[[['he', 'i', 'i'], []]]	[[[is, taking], [will, be], [be, taking]]]
92	[ok, ., but, it, is, not, clear, what, do, you, want, from, me, ?]	[['.', 'but', 'what', '?']]	[['not', 'clear']]	[[['it', 'you'], []]]	[[[['ok', 'ok', 'is', 'is', 'is', 'is', 'is', 'want', 'want', 'want', 'is', 'want', 'from', 'is']]], [[[not, clear]], [do, you]]]
93	[yeah, .]	[['.']]	[[]]	[[[], []]]	[[[['yeah', 'yeah']]]]
94	[tell, me, clearly]	[[]]	[['clearly']]	[[[], []]]	[[[['tell', 'tell', 'tell']]]]
95	[you, are, rich, ., what, do, you, have, to, worry, about, ?]	[['.', 'what', '?']]	[['rich']]	[[['you', 'you'], []]]	[[[['are', 'are', 'are', 'are', 'worry', 'have', 'have', 'have', 'worry', 'have', 'worry', 'have']]], [[do, you], [to, worry]]]
96	[i, am, not, worry, about, anything]	[['i', 'anything']]	[['not']]	[[[], []]]	[[[am, not], [[not, worry]]]]
97	[do, not, worry, about, it, .]	[['.']]	[['not']]	[[[], []]]	[[[do, not], [[not, worry]]]]
98	[ok, ., sure, .]	[['.', '.']]	[['sure']]	[[[], []]]	[[[['sure', 'ok', 'sure', 'sure']]]]
99	[yeah, ., they, just, need, me, downtown, in, half, an, hour, for, a, news, conference, with, the, deputy, mayor, .]	[['.', 'downtown', 'hour', 'a', 'news', 'conference', 'mayor', '.']]	[['just', 'half', 'deputy']]	[[['they', 'me'], []]]	[[[['yeah', 'yeah', 'need', 'need', 'need', 'downtown', 'need', 'downtown', 'hour', 'hour', 'in', 'downtown', 'conference', 'conference', 'for', 'conference', 'mayor', 'mayor', 'with', 'need']]], [[['yeah', 'yeah', 'need', 'need', 'need', 'downtown', 'need', 'downtown', 'hour', 'hour', 'in', 'downtown', 'conference', 'conference', 'for', 'conference', 'mayor', 'mayor', 'with', 'need']]]]
100	[hi, alex]	[['alex']]	[[]]	[[[], []]]	[[[['alex', 'alex']]]]
101	[oh, ,, my, god, ., how, old, are, you, ,, you, slut, ?]	[[',', '.', ',', '?']]	[['how', 'old']]	[[['you', 'you'], []]]	[[[['oh', 'oh', 'god', 'oh', 'oh', 'old', 'are', 'slut', 'are', 'slut', 'slut', 'slut', 'slut']]], [[['oh', 'oh', 'god', 'oh', 'oh', 'old', 'are', 'slut', 'are', 'slut', 'slut', 'slut', 'slut']]]]
102	[that, is, so, rude]	[[]]	[['so', 'rude']]	[[['that'], []]]	[[[['is', 'is', 'rude', 'is']]]]
103	[you, guys, were, way, rude, ., it, was, shocking, .]	[['guys', '.', '.']]	[['way', 'rude', 'shocking']]	[[['guys', 'it'], []]]	[[[['guys', 'were', 'were', 'rude', 'were', 'were', 'was', 'was', 'was', 'was']]], [[['guys', 'were', 'were', 'rude', 'were', 'were', 'was', 'was', 'was', 'was']]]]
104	[how, are, you, ?]	[['?']]	[['how']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are']]]]
105	[i, could, not, sleep, ,, i, did, not, want, to, bug, you, .]	[['i', ',', 'i', '.']]	[['not', 'not']]	[[['i', 'i'], []]]	[[[could, not], [[not, sleep]], [did, not], [[not, want]], [to, bug]]]
106	[what, do, you, think, about, the, new, prime, minister, ?]	[['what', 'minister', '?']]	[['new', 'prime']]	[[['you'], []]]	[[[do, you]]]
107	[let, is, hope, so, !, cause, if, i, did, not, we, are, gon, na, look, like, burnt, out, toaster, ovens, !]	[['!', 'i', 'toaster', 'ovens', '!']]	[['so', 'not']]	[[['hope', 'i', 'we'], []]]	[[[['let', 'let', 'is', 'is', 'let', 'cause', 'gon', 'gon', 'gon', 'gon', 'gon', 'gon', 'cause', 'look', 'gon', 'look', 'ovens', 'burnt', 'ovens', 'like', 'cause']]], [[did, not], [[not, we]], [are, gon], [na, look]]]
108	[how, old, are, you, ?]	[['?']]	[['how', 'old']]	[[['you'], []]]	[[[['old', 'are', 'are', 'are', 'are']]]]
109	[i, am, thirteen, ,, how, old, are, you, ?]	[['i', ',', '?']]	[['how', 'old']]	[[['i', 'you'], []]]	[[[['am', 'are', 'am', 'are', 'old', 'are', 'are', 'are', 'are']]]]
110	[i, am, 25]	[['i']]	[[]]	[[['i'], []]]	[[[['am', 'am', 'am']]]]
111	[what, are, we, going, to, do, ?, i, do, not, know, what, to, do, .]	[['what', '?', 'i', 'what', '.']]	[['not']]	[[['we', 'i'], []]]	[[[are, we], [to, do]], [[do, not], [[not, know]], [to, do]]]
112	[we, can, just, talk, for, a, little, while]	[['a', 'while']]	[['just', 'little']]	[[['we'], []]]	[[[can, just]]]
113	[can, we, talk, ?]	[['?']]	[[]]	[[['we'], []]]	[[[can, we]]]
114	[yes, ., what, do, you, want, to, talk, about, ?]	[['.', 'what', '?']]	[[]]	[[['you'], []]]	[[[['yes', 'yes', 'talk', 'want', 'want', 'want', 'talk', 'want', 'talk', 'want']]], [[do, you], [to, talk]]]
115	[anything, ., anything, at, all, .]	[['anything', '.', 'anything', '.']]	[['at', 'all']]	[[[], []]]	[[[['anything', 'anything', 'anything', 'all', 'anything', 'anything']]], [[['anything', 'anything', 'anything', 'all', 'anything', 'anything']]]]
116	[do, you, watch, any, tv, series, ?]	[['tv', 'series', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
117	[what, do, you, ride, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
118	[what, do, you, mean, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
119	[when, it, is, him, it, does, not, look, like, him, .]	[['.']]	[['when', 'not']]	[[['it', 'it'], []]]	[[[does, not], [[not, look]]]]
120	[hi, alex, !]	[['alex', '!']]	[[]]	[[[], []]]	[[[['alex', 'alex', 'alex']]]]
121	[hi, ., who, looks, like, a, carrot, ?]	[['.', 'who', 'a', 'carrot', '?']]	[[]]	[[['who'], []]]	[[[['looks', 'hi', 'looks', 'looks', 'looks', 'carrot', 'like', 'looks']]]]
122	[i, do, not, know, ,, who, does, ?]	[['i', ',', 'who', '?']]	[['not']]	[[['i', 'who'], []]]	[[[do, not], [[not, know]]]]
123	[him, ., danny, ., he, is, the, man, with, the, records, .]	[['.', '.', 'man', 'records', '.']]	[[]]	[[['he'], []]]	[[[['him', 'him', 'danny', 'danny', 'is', 'is', 'man', 'is', 'man', 'records', 'with', 'is']]], [[['him', 'him', 'danny', 'danny', 'is', 'is', 'man', 'is', 'man', 'records', 'with', 'is']]], [[['him', 'him', 'danny', 'danny', 'is', 'is', 'man', 'is', 'man', 'records', 'with', 'is']]]]
124	[why, does, he, look, like, a, carrot, ?]	[['a', 'carrot', '?']]	[['why']]	[[['he'], []]]	[[[does, he]]]
125	[what, does, he, look, like, ?]	[['what', '?']]	[[]]	[[['he'], []]]	[[[does, he]]]
126	[like, a, carrot]	[['a', 'carrot']]	[[]]	[[[], []]]	[[[['like', 'carrot', 'like']]]]
127	[must, be, my, cologne, ..., eau, dc, carrot, .]	[['cologne', 'eau', 'carrot', '.']]	[['my']]	[[[], []]]	[[[must, be]], [[['be', 'be', 'cologne', 'be', 'be', 'carrot', 'carrot', 'carrot', 'carrot']]]]
128	[that, is, really, funny]	[[]]	[['really', 'funny']]	[[['that'], []]]	[[[['is', 'is', 'funny', 'is']]]]
129	[--that, is, not, funny--]	[[]]	[['not', 'funny--']]	[[['--that'], []]]	[[[[not, funny--]]]]
130	[i, am, sorry]	[['i']]	[['sorry']]	[[['i'], []]]	[[[['am', 'am', 'am']]]]
131	[oh, my, god, ,, they, killed, kenny, !]	[[',', 'kenny', '!']]	[[]]	[[['they'], []]]	[[[['killed', 'oh', 'killed', 'killed', 'killed', 'killed', 'killed', 'killed']]]]
132	[oh, no, ,, poor, kenny, !]	[[',', 'kenny', '!']]	[['poor']]	[[[], []]]	[[[['kenny', 'oh', 'kenny', 'kenny', 'kenny', 'kenny']]]]
133	[oh, you, poor, dear, ., you, have, been, through, so, much, ...]	[['dear', '.']]	[['poor', 'so', 'much']]	[[['you'], []]]	[[[['dear', 'oh', 'dear', 'dear', 'dear', 'been', 'been', 'been', 'been', 'much', 'through', 'been']]], [[have, been]]]
134	[i, am, so, so, sorry, for, him]	[['i']]	[['so', 'so', 'sorry']]	[[['i'], []]]	[[[['am', 'am', 'sorry', 'sorry', 'am', 'sorry', 'for']]]]
135	[thanks, .]	[['thanks', '.']]	[[]]	[[[], []]]	[[[['thanks', 'thanks']]]]
136	[why, did, they, do, that, ?, it, is, so, horrible]	[['?']]	[['why', 'so', 'horrible']]	[[['they', 'it'], []]]	[[[did, they]], [[['do', 'do', 'do', 'do', 'do', 'do', 'is', 'is', 'horrible', 'is']]]]
137	[psychology, ., they, are, trying, to, unnerve, us, .]	[['psychology', '.', '.']]	[[]]	[[['they'], []]]	[[[['psychology', 'psychology', 'trying', 'trying', 'trying', 'unnerve', 'trying', 'unnerve', 'trying']]], [[are, trying], [to, unnerve]]]
138	[i, think, they, are, succeeding]	[['i']]	[[]]	[[['i', 'they'], []]]	[[[are, succeeding]]]
139	[look, ...]	[[]]	[[]]	[[[], []]]	[[[['look', 'look']]]]
140	[hey, there, cutie]	[[]]	[['there']]	[[[], []]]	[[[['cutie', 'hey', 'cutie']]]]
141	[that, is, right, ., you, get, her, name, ?]	[['.', 'name', '?']]	[['right', 'her']]	[[['that', 'you'], []]]	[[[['is', 'is', 'is', 'is', 'get', 'get', 'name', 'get', 'get']]], [[['is', 'is', 'is', 'is', 'get', 'get', 'name', 'get', 'get']]]]
142	[alex, ,, is, not, it, ?]	[['alex', ',', '?']]	[['not']]	[[['alex', 'it'], []]]	[[[[not, it]]]]
143	[oh, ,, danny, ,, honey, ., you, are, so, sweet, ., i, could, eat, you, alive, ...]	[[',', 'danny', ',', 'honey', '.', '.', 'i']]	[['so', 'sweet', 'alive']]	[[['you', 'i'], []]]	[[[['honey', 'oh', 'oh', 'honey', 'honey', 'honey', 'are', 'are', 'sweet', 'are', 'are', 'eat', 'eat', 'eat', 'eat', 'eat', 'eat']]], [[['honey', 'oh', 'oh', 'honey', 'honey', 'honey', 'are', 'are', 'sweet', 'are', 'are', 'eat', 'eat', 'eat', 'eat', 'eat', 'eat']]], [[could, eat]]]
144	[i, would, love, to, be, eaten, by, you, ,, alex]	[['i', ',']]	[['alex']]	[[['i'], []]]	[[[would, love], [to, be], [be, eaten]]]
145	[love, to, --]	[[]]	[[]]	[[[], []]]	[[[['love', 'love', 'love']]]]
146	[let, is]	[[]]	[[]]	[[[], []]]	[[[['let', 'let']]]]
147	[your, destination, ., courtroom, six, .]	[['destination', '.', 'courtroom', '.']]	[['your']]	[[[], []]]	[[[['destination', 'destination', 'destination', 'courtroom', 'courtroom', 'courtroom']]], [[['destination', 'destination', 'destination', 'courtroom', 'courtroom', 'courtroom']]]]
148	[why, am, i, going, to, a, courtroom, ?]	[['i', 'a', 'courtroom', '?']]	[['why']]	[[['i'], []]]	[[[am, i]]]
149	[ , wouldi, am, in, love, again, hear, my, heart, strings, strumming, i, am, in, love, again, and, the, hymn, they, are, humming, is, those, cuddle, -, up, huddle, -, up, blues, i, am, in, love, again, and, i, ca, not, rise, above, it, .]	[[' ', 'wouldi', 'love', 'heart', 'strings', 'i', 'love', 'and', 'hymn', '-', 'huddle', '-', 'blues', 'i', 'love', 'and', 'i', '.']]	[['again', 'my', 'again', 'again', 'not']]	[[['wouldi', 'strings', 'i', 'hymn', 'they', 'i', 'i'], []]]	[[[['wouldi', 'am', 'am', 'am', 'in', 'hear', 'am', 'strings', 'strings', 'strumming', 'hear', 'am', 'strumming', 'am', 'in', 'am', 'am', 'hymn', 'is', 'humming', 'humming', 'hymn', 'is', 'blues', 'up', 'cuddle', 'cuddle', 'up', 'huddle', 'blues', 'is', 'am', 'blues', 'am', 'in', 'am', 'am', 'rise', 'rise', 'rise', 'am', 'rise', 'above', 'rise']]], [[are, humming], [ca, not], [[not, rise]]]]
150	[that, must, be, the, cutest, song, i, have, ever, heard]	[['song', 'i']]	[['cutest', 'ever']]	[[['that', 'i'], []]]	[[[must, be], [have, ever]]]
151	[so, i, have, heard, .]	[['so', 'i', '.']]	[[]]	[[['i'], []]]	[[[have, heard]]]
152	[where, did, you, first, hear, it, ?]	[['?']]	[['where', 'first']]	[[['you'], []]]	[[[did, you]]]
153	[i, do, not, know, ., where, did, you, hear, that, name, .]	[['i', '.', 'name', '.']]	[['not', 'where']]	[[['i', 'you'], []]]	[[[do, not], [[not, know]]], [[did, you]]]
154	[what, name, ?]	[['name', '?']]	[['what']]	[[[], []]]	[[[['name', 'name', 'name']]]]
155	[well, ,, this, is, going, to, sound, a, little, crazy, .]	[[',', 'a', '.']]	[['little', 'crazy']]	[[['this'], []]]	[[[is, going], [to, sound]]]
156	[i, love, crazy]	[['i']]	[['crazy']]	[[['i'], []]]	[[[['love', 'love', 'love']]]]
157	[okay, ,, i, feel, kind, of, stupid, but, ...]	[[',', 'i', 'but']]	[['kind', 'of', 'stupid']]	[[['i'], []]]	[[[['feel', 'feel', 'feel', 'feel', 'of', 'stupid', 'feel', 'but', 'but']]], [[['feel', 'feel', 'feel', 'feel', 'of', 'stupid', 'feel', 'but', 'but']]]]
158	[go, ahead, ,, please, do, not, worry]	[[',']]	[['ahead', 'not']]	[[[], []]]	[[[do, not], [[not, worry]]]]
159	[i, had, the, last, strawberry, in, the, refrigerator, .]	[['i', 'strawberry', 'refrigerator', '.']]	[['last']]	[[['i'], []]]	[[[['had', 'had', 'strawberry', 'strawberry', 'had', 'had', 'refrigerator', 'in', 'had']]]]
160	[hi, alex]	[['alex']]	[[]]	[[[], []]]	[[[['alex', 'alex']]]]
161	[what, are, you, doing, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[are, you]]]
162	[just, came, back, from, lrec]	[['lrec']]	[['just', 'back']]	[[[], []]]	[[[['came', 'came', 'came', 'back', 'from']]]]
163	[why, do, they, have, you, tied, up, here, ?]	[['?']]	[['why', 'here']]	[[['they', 'you'], []]]	[[[do, they]]]
164	[because, this, is, where, i, work, ,, i, have, to, be, here, everyday]	[['i', ',', 'i']]	[['where', 'here', 'everyday']]	[[['this', 'i', 'i'], []]]	[[[to, be]]]
165	[so, this, is, where, you, work, .]	[['so', '.']]	[['where']]	[[['this', 'you'], []]]	[[[['is', 'is', 'is', 'work', 'work', 'is', 'is']]]]
166	[yeap, ,, what, about, you, ,, where, do, you, work, ?]	[[',', 'what', ',', '?']]	[['where']]	[[['you'], []]]	[[[do, you]]]
167	[back, in, the, saddle, .]	[['saddle', '.']]	[['back']]	[[[], []]]	[[[['back', 'back', 'saddle', 'in', 'back']]]]
