	utterances	interjection	adverb	subobjvrb	neg-keywords
95	['you are rich. what do you have to worry about?']	[[]]	[['what']]	[[['rich'], []]]	[]
96	['i am not worry about anything']	[[]]	[['anything']]	[[['not'], ['not']]]	['i am not worry about anything']
97	['do not worry about it.']	[[]]	[[]]	[[['not'], ['not']]]	['do not worry about it.']
98	['ok. sure.']	[[]]	[[]]	[[['sure'], []]]	[]
99	['yeah. they just need me downtown in half an hour for a news conference with the deputy mayor.']	[[]]	[['downtown', 'hour', 'news', 'conference', 'mayor']]	[[['just', 'half', 'deputy'], ['just']]]	[]
100	['hi alex']	[[hi, alex]]	[['alex']]	[[[], ['hi']]]	[]
101	['oh, my god. how old are you, you slut?']	[[]]	[[]]	[[['how', 'old'], ['how']]]	[]
102	['that is so rude']	[[]]	[[]]	[[['so', 'rude'], ['so']]]	[]
103	['you guys were way rude. it was shocking.']	[[]]	[['guy']]	[[['way', 'rude', 'shocking'], []]]	[]
104	['how are you?']	[[]]	[[]]	[[['how'], ['how']]]	[]
105	['i could not sleep, i did not want to bug you.']	[[]]	[[]]	[[['not', 'not'], ['not', 'not']]]	['i could not sleep, i did not want to bug you.']
106	['what do you think about the new prime minister?']	[[]]	[['what', 'minister']]	[[['new', 'prime'], []]]	[]
107	['let is hope so! cause if i did not we are gonna look like burnt out toaster ovens!']	[[]]	[['toaster', 'oven']]	[[['so', 'not'], ['so', 'not']]]	['let is hope so! cause if i did not we are gonna look like burnt out toaster ovens!']
108	['how old are you?']	[[]]	[[]]	[[['how', 'old'], ['how']]]	[]
109	['i am thirteen, how old are you?']	[[]]	[[]]	[[['how', 'old'], ['how']]]	[]
110	['i am 25']	[[]]	[[]]	[[[], []]]	[]
111	['what are we going to do? i do not know what to do.']	[[]]	[['what', 'what']]	[[['not'], ['not']]]	['what are we going to do? i do not know what to do.']
112	['we can just talk for a little while']	[[]]	[['while']]	[[['just', 'little'], ['just']]]	[]
113	['can we talk?']	[[]]	[[]]	[[[], []]]	[]
114	['yes. what do you want to talk about?']	[[]]	[['what']]	[[[], []]]	[]
115	['anything. anything at all.']	[[]]	[['anything', 'anything']]	[[['at', 'all'], ['at', 'all']]]	[]
116	['do you watch any tv series?']	[[]]	[['tv', 'series']]	[[[], []]]	[]
117	['what do you ride?']	[[]]	[['what']]	[[[], []]]	[]
118	['what do you mean?']	[[]]	[['what']]	[[[], []]]	[]
119	['when it is him it does not look like him.']	[[]]	[[]]	[[['when', 'not'], ['when', 'not']]]	['when it is him it does not look like him.']
120	['hi alex!']	[[]]	[['alex']]	[[[], []]]	[]
121	['hi. who looks like a carrot?']	[[]]	[['who', 'carrot']]	[[[], []]]	[]
122	['i do not know, who does?']	[[]]	[['who']]	[[['not'], ['not']]]	['i do not know, who does?']
123	['him. danny. he is the man with the records.']	[[]]	[['man', 'record']]	[[[], []]]	[]
124	['why does he look like a carrot?']	[[]]	[['carrot']]	[[['why'], ['why']]]	[]
125	['what does he look like?']	[[]]	[['what']]	[[[], []]]	[]
126	['like a carrot']	[[]]	[['carrot']]	[[[], []]]	[]
127	['must be my cologne... eau dc carrot.']	[[]]	[['cologne', 'eau', 'carrot']]	[[['-PRON-'], []]]	[]
128	['that is really funny']	[[]]	[[]]	[[['really', 'funny'], ['really']]]	[]
129	['--that is not funny--']	[[]]	[[]]	[[['not', 'funny--'], ['not']]]	['--that is not funny--']
130	['i am sorry']	[[]]	[[]]	[[['sorry'], []]]	[]
131	['oh my god, they killed kenny!']	[[]]	[['kenny']]	[[[], []]]	[]
132	['oh no, poor kenny!']	[[]]	[['kenny']]	[[['poor'], []]]	[]
133	['oh you poor dear. you have been through so much...']	[[]]	[['dear']]	[[['poor', 'so', 'much'], ['so']]]	[]
134	['i am so so sorry for him']	[[]]	[[]]	[[['so', 'so', 'sorry'], ['so', 'so']]]	[]
135	['thanks.']	[[thanks, .]]	[['thank']]	[[[], []]]	[]
136	['why did they do that? it is so horrible']	[[]]	[[]]	[[['why', 'so', 'horrible'], ['why', 'so']]]	[]
137	['psychology. they are trying to unnerve us.']	[[]]	[['psychology']]	[[[], []]]	[]
138	['i think they are succeeding']	[[]]	[[]]	[[[], []]]	[]
139	['look...']	[[look, ...]]	[[]]	[[[], []]]	[]
140	['hey there cutie']	[[]]	[[]]	[[['there'], ['there']]]	[]
141	['that is right. you get her name?']	[[]]	[['name']]	[[['right', '-PRON-'], []]]	[]
142	['alex, is not it?']	[[]]	[['alex']]	[[['not'], ['not']]]	['alex, is not it?']
143	['oh, danny, honey. you are so sweet. i could eat you alive...']	[[]]	[['danny', 'honey']]	[[['so', 'sweet', 'alive'], ['so']]]	[]
144	['i would love to be eaten by you, alex']	[[]]	[[]]	[[['alex'], []]]	[]
145	['love to --']	[[]]	[[]]	[[[], []]]	[]
146	['let is']	[[let, is]]	[[]]	[[[], []]]	[]
147	['your destination. courtroom six.']	[[]]	[['destination', 'courtroom']]	[[['-PRON-'], []]]	[]
148	['why am i going to a courtroom?']	[[]]	[['courtroom']]	[[['why'], ['why']]]	[]
149	[' wouldi am in love again hear my heart strings strumming i am in love again and the hymn they are humming is those cuddle-up huddle-up blues i am in love again and i ca not rise above it.']	[[]]	[['wouldi', 'love', 'heart', 'string', 'love', 'and', 'hymn', 'huddle', 'blue', 'love', 'and']]	[[['again', '-PRON-', 'again', 'again', 'not'], ['again', 'again', 'again', 'not']]]	[' wouldi am in love again hear my heart strings strumming i am in love again and the hymn they are humming is those cuddle-up huddle-up blues i am in love again and i ca not rise above it.']
150	['that must be the cutest song i have ever heard']	[[]]	[['song']]	[[['cut', 'ever'], ['ever']]]	[]
151	['so i have heard.']	[[]]	[['so']]	[[[], ['so']]]	[]
152	['where did you first hear it?']	[[]]	[[]]	[[['where', 'first'], ['where', 'first']]]	[]
153	['i do not know. where did you hear that name.']	[[]]	[['name']]	[[['not', 'where'], ['not', 'where']]]	['i do not know. where did you hear that name.']
154	['what name?']	[[]]	[['name']]	[[['what'], []]]	[]
155	['well, this is going to sound a little crazy.']	[[]]	[[]]	[[['little', 'crazy'], ['little']]]	[]
156	['i love crazy']	[[]]	[[]]	[[['crazy'], []]]	[]
157	['okay, i feel kind of stupid but...']	[[]]	[['but']]	[[['kind', 'of', 'stupid'], ['kind', 'of']]]	[]
158	['go ahead, please do not worry']	[[]]	[[]]	[[['ahead', 'not'], ['ahead', 'not']]]	['go ahead, please do not worry']
159	['i had the last strawberry in the refrigerator.']	[[]]	[['strawberry', 'refrigerator']]	[[['last'], []]]	[]
160	['hi alex']	[[hi, alex]]	[['alex']]	[[[], ['hi']]]	[]
161	['what are you doing?']	[[]]	[['what']]	[[[], []]]	[]
162	['just came back from lrec']	[[]]	[['lrec']]	[[['just', 'back'], ['just', 'back']]]	[]
163	['why do they have you tied up here?']	[[]]	[[]]	[[['why', 'here'], ['why', 'here']]]	[]
164	['because this is where i work, i have to be here everyday']	[[]]	[[]]	[[['where', 'here', 'everyday'], ['where', 'here', 'everyday']]]	[]
165	['so this is where you work.']	[[]]	[['so']]	[[['where'], ['so', 'where']]]	[]
166	['yeap, what about you, where do you work?']	[[]]	[['what']]	[[['where'], ['where']]]	[]
167	['back in the saddle.']	[[]]	[['saddle']]	[[['back'], []]]	[]
168	['oh, interesting... and what you do there?']	[[]]	[['and', 'what']]	[[['interesting', 'there'], ['there']]]	[]
169	['is it?']	[[]]	[[]]	[[[], []]]	[]
170	['i do not get it, sorry, still with jetlag, what do you mean?']	[[]]	[['jetlag', 'what']]	[[['not', 'still'], ['not', 'still']]]	['i do not get it, sorry, still with jetlag, what do you mean?']
171	['with your life.']	[[]]	[['life']]	[[['-PRON-'], []]]	[]
172	['hmmm, no capito']	[[]]	[[]]	[[['capito'], []]]	[]
173	['and your mother was very beautiful. she must be proud of you.']	[[]]	[['and', 'mother']]	[[['-PRON-', 'very', 'beautiful', 'proud'], ['very']]]	[]
174	['yes, she is indeed']	[[]]	[[]]	[[['indeed'], ['indeed']]]	[]
175	['your name is melville?']	[[]]	[['name']]	[[['-PRON-'], []]]	[]
176	['no... i am danny']	[[]]	[[]]	[[['danny'], []]]	[]
177	['look, there is danny and her little boyfriend']	[[]]	[['danny', 'and', 'boyfriend']]	[[['there', '-PRON-', 'little'], []]]	[]
178	['i think you are confused']	[[]]	[[]]	[[['confused'], []]]	[]
179	['yeah, you know, probably one of these fast-talking career gals...']	[[]]	[['career', 'gal']]	[[['probably', 'fast'], ['probably', 'fast']]]	[]
180	['hello']	[[hello]]	[[]]	[[[], []]]	[]
181	['mr. president...']	[[]]	[['president']]	[[[], []]]	[]
182	['yes that is me']	[[]]	[[]]	[[[], []]]	[]
183	['that is more than  wouldyes would -- that is  wouldyou bet. would they kiss.']	[[]]	[['wouldye', 'bet']]	[[['more'], ['bet']]]	[]
184	['how are you doing?']	[[]]	[[]]	[[['how'], ['how']]]	[]
185	['let is go. come on.']	[[]]	[[]]	[[[], []]]	[]
186	['do you have some good music?']	[[]]	[['music']]	[[['good'], []]]	[]
187	['one hundred american dollars. cash.']	[[]]	[['dollar', 'cash']]	[[['american'], []]]	[]
188	['that is expensive']	[[]]	[[]]	[[['expensive'], []]]	[]
189	['do not worry...']	[[]]	[[]]	[[['not'], ['not']]]	['do not worry...']
190	['i need more money']	[[]]	[['money']]	[[['more'], []]]	[]
191	['the heck d wouldya mean? what a you guys got yourself mixed up in?']	[[]]	[['heck', 'wouldya', 'what', 'guy']]	[[['in'], []]]	[]
192	['i just came out of jail']	[[]]	[['jail']]	[[['just'], ['just']]]	[]
193	['oh, we are going to jail.']	[[]]	[['jail']]	[[[], []]]	[]
194	['again?!']	[[]]	[[]]	[[['again'], []]]	[]
195	['i am telling you, she is out of control.']	[[]]	[['control']]	[[[], []]]	[]
196	['oh no...']	[[]]	[[]]	[[[], []]]	[]
197	['danny -']	[[danny, -]]	[['danny']]	[[[], []]]	[]
198	['i know...']	[[]]	[[]]	[[[], []]]	[]
199	['look, we gotta talk.']	[[]]	[[]]	[[[], []]]	[]
200	['how old are you?']	[[]]	[[]]	[[['how', 'old'], ['how']]]	[]
201	['i am alright.']	[[]]	[[]]	[[['alright'], []]]	[]
202	['no, how old are you?']	[[]]	[[]]	[[['how', 'old'], ['how']]]	[]
203	['old enough. how old are you?']	[[]]	[[]]	[[['old', 'enough', 'how', 'old'], ['enough', 'how']]]	[]
204	['i am 19']	[[]]	[[]]	[[[], []]]	[]
205	['we were!']	[[]]	[[]]	[[[], []]]	[]
206	['how long ago was that?']	[[]]	[[]]	[[['how', 'long', 'ago'], ['how', 'long', 'ago']]]	[]
207	['i have been thinking about getting tattoo. you know...']	[[]]	[[]]	[[['tattoo'], []]]	[]
208	['oh that is awesome, what do you want to get tattooed?']	[[]]	[['what']]	[[['awesome'], []]]	[]
209	['awesome!']	[[awesome, !]]	[[]]	[[['awesome'], []]]	[]
210	['like the word?']	[[]]	[['word']]	[[[], []]]	[]
211	['so let is take this great form, this very american tradition of entertainment into the 21st century.']	[[]]	[['form', 'tradition', 'entertainment', 'century']]	[[['so', 'great', 'very', 'american', '21st'], ['so', 'very']]]	[]
212	['ok']	[[ok]]	[[]]	[[[], []]]	[]
213	['on your marks...  get set go.']	[[]]	[['mark', 'go']]	[[['-PRON-'], []]]	[]
214	['how do we do this?']	[[]]	[[]]	[[['how'], ['how']]]	[]
215	['how do we know it is him?']	[[]]	[[]]	[[['how'], ['how']]]	[]
216	['we can ask him?']	[[]]	[[]]	[[[], []]]	[]
217	['i am alex.']	[[]]	[[]]	[[['alex'], []]]	[]
218	['hi alex']	[[hi, alex]]	[['alex']]	[[[], ['hi']]]	[]
219	['giver her your tray, danny. you are holding up the line.']	[[]]	[['tray', 'danny', 'line']]	[[['-PRON-'], []]]	[]
220	['hi alex']	[[hi, alex]]	[['alex']]	[[[], ['hi']]]	[]
221	['well, what about my car?']	[[]]	[['what', 'car']]	[[['-PRON-'], []]]	[]
222	['which car?']	[[]]	[['car']]	[[['which'], []]]	[]
223	['the one that is been following us the last mile and a half.']	[[]]	[['one', 'mile', 'and', 'half']]	[[['that', 'last'], []]]	[]
224	['lol, i did not notice that. how did you know?']	[[]]	[[]]	[[['not', 'how'], ['not', 'how']]]	['lol, i did not notice that. how did you know?']
225	['i told you. the face.']	[[]]	[['face']]	[[[], []]]	[]
226	['the face of whom?']	[[]]	[['face', 'whom']]	[[[], []]]	[]
227	['tomorrow, san francisco!']	[[]]	[['tomorrow', 'francisco']]	[[['san'], []]]	[]
228	['ok. sounds great. what is the plan?']	[[]]	[['what', 'plan']]	[[['great'], []]]	[]
229	['what is the plan?']	[[]]	[['what', 'plan']]	[[[], []]]	[]
230	['yes, what do you have in mind?']	[[]]	[['what', 'mind']]	[[[], []]]	[]
231	['no, i guess not. i am an actor.']	[[]]	[['actor']]	[[['not'], ['not']]]	['no, i guess not. i am an actor.']
232	['ok. i can propose to go to the golden gate']	[[]]	[['gate']]	[[['golden'], []]]	[]
233	['you do. you think he is going to propose.']	[[]]	[[]]	[[[], []]]	[]
234	['who is he?']	[[]]	[['who']]	[[[], []]]	[]
235	['i think i know it, but... i do not remeber now... :)']	[[]]	[['but']]	[[['not', 'now'], ['not', 'now']]]	['i think i know it, but... i do not remeber now... :)']
236	['ok, never mind. i think we can go later to alcatraz']	[[]]	[[]]	[[['never', 'later'], ['never', 'later']]]	['ok, never mind. i think we can go later to alcatraz']
237	['never mind.']	[[]]	[[]]	[[['never'], ['never']]]	['never mind.']
238	['why? you do not like it?']	[[]]	[[]]	[[['why', 'not'], ['not']]]	['why? you do not like it?']
239	['i am not sure. nervous... i just need a minute in the bathroom.']	[[]]	[['minute', 'bathroom']]	[[['not', 'sure', 'nervous', 'just'], ['not', 'just']]]	['i am not sure. nervous... i just need a minute in the bathroom.']
240	['hi alex, what is up dude!']	[[]]	[['alex', 'what', 'dude']]	[[['up'], ['hi', 'up']]]	[]
241	['danny, you have a call from scottie is teacher. she says it is urgent.']	[[]]	[['danny', 'call', 'scottie', 'teacher']]	[[['urgent'], []]]	[]
242	['what should it be? i finished my homework already']	[[]]	[['what', 'homework']]	[[['-PRON-', 'already'], ['already']]]	[]
243	['i am finished.']	[[]]	[[]]	[[[], []]]	[]
244	['tell her i am not here']	[[]]	[[]]	[[['not', 'here'], ['not', 'here']]]	['tell her i am not here']
245	['i am not.']	[[]]	[[]]	[[['not'], ['not']]]	['i am not.']
246	['why not, please be a good friend']	[[]]	[['friend']]	[[['why', 'not', 'good'], ['why', 'not']]]	['why not, please be a good friend']
247	['because it was a lie.']	[[]]	[['lie']]	[[[], []]]	[]
248	['i see, you are a liar then!']	[[]]	[['liar']]	[[['then'], ['then']]]	[]
249	['0h ali we can work this thing out, you know.']	[[]]	[['0h', 'thing']]	[[[], []]]	[]
250	['aleida, i am not ali...']	[[]]	[[]]	[[['aleida', 'not', 'ali'], ['not']]]	['aleida, i am not ali...']
251	['see... wouldkill the body and the head will die would... the frazier/ali fight..']	[[]]	[['body', 'and', 'head', 'frazier']]	[[[], []]]	[]
252	['wow what an important citation!']	[[]]	[['what', 'citation']]	[[['important'], []]]	[]
253	['wow!!']	[[]]	[[]]	[[[], []]]	[]
254	['tell me something']	[[]]	[['something']]	[[[], []]]	[]
255	['tell me what?']	[[]]	[['what']]	[[[], []]]	[]
256	['how many times have you get drunk?']	[[]]	[['time']]	[[['how', 'many', 'drunk'], ['how']]]	[]
257	['how much have you drunk, danny?']	[[]]	[[]]	[[['how', 'much', 'drunk', 'danny'], ['how']]]	[]
258	['i asked first...']	[[]]	[[]]	[[['first'], ['first']]]	[]
259	['that is not the issue--']	[[]]	[[]]	[[['not', 'issue--'], ['not']]]	['that is not the issue--']
260	['hello']	[[hello]]	[[]]	[[[], []]]	[]
261	['mr. president...']	[[]]	[['president']]	[[[], []]]	[]
262	['no i am not a president. but thanks.']	[[]]	[['president', 'but', 'thank']]	[[['not'], ['not']]]	['no i am not a president. but thanks.']
263	['no thanks.']	[[]]	[['thank']]	[[[], []]]	[]
264	['uh?']	[[uh, ?]]	[[]]	[[[], []]]	[]
265	['i love this plan.']	[[]]	[['plan']]	[[[], []]]	[]
266	['which plan?']	[[]]	[[]]	[[['which'], []]]	[]
267	['it is working is not it?']	[[]]	[[]]	[[['not'], ['not']]]	['it is working is not it?']
268	['which plan is working?']	[[]]	[['plan']]	[[['which'], []]]	[]
269	['getting re-elected.']	[[]]	[['re']]	[[[], []]]	[]
270	['o that ... i am not sure i want to be re-elected']	[[]]	[['re']]	[[['not', 'sure'], ['not']]]	['o that ... i am not sure i want to be re-elected']
271	['i am not sure--']	[[]]	[['sure--']]	[[['not'], ['not']]]	['i am not sure--']
272	['i am sure. i ca not be re-elected. i am not elected yet.']	[[]]	[['re']]	[[['sure', 'not', 'not', 'yet'], ['not', 'not', 'yet']]]	['i am sure. i ca not be re-elected. i am not elected yet.']
273	['not so fast, pal.']	[[]]	[[]]	[[['not', 'so', 'fast', 'pal'], ['not', 'so', 'fast']]]	['not so fast, pal.']
274	['what?']	[[what, ?]]	[['what']]	[[[], []]]	[]
275	['what did you order?']	[[]]	[['what']]	[[[], []]]	[]
276	['wine as usual']	[[]]	[['wine']]	[[['usual'], []]]	[]
277	['more wine?']	[[]]	[['wine']]	[[['more'], []]]	[]
278	['no thanks. i would like water now']	[[]]	[['thank', 'water']]	[[['now'], ['now']]]	[]
279	['danny, i want to dance.']	[[]]	[['danny']]	[[[], []]]	[]
280	['hello alex']	[[hello, alex]]	[['alex']]	[[[], []]]	[]
281	['yeah... well...']	[[]]	[[]]	[[[], []]]	[]
282	['well...what??']	[[]]	[['what']]	[[[], []]]	[]
283	['slimeball? louse? jackass?  stuck-up blimpasaurus?']	[[]]	[['slimeball', 'louse', 'jackass', 'blimpasaurus']]	[[[], []]]	[]
284	['what you say?']	[[]]	[['what']]	[[[], []]]	[]
285	[' wouldlittle latin lupe lu. would danny groans.']	[[]]	[['lupe', 'lu', 'groan']]	[[['latin'], []]]	[]
286	['i do not get you...']	[[]]	[[]]	[[['not'], ['not']]]	['i do not get you...']
287	['take care, viv.']	[[]]	[['care', 'viv']]	[[[], []]]	[]
288	['oh come on! just tell me something reasonable']	[[]]	[['something']]	[[['just', 'reasonable'], ['just']]]	[]
289	['oh come on!']	[[]]	[[]]	[[[], []]]	[]
290	['ok, now you are repeating what i am saying...']	[[]]	[['what']]	[[['now'], ['now']]]	[]
291	['look, baxter, i am not stupid.']	[[]]	[['baxter']]	[[['not', 'stupid'], ['not']]]	['look, baxter, i am not stupid.']
292	['you shall not pass']	[[]]	[[]]	[[['not'], ['not']]]	['you shall not pass']
293	['why not, against your religion?']	[[]]	[['religion']]	[[['why', 'not', '-PRON-'], ['why']]]	[]
294	['the night is darker before dawn']	[[]]	[['night', 'dawn']]	[[['dark'], []]]	[]
295	['see you at dawn.']	[[]]	[['dawn']]	[[[], []]]	[]
296	['maybe tomorrow...']	[[]]	[['tomorrow']]	[[['maybe'], ['maybe']]]	[]
297	['you are a big help. can i have one of those?']	[[]]	[['help']]	[[['big'], []]]	[]
298	['are you sure?']	[[]]	[[]]	[[['sure'], []]]	[]
299	['you know it.']	[[]]	[[]]	[[[], []]]	[]
300	['heyyyy']	[[heyyyy]]	[['heyyyy']]	[[[], []]]	[]
301	['what the hell is that?']	[[]]	[['what', 'hell']]	[[[], []]]	[]
302	['it means i am happy to talk to you']	[[]]	[[]]	[[['happy'], []]]	[]
303	['ok, thank you for explaining it!']	[[]]	[[]]	[[[], []]]	[]
