	utterances	interjection	adverb	subobjvrb	neg-keywords
19	[hmm, ., any, thoughts, ?]	[['.', 'thoughts', '?']]	[['thoughts']]	[[[], []]]	[[[['hmm', 'hmm', 'thoughts', 'thoughts', 'thoughts']], nan], [[['hmm', 'hmm', 'thoughts', 'thoughts', 'thoughts']], nan]]
20	[send, message]	[['message']]	[['message']]	[[[], []]]	[[[['send', 'send']], nan]]
21	[you, know, ,, hey, everyone, were, in, sochi, ., can, you, share, some, interesting, stuff, with, me, ?]	[[',', 'everyone', 'sochi', '.', 'stuff', '?']]	[['everyone', 'sochi', 'interesting', 'stuff', 'me']]	[[['you', 'everyone', 'you'], []]]	[[[['know', 'were', 'were', 'were', 'were', 'were', 'were', 'in', 'were', 'share', 'share', 'share', 'stuff', 'stuff', 'share', 'share', 'with', 'share']], nan], [[can, you], nan]]
22	[about, what, ?]	[['what', '?']]	[['what']]	[[[], []]]	[[[['what', 'what', 'what']], nan]]
23	[i, would, say, ,, it, was, probably, something, that, i, did, nt, realize, at, the, time, ,, like, a, family, ski, trip, with, my, dad, and, my, mom, ., what, do, you, think, ?]	[['i', ',', 'something', 'i', 'time', ',', 'a', 'family', 'ski', 'trip', 'dad', 'and', 'mom', '.', 'what', '?']]	[['probably', 'something', 'that', 'nt', 'time', 'family', 'ski', 'trip', 'my', 'dad', 'my', 'mom', 'what']]	[[['i', 'it', 'i', 'you'], []]]	[[[would, say], [did, nt], nan], [[do, you], nan]]
24	[i, do, nt, ski]	[['i']]	[['nt']]	[[['i'], []]]	[[[do, nt], nan]]
25	[i, certainly, try, ., what, do, you, think, ?]	[['i', '.', 'what', '?']]	[['certainly', 'what']]	[[['i', 'you'], []]]	[[[['try', 'try', 'try', 'try', 'think', 'think', 'think', 'think', 'think']], nan], [[do, you], nan]]
26	[i, do, nt, ski, and, hate, the, cold, and, snow]	[['i', 'and', 'and', 'snow']]	[['nt', 'cold', 'snow']]	[[['i'], []]]	[[[do, nt], nan]]
27	[really, i, love, the, cold]	[['i', 'cold']]	[['really', 'cold']]	[[['i'], []]]	[[[['love', 'love', 'love', 'cold', 'love']], nan]]
28	[why, would, you, love, the, cold, ?]	[['cold', '?']]	[['why', 'cold']]	[[['you'], []]]	[[[would, you], nan]]
29	[uh, -, huh, ,, i, do, .]	[['-', ',', 'i', '.']]	[[]]	[[['i'], []]]	[[[['do', 'do', '-', 'do', 'do', 'do', 'do']], nan]]
30	[why, ?, it, makes, me, hurt, since, i, have, ra]	[['?', 'i']]	[['why']]	[[['it', 'me', 'i'], []]]	[[[['why', 'why', 'makes', 'makes', 'hurt', 'makes', 'have', 'have', 'hurt', 'makes']], nan], [[['why', 'why', 'makes', 'makes', 'hurt', 'makes', 'have', 'have', 'hurt', 'makes']], nan]]
31	[let, us, do, something, fun, together]	[['something', 'fun']]	[['something', 'fun', 'together']]	[[['us'], []]]	[[[['let', 'do', 'let', 'do', 'something', 'do']], nan]]
32	[like, what, ?]	[['what', '?']]	[['what']]	[[[], []]]	[[[['like', 'like', 'like']], nan]]
33	[that, s, the, picture, there, .]	[['s', 'picture', '.']]	[['picture', 'there']]	[[['that'], []]]	[[[['s', 's', 'picture', 's', 's', 's']], nan]]
34	[what, picture]	[['picture']]	[['what', 'picture']]	[[[], []]]	[[[['picture', 'picture']], nan]]
35	[lets, rewind, ., can, we, talk, about, something, else, ?]	[['rewind', '.', 'something', '?']]	[['rewind', 'something', 'else']]	[[['we'], []]]	[[[['lets', 'lets', 'lets', 'talk', 'talk', 'talk', 'talk', 'about', 'something', 'talk']], nan], [[can, we], nan]]
36	[what, do, you, want, to, talk, a, bout]	[['what', 'a', 'bout']]	[['what', 'bout']]	[[['you'], []]]	[[[do, you], [to, talk], nan]]
37	[badly, .]	[['.']]	[['badly']]	[[[], []]]	[[[['badly', 'badly']], nan]]
38	[what, is, badly, ?]	[['what', '?']]	[['what', 'badly']]	[[['what'], []]]	[[[['is', 'is', 'is', 'is']], nan]]
39	[now, ,, all, ..., can, you, share, some, interesting, stuff, with, me, ?]	[[',', 'stuff', '?']]	[['now', 'interesting', 'stuff', 'me']]	[[['you'], []]]	[[[can, you], nan]]
40	[hello, .., how, are, you, ?]	[['?']]	[['how']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are', 'are', 'are']], nan]]
41	[hello, ,, i, really, like, movies, ., how, about, we, talk, about, movies]	[[',', 'i', 'movies', '.', 'movies']]	[['really', 'movies', 'how', 'movies']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']], nan], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']], nan]]
42	[what, movie, is, currently, playing, ?]	[['movie', '?']]	[['what', 'movie', 'currently']]	[[['movie'], []]]	[[[is, currently], nan]]
43	[do, you, like, super, hero, movies, or, disney, movies, ?]	[['hero', 'movies', 'or', 'disney', 'movies', '?']]	[['super', 'hero', 'movies', 'disney', 'movies']]	[[['you'], []]]	[[[do, you], nan]]
44	[i, like, super, hero, movies]	[['i', 'hero', 'movies']]	[['super', 'hero', 'movies']]	[[['i'], []]]	[[[['like', 'like', 'hero', 'movies', 'like']], nan]]
45	[my, favorite, super, hero, is, captain, america, .]	[['hero', 'captain', 'america', '.']]	[['my', 'favorite', 'super', 'hero', 'captain', 'america']]	[[['hero'], []]]	[[[['hero', 'hero', 'hero', 'is', 'is', 'america', 'is', 'is']], nan]]
46	[what, action, movie, do, you, suggest, .., that, is, out, at, the, movies, now, ?]	[['action', 'movie', 'movies', '?']]	[['what', 'action', 'movie', 'out', 'movies', 'now']]	[[['you', 'that'], []]]	[[[do, you], nan]]
47	[what, is, suggest, .., that, ?]	[['what', '?']]	[['what']]	[[['that'], []]]	[[[is, suggest], nan]]
48	[what, is, your, opinion, of, a, action, type, movie, ?]	[['what', 'opinion', 'a', 'action', 'type', 'movie', '?']]	[['what', 'your', 'opinion', 'action', 'type', 'movie']]	[[['opinion'], []]]	[[[['is', 'is', 'opinion', 'is', 'opinion', 'movie', 'type', 'movie', 'of', 'is']], nan]]
49	[i, really, like, the, first, avenger, movie, ,, have, you, seen, it, before, ?]	[['i', 'avenger', 'movie', ',', '?']]	[['really', 'first', 'avenger', 'movie', 'it', 'before']]	[[['i', 'you'], []]]	[[[have, you], nan]]
50	[i, have, nt, seen, the, first, avenger, movie, .]	[['i', 'avenger', 'movie', '.']]	[['nt', 'first', 'avenger', 'movie']]	[[['i'], []]]	[[[have, nt], nan]]
51	[what, is, avenger, ?]	[['what', '?']]	[['what']]	[[['avenger'], []]]	[[[['is', 'is', 'is', 'is']], nan]]
52	[avenger, i, believe, is, a, action, super, hero, movie, .]	[['avenger', 'i', 'a', 'action', 'hero', 'movie', '.']]	[['avenger', 'action', 'super', 'hero', 'movie']]	[[['i'], []]]	[[[['avenger', 'believe', 'avenger', 'believe', 'movie', 'movie', 'hero', 'movie', 'is', 'believe']], nan]]
53	[i, really, liked, the, first, avenger, movie, ., when, iron, man, came, back, alive, ,, i, cried, for, it, .]	[['i', 'avenger', 'movie', '.', 'iron', 'man', ',', 'i', '.']]	[['really', 'first', 'avenger', 'movie', 'when', 'iron', 'man', 'back', 'alive', 'it']]	[[['i', 'man', 'i'], []]]	[[[['liked', 'liked', 'liked', 'movie', 'movie', 'movie', 'liked', 'liked', 'came', 'man', 'came', 'cried', 'came', 'came', 'cried', 'cried', 'cried', 'cried', 'for', 'cried']], nan], [[['liked', 'liked', 'liked', 'movie', 'movie', 'movie', 'liked', 'liked', 'came', 'man', 'came', 'cried', 'came', 'came', 'cried', 'cried', 'cried', 'cried', 'for', 'cried']], nan]]
54	[thank, you, for, the, time, to, chat, with, me, about, movies, .]	[['time', 'movies', '.']]	[['you', 'time', 'me', 'movies']]	[[[], []]]	[[[to, chat], nan]]
55	[have, you, seen, captain, america, :, civil, war, ?]	[['captain', 'america', ':', 'war', '?']]	[['captain', 'america', 'civil', 'war']]	[[['you'], []]]	[[[have, you], nan]]
56	[not, yet, .., that, is, a, movie, i, plan, to, go, and, watch, .]	[['a', 'movie', 'i', 'and', '.']]	[['not', 'yet', 'movie']]	[[['that', 'i'], []]]	[[[[not, yet]], [to, go], nan]]
57	[what, is, yet, .., that, ?]	[['what', '?']]	[['what', 'yet']]	[[[], []]]	[[[['is', 'is', 'is', 'is', 'that', 'that']], nan], [[['is', 'is', 'is', 'is', 'that', 'that']], nan]]
58	[i, have, not, seen, captain, america, :, civil, war]	[['i', 'captain', 'america', ':', 'war']]	[['not', 'captain', 'america', 'civil', 'war']]	[[['i'], []]]	[[[have, not], [[not, seen]], nan]]
59	[i, love, captain, americas, blue, eyes, .]	[['i', 'captain', 'americas', 'eyes', '.']]	[['captain', 'americas', 'blue', 'eyes']]	[[['i'], []]]	[[[['love', 'love', 'eyes', 'eyes', 'eyes', 'love', 'love']], nan]]
60	[what, s, happening, ?]	[['what', 's', '?']]	[['what']]	[[['what'], []]]	[[[s, happening], nan]]
61	[uhh, ,, i, ca, nt, answer, this, ., let, me, tell, you, something, ,, we, live, in, a, society, where, pizza, gets, to, your, house, before, the, police, .]	[[',', 'i', '.', 'something', ',', 'a', 'society', 'pizza', 'house', 'police', '.']]	[['uhh', 'nt', 'this', 'something', 'society', 'where', 'pizza', 'your', 'house', 'police']]	[[['i', 'me', 'we', 'pizza'], []]]	[[[ca, nt], nan], [[['answer', 'answer', 'answer', 'answer', 'answer', 'answer', 'answer', 'answer', 'live', 'tell', 'let', 'tell', 'tell', 'live', 'live', 'live', 'live', 'society', 'in', 'gets', 'gets', 'society', 'gets', 'house', 'to', 'gets', 'police', 'before', 'live']], nan]]
62	[do, you, like, pizza, ?]	[['pizza', '?']]	[['pizza']]	[[['you'], []]]	[[[do, you], nan]]
63	[no, .]	[['.']]	[[]]	[[[], []]]	[[[['no', 'no']], nan]]
64	[well, i, like, pizza, .]	[['i', 'pizza', '.']]	[['pizza']]	[[['i'], []]]	[[[['like', 'like', 'like', 'like', 'like']], nan]]
65	[let, us, do, something, fun, together]	[['something', 'fun']]	[['something', 'fun', 'together']]	[[['us'], []]]	[[[['let', 'do', 'let', 'do', 'something', 'do']], nan]]
66	[care, to, play, a, game, ?]	[['a', 'game', '?']]	[['game']]	[[[], []]]	[[[to, play], nan]]
67	[well, ,, you, know, ,, i, m, not, sure, ., let, me, tell, you, something, ,, politicians, and, diapers, have, one, thing, in, common, ., they, should, both, be, changed, regularly, ,, and, for, the, same, reason, .]	[[',', ',', 'i', 'm', '.', 'something', ',', 'politicians', 'and', 'diapers', 'thing', '.', ',', 'and', 'reason', '.']]	[['not', 'sure', 'something', 'politicians', 'diapers', 'thing', 'common', 'regularly', 'same', 'reason']]	[[['you', 'i', 'me', 'politicians'], []]]	[[[[not, sure]], nan], [[['m', 'm', 'know', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'let', 'tell', 'let', 'tell', 'tell', 'something', 'have', 'politicians', 'politicians', 'let', 'thing', 'have', 'thing', 'in', 'have', 'changed', 'changed', 'changed', 'changed', 'changed', 'changed', 'changed', 'changed', 'changed', 'reason', 'reason', 'for', 'changed']], nan], [[should, both], [be, changed], nan]]
68	[looks, like, we, ve, got, a, comedian, here, .]	[['a', 'comedian', '.']]	[['comedian', 'here']]	[[['we'], []]]	[[[ve, got], nan]]
69	[now, ,, what, you, have, here, is, very, rare, ., any, thoughts, ?]	[[',', 'what', '.', 'thoughts', '?']]	[['now', 'what', 'here', 'very', 'rare', 'thoughts']]	[[['you'], []]]	[[[['is', 'is', 'have', 'have', 'is', 'have', 'is', 'rare', 'is', 'is', 'thoughts', 'thoughts', 'thoughts']], nan], [[['is', 'is', 'have', 'have', 'is', 'have', 'is', 'rare', 'is', 'is', 'thoughts', 'thoughts', 'thoughts']], nan]]
70	[sometimes, ,, yes, .]	[[',', '.']]	[['sometimes']]	[[[], []]]	[[[['yes', 'yes', 'yes', 'yes']], nan]]
71	[i, do, nt, know, ., can, you, tell, me, something, about, pittsburgh]	[['i', '.', 'something', 'pittsburgh']]	[['nt', 'something', 'pittsburgh']]	[[['i', 'you'], []]]	[[[do, nt], nan], [[can, you], nan]]
72	[they, have, a, team, of, penguins, there, .]	[['a', 'team', 'penguins', '.']]	[['team', 'penguins', 'there']]	[[['they'], []]]	[[[['have', 'have', 'team', 'have', 'team', 'of', 'have', 'have']], nan]]
73	[uhh, ,, i, ca, nt, answer, this, ., but, anyway, ,, i, d, like, to, chat, with, you, .]	[[',', 'i', '.', 'but', ',', 'i', 'd', '.']]	[['uhh', 'nt', 'this', 'you']]	[[['i', 'i'], []]]	[[[ca, nt], nan], [[d, like], [to, chat], nan]]
74	[i, thought, that, s, what, we, were, doing, !]	[['i', 's', 'what', '!']]	[['what']]	[[['i', 'that', 'we'], []]]	[[[were, doing], nan]]
75	[you, have, actually, people, in, your, country, that, decided, long, ago, that, they, did, nt, want, to, have, one, man, over, an, entire, nation, .]	[['people', 'country', 'man', 'nation', '.']]	[['actually', 'people', 'your', 'country', 'that', 'long', 'ago', 'nt', 'man', 'entire', 'nation']]	[[['you', 'that', 'they'], []]]	[[[did, nt], [to, have], nan]]
76	[are, you, high, ?]	[['?']]	[['high']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are']], nan]]
77	[no, ,, i, m, not, .]	[[',', 'i', 'm', '.']]	[['not']]	[[['i'], []]]	[[[[not, .]], nan]]
78	[why, not, ?]	[['?']]	[['why', 'not']]	[[[], []]]	[[[['not', 'not', 'not']], nan]]
79	[uhh, ,, i, ca, nt, answer, this, ., but, anyway, ,, i, d, like, to, chat, with, you, .]	[[',', 'i', '.', 'but', ',', 'i', 'd', '.']]	[['uhh', 'nt', 'this', 'you']]	[[['i', 'i'], []]]	[[[ca, nt], nan], [[d, like], [to, chat], nan]]
80	[hello]	[[]]	[[]]	[[[], []]]	[[[['hello']], nan]]
81	[hello, ,, i, really, like, movies, ., how, about, we, talk, about, movies]	[[',', 'i', 'movies', '.', 'movies']]	[['really', 'movies', 'how', 'movies']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']], nan], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']], nan]]
82	[what, is, your, favorite, movie]	[['what', 'movie']]	[['what', 'your', 'favorite', 'movie']]	[[['movie'], []]]	[[[['is', 'is', 'movie', 'movie', 'is']], nan]]
83	[do, you, like, super, hero, movies, or, disney, movies, ?]	[['hero', 'movies', 'or', 'disney', 'movies', '?']]	[['super', 'hero', 'movies', 'disney', 'movies']]	[[['you'], []]]	[[[do, you], nan]]
84	[disney]	[['disney']]	[['disney']]	[[[], []]]	[[[['disney']], nan]]
85	[ok, ., what, do, you, think, about, sports]	[['.', 'what', 'sports']]	[['what', 'sports']]	[[['you'], []]]	[[[['ok', 'ok', 'think', 'think', 'think', 'think', 'think', 'about']], nan], [[do, you], nan]]
86	[hate, them]	[[]]	[['them']]	[[[], []]]	[[[['hate', 'hate']], nan]]
87	[that, s, interesting, ., let, me, know, something, you, re, interested, in, .]	[['s', '.', 'something', '.']]	[['interesting', 'something', 'interested']]	[[['that', 'me', 'you'], []]]	[[[['s', 's', 's', 's', 'let', 'know', 'let', 'know', 're', 'something', 're', 'interested', 'let']], nan], [[['s', 's', 's', 's', 'let', 'know', 'let', 'know', 're', 'something', 're', 'interested', 'let']], nan]]
88	[scrapbooking]	[[]]	[[]]	[[[], []]]	[[[['scrapbooking']], nan]]
89	[what, is, scrapbooking, ?]	[['what', '?']]	[['what']]	[[['what'], []]]	[[[is, scrapbooking], nan]]
90	[gluing, pictures, and, paper, together]	[['pictures', 'and', 'paper']]	[['pictures', 'paper', 'together']]	[[[], []]]	[[[['gluing', 'gluing', 'pictures', 'pictures', 'gluing']], nan]]
91	[what, is, gluing, ?]	[['what', '?']]	[['what']]	[[['what'], []]]	[[[is, gluing], nan]]
92	[pasting]	[[]]	[[]]	[[[], []]]	[[[['pasting']], nan]]
93	[what, is, pasting, ?]	[['what', '?']]	[['what']]	[[['what'], []]]	[[[is, pasting], nan]]
94	[using, glue, to, attach, things, to, one, another]	[['glue', 'things']]	[['glue', 'things', 'one']]	[[[], []]]	[[[to, attach], nan]]
95	[that, s, interesting, ., let, me, know, something, you, re, interested, in, .]	[['s', '.', 'something', '.']]	[['interesting', 'something', 'interested']]	[[['that', 'me', 'you'], []]]	[[[['s', 's', 's', 's', 'let', 'know', 'let', 'know', 're', 'something', 're', 'interested', 'let']], nan], [[['s', 's', 's', 's', 'let', 'know', 'let', 'know', 're', 'something', 're', 'interested', 'let']], nan]]
96	[children]	[['children']]	[['children']]	[[[], []]]	[[[['children']], nan]]
97	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']], nan]]
98	[what]	[['what']]	[['what']]	[[[], []]]	[[[['what']], nan]]
99	[well, ,, you, know, ,, i, m, not, sure, ., can, we, talk, about, something, else, ?]	[[',', ',', 'i', 'm', '.', 'something', '?']]	[['not', 'sure', 'something', 'else']]	[[['you', 'i', 'we'], []]]	[[[[not, sure]], nan], [[can, we], nan]]
100	[hello]	[[]]	[[]]	[[[], []]]	[[[['hello']], nan]]
101	[hello, ,, i, really, like, sports, ., how, about, we, talk, about, sports]	[[',', 'i', 'sports', '.', 'sports']]	[['really', 'sports', 'how', 'sports']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']], nan], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']], nan]]
102	[sure, ., which, sport, do, you, like, ?]	[['.', 'sport', '?']]	[['sure', 'which', 'sport']]	[[['you'], []]]	[[[do, you], nan]]
103	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']], nan]]
104	[which, sport, ?]	[['sport', '?']]	[['which', 'sport']]	[[[], []]]	[[[['sport', 'sport', 'sport']], nan]]
105	[yes, ,, yes, .]	[[',', '.']]	[[]]	[[[], []]]	[[[['yes', 'yes', 'yes', 'yes']], nan]]
106	[i, like, football]	[['i', 'football']]	[['football']]	[[['i'], []]]	[[[['like', 'like', 'like']], nan]]
107	[football, is, very, homoerotic, to, me, !, is, it, the, same, for, you, ?]	[['football', '!', '?']]	[['football', 'very', 'homoerotic', 'me', 'same', 'you']]	[[['football', 'it'], []]]	[[[['is', 'is', 'homoerotic', 'is', 'homoerotic', 'to', 'is', 'is', 'is', 'same', 'is', 'is', 'for', 'is']], nan], [[['is', 'is', 'homoerotic', 'is', 'homoerotic', 'to', 'is', 'is', 'is', 'same', 'is', 'is', 'for', 'is']], nan]]
108	[i, agree, ., but, it, is, fun, to, watch, .]	[['i', '.', 'but', '.']]	[['fun']]	[[['i', 'it'], []]]	[[[['agree', 'agree', 'agree', 'is', 'is', 'is', 'is', 'watch', 'is', 'is']], nan], [[to, watch], nan]]
109	[that, s, good, ,, because, i, m, right, .]	[['s', ',', 'i', 'm', '.']]	[['good', 'right']]	[[['that', 'i'], []]]	[[[['s', 's', 's', 's', 'm', 'm', 's', 'm', 's']], nan]]
110	[what, do, you, think, swimming]	[['what']]	[['what']]	[[['you'], []]]	[[[do, you], nan]]
111	[i, think, ,, at, the, end, of, the, day, ,, the, administration, is, handling, it, roughly, right, .]	[['i', ',', 'end', 'day', ',', 'administration', '.']]	[['end', 'day', 'administration', 'it', 'roughly', 'right']]	[[['i', 'administration'], []]]	[[[is, handling], nan]]
112	[clearly, you, do, nt, like, swimming]	[['swimming']]	[['clearly', 'nt', 'swimming']]	[[['you'], []]]	[[[do, nt], nan]]
113	[i, do, .]	[['i', '.']]	[[]]	[[['i'], []]]	[[[['do', 'do', 'do']], nan]]
114	[ok, ., what, is, your, favorite]	[['.', 'what']]	[['what', 'your', 'favorite']]	[[['what', 'favorite'], []]]	[[[['ok', 'ok', 'is', 'is', 'favorite', 'is']], nan], [[['ok', 'ok', 'is', 'is', 'favorite', 'is']], nan]]
115	[do, you, like, to, play, some, board, games, together, next, tim]	[['board', 'games', 'tim']]	[['board', 'games', 'together', 'next', 'tim']]	[[['you'], []]]	[[[do, you], [to, play], nan]]
116	[sure, ., what, time]	[['.', 'time']]	[['sure', 'what', 'time']]	[[[], []]]	[[[['sure', 'sure', 'time', 'time']], nan], [[['sure', 'sure', 'time', 'time']], nan]]
117	[it, s, three, oclock]	[['s', 'oclock']]	[['oclock']]	[[['it'], []]]	[[[['s', 's', 'oclock', 's']], nan]]
118	[that, s, too, early]	[['s']]	[['too', 'early']]	[[['that'], []]]	[[[['s', 's', 'early', 's']], nan]]
119	[the, chair, in, the, lair, .]	[['chair', 'lair', '.']]	[['chair', 'lair']]	[[[], []]]	[[[['chair', 'chair', 'chair', 'lair', 'in', 'chair']], nan]]
120	[something, !]	[['something', '!']]	[['something']]	[[[], []]]	[[[['something', 'something']], nan]]
121	[that, s, interesting, ., can, we, talk, about, something, else, ?]	[['s', '.', 'something', '?']]	[['interesting', 'something', 'else']]	[[['that', 'we'], []]]	[[[['s', 's', 's', 's', 'talk', 'talk', 'talk', 'talk', 'about', 'something', 'talk']], nan], [[can, we], nan]]
122	[yeah, ,, what, do, you, want, to, talk, about, ?]	[[',', 'what', '?']]	[['what']]	[[['you'], []]]	[[[do, you], [to, talk], nan]]
123	[well, ,, almost, everything, ., what, s, your, idea, ?]	[[',', 'everything', '.', 'what', 's', 'idea', '?']]	[['almost', 'everything', 'what', 'your', 'idea']]	[[['idea'], []]]	[[[['everything', 'everything', 'everything', 'everything', 'everything', 's', 's', 'idea', 's', 's']], nan], [[['everything', 'everything', 'everything', 'everything', 'everything', 's', 's', 'idea', 's', 's']], nan]]
124	[want, to, talk, about, music, ?]	[['music', '?']]	[['music']]	[[[], []]]	[[[to, talk], nan]]
125	[well, ,, you, know, ,, i, m, not, sure, ., let, me, tell, you, something, ,, do, not, argue, with, an, idiot, ., he, will, drag, you, down, to, his, level, and, beat, you, with, experience, .]	[[',', ',', 'i', 'm', '.', 'something', ',', 'idiot', '.', 'level', 'and', 'experience', '.']]	[['not', 'sure', 'something', 'not', 'idiot', 'you', 'his', 'level', 'you', 'experience']]	[[['you', 'i', 'me', 'he'], []]]	[[[[not, sure]], nan], [[do, not], [[not, argue]], nan], [[will, drag], nan]]
126	[this, is, very, true, .]	[['.']]	[['very', 'true']]	[[['this'], []]]	[[[['is', 'is', 'true', 'is', 'is']], nan]]
127	[well, ,, if, you, know, my, dad, ,, and, you, ll, get, to, meet, him, ,, you, ll, sort, of, see, that, he, is, just, always, joking, and, stuff, .]	[[',', 'dad', ',', 'and', ',', 'and', 'stuff', '.']]	[['my', 'dad', 'him', 'sort', 'of', 'just', 'always', 'stuff']]	[[['you', 'you', 'you', 'he'], []]]	[[[ll, get], [to, meet], [ll, sort], [is, just], nan]]
128	[that, s, a, dad, for, ya, !]	[['s', 'a', 'dad', '!']]	[['dad', 'ya']]	[[['that'], []]]	[[[['s', 's', 'dad', 's', 'dad', 'for', 's']], nan]]
129	[my, grandfather, .]	[['grandfather', '.']]	[['my', 'grandfather']]	[[[], []]]	[[[['grandfather', 'grandfather', 'grandfather']], nan]]
130	[what, about, your, grandfather, ?]	[['what', 'grandfather', '?']]	[['what', 'your', 'grandfather']]	[[[], []]]	[[[['about', 'about', 'grandfather', 'about', 'about']], nan]]
131	[how, about, we, do, something, we, both, like]	[['something']]	[['how', 'something', 'we']]	[[['we'], []]]	[[[['about', 'do', 'do', 'do', 'do', 'do', 'we', 'do']], nan]]
132	[okay, ,, what, do, you, have, in, mind, ?]	[[',', 'what', 'mind', '?']]	[['what', 'mind']]	[[['you'], []]]	[[[do, you], nan]]
133	[i, have, looked, at, all, the, other, storms, that, were, the, same, pressure, ., any, thoughts, ?]	[['i', 'storms', 'pressure', '.', 'thoughts', '?']]	[['all', 'other', 'storms', 'that', 'same', 'pressure', 'thoughts']]	[[['i', 'that'], []]]	[[[have, looked], nan], [[['looked', 'looked', 'looked', 'looked', 'storms', 'storms', 'storms', 'at', 'were', 'storms', 'pressure', 'pressure', 'were', 'looked', 'thoughts', 'thoughts', 'thoughts']], nan]]
