	utterances	interjection	adverb	subobjvrb	neg-keywords
102	[do, you, know, what, ?, its, beyond, my, possibilities, !, i, would, like, to, talk, about, you, )]	[['what', '?', 'possibilities', '!', 'i', ')']]	[['do', 'know', 'what', 'its', 'my', 'possibilities', 'would', 'like', 'talk']]	[[['you', 'i'], []]]	[[[do, you], nan], [[['know', 'know', 'know', 'know', 'know', 'its', 'its', 'possibilities', 'beyond', 'its', 'like', 'like', 'like', 'talk', 'like', 'talk', 'about', 'like']], nan], [[would, like], [to, talk], nan]]
103	[well, ,, i, really, love, fall, .]	[[',', 'i', 'fall', '.']]	[['really', 'love', 'fall']]	[[['i'], []]]	[[[['love', 'love', 'love', 'love', 'love', 'love', 'love']], nan]]
104	[really, ?]	[['?']]	[['really']]	[[[], []]]	[[[['really', 'really']], nan]]
105	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']], nan]]
106	[hey, there, ,, how, you, doing, ?]	[[',', '?']]	[['there', 'how', 'doing']]	[[['you'], []]]	[[[['doing', 'doing', 'doing', 'doing', 'doing', 'doing', 'doing']], nan]]
107	[hi, .]	[['.']]	[[]]	[[[], []]]	[[[['hi', 'hi']], nan]]
108	[how, old, are, you, ?]	[['?']]	[['how', 'old', 'are']]	[[['you'], []]]	[[[['old', 'are', 'are', 'are', 'are']], nan]]
109	[how, old, are, you, ?]	[['?']]	[['how', 'old', 'are']]	[[['you'], []]]	[[[['old', 'are', 'are', 'are', 'are']], nan]]
110	[i, am, 21, years, old, .]	[['i', 'years', '.']]	[['am', 'years', 'old']]	[[['i'], []]]	[[[['am', 'am', 'years', 'old', 'am', 'am']], nan]]
111	[i, don, t, understand,  , i, can, t, answer, !, i, would, like, to, discuss, politics, .]	[['i', 't', ' ', 'i', 't', '!', 'i', 'politics', '.']]	[['don', 't', 'understand', 'can', 'answer', 'would', 'like', 'discuss', 'politics']]	[[['i', 'i', 'i'], []]]	[[[can, t], nan], [[would, like], [to, discuss], nan]]
112	[do, you, like, president, trump, ?]	[['president', '?']]	[['do', 'president', 'trump']]	[[['you'], []]]	[[[do, you], nan]]
113	[he, has, no, idea, what, he, is, talking, about, .]	[['idea', 'what', '.']]	[['has', 'idea', 'what', 'is', 'talking']]	[[['he', 'he'], []]]	[[[is, talking], nan]]
114	[did, you, like, president, obama, more, ?]	[['president', 'obama', '?']]	[['did', 'president', 'obama', 'more']]	[[['you'], []]]	[[[did, you], nan]]
115	[obama, s, fault, .]	[['s', 'fault', '.']]	[['fault']]	[[[], []]]	[[[['fault', 'obama', 'fault', 'fault']], nan]]
116	[trump, will, not, get, a, 2nd, term, ,, in, my, opinion, .]	[['trump', 'a', 'term', ',', 'opinion', '.']]	[['trump', 'will', 'not', 'get', '2nd', 'term', 'my', 'opinion']]	[[['trump'], []]]	[[[will, not], [[not, get]], nan]]
117	[what, a, joke]	[['a', 'joke']]	[['what', 'joke']]	[[[], []]]	[[[['joke', 'joke', 'joke']], nan]]
118	[i, saw, that, he, went, down, to, texas, this, week, for, the, hurricane, .]	[['i', 'week', 'hurricane', '.']]	[['saw', 'went', 'texas', 'week', 'hurricane']]	[[['i', 'he'], []]]	[[[to, texas], nan]]
119	[what, a, joke, !]	[['what', 'a', 'joke', '!']]	[['what', 'joke']]	[[[], []]]	[[[['joke', 'joke', 'joke', 'joke']], nan]]
120	[he, seemed, to, want, to, help, .]	[['.']]	[['seemed', 'want', 'help']]	[[['he'], []]]	[[[to, want], [to, help], nan]]
121	[yeah, .]	[['.']]	[[]]	[[[], []]]	[[[['yeah', 'yeah']], nan]]
122	[he, doesn, not, know, how, to, handle, certain, situations, ., i, hope, he, gets, impeached, .]	[['situations', '.', 'i', '.']]	[['doesn', 'not', 'know', 'how', 'handle', 'certain', 'situations', 'hope', 'gets', 'impeached']]	[[['he', 'i'], []]]	[[[[not, know]], [to, handle], nan], [[gets, impeached], nan]]
123	[what, a, joke, .]	[['what', 'a', 'joke', '.']]	[['what', 'joke']]	[[[], []]]	[[[['joke', 'joke', 'joke', 'joke']], nan]]
124	[minnesota, didn, not, vote, for, trump, thankfully, .]	[['minnesota', 'vote', 'trump', '.']]	[['minnesota', 'didn', 'not', 'vote', 'trump', 'thankfully']]	[[['didn'], []]]	[[[[not, vote]], nan]]
125	[good, for, her, .]	[['.']]	[['good']]	[[[], []]]	[[[['good', 'good', 'for', 'good']], nan]]
126	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']], nan]]
127	[how, are, you, doing, ?]	[['?']]	[['how', 'are', 'doing']]	[[['you'], []]]	[[[are, you], nan]]
128	[good, .]	[['.']]	[['good']]	[[[], []]]	[[[['good', 'good']], nan]]
129	[what, is, your, name, ?]	[['what', 'name', '?']]	[['what', 'is', 'your', 'name']]	[[['name'], []]]	[[[['is', 'is', 'name', 'is', 'is']], nan]]
130	[i, don, t, know, what, they, are, protesting, .]	[['i', 't', 'what', '.']]	[['don', 't', 'know', 'what', 'are', 'protesting']]	[[['i', 't', 'they'], []]]	[[[['don', 'don', 'know', 'know', 'protesting', 'protesting', 'protesting', 'know', 'know']], nan], [[are, protesting], nan]]
131	[do, you, have, a, name, ?]	[['a', 'name', '?']]	[['do', 'have', 'name']]	[[['you'], []]]	[[[do, you], nan]]
132	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']], nan]]
133	[what, is, your, name, ?]	[['what', 'name', '?']]	[['what', 'is', 'your', 'name']]	[[['name'], []]]	[[[['is', 'is', 'name', 'is', 'is']], nan]]
134	[amoroso, renato, .]	[['renato', '.']]	[['renato']]	[[[], []]]	[[[['renato', 'renato', 'renato']], nan]]
135	[that, is, an, interesting, name, .]	[['name', '.']]	[['is', 'interesting', 'name']]	[[['that'], []]]	[[[['is', 'is', 'name', 'name', 'is', 'is']], nan]]
136	[who, cares, ?]	[['who', '?']]	[['who', 'cares']]	[[['who'], []]]	[[[['cares', 'cares', 'cares']], nan]]
137	[i, like, your, name, .]	[['i', 'name', '.']]	[['like', 'your', 'name']]	[[['i'], []]]	[[[['like', 'like', 'name', 'like', 'like']], nan]]
138	[okay, .]	[['.']]	[[]]	[[[], []]]	[[[['okay', 'okay']], nan]]
139	[do, you, follow, sports, ?]	[['sports', '?']]	[['do', 'follow', 'sports']]	[[['you'], []]]	[[[do, you], nan]]
140	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']], nan]]
141	[what, sport, is, your, favorite, ?]	[['sport', '?']]	[['what', 'sport', 'is', 'your', 'favorite']]	[[[], []]]	[[[['sport', 'is', 'is', 'favorite', 'is', 'is']], nan]]
142	[its, beyond, my, possibilities,  , i, would, like, to, talk, about, you, .]	[['possibilities', ' ', 'i', '.']]	[['its', 'my', 'possibilities', 'would', 'like', 'talk']]	[[['i'], []]]	[[[would, like], [to, talk], nan]]
143	[okay, ., what, would, you, like, to, know, about, me, ?]	[['.', 'what', '?']]	[['what', 'would', 'like', 'know']]	[[['you'], []]]	[[[['okay', 'okay', 'know', 'like', 'like', 'like', 'know', 'like', 'know', 'about', 'like']], nan], [[would, you], [to, know], nan]]
144	[i, don, t, know, .]	[['i', 't', 'know', '.']]	[['don', 't', 'know']]	[[['i', 't'], []]]	[[[['don', 'don', 'know', 'don', 'don']], nan]]
145	[i, like, music, .]	[['i', 'music', '.']]	[['music']]	[[['i'], []]]	[[[['like', 'like', 'like', 'like']], nan]]
146	[i, like, music, .]	[['i', 'music', '.']]	[['music']]	[[['i'], []]]	[[[['like', 'like', 'like', 'like']], nan]]
147	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']], nan]]
148	[hello]	[[]]	[[]]	[[[], []]]	[[[['hello']], nan]]
149	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']], nan]]
150	[nice, to, meet, you, ,, what, is, your, name, ?]	[[',', 'what', 'name', '?']]	[['nice', 'meet', 'you', 'what', 'is', 'your', 'name']]	[[['name'], []]]	[[[to, meet], nan], [[['nice', 'meet', 'nice', 'meet', 'is', 'is', 'is', 'name', 'is', 'is']], nan]]
151	[ , its, beyond, my, possibilities,  , i, would, like, to, talk, about, news]	[[' ', 'possibilities', ' ', 'i', 'news']]	[['its', 'my', 'possibilities', 'would', 'like', 'talk', 'news']]	[[['i'], []]]	[[[would, like], [to, talk], nan]]
152	[nice, to, meet, you, ,, what, is, your, name, ?]	[[',', 'what', 'name', '?']]	[['nice', 'meet', 'you', 'what', 'is', 'your', 'name']]	[[['name'], []]]	[[[to, meet], nan], [[['nice', 'meet', 'nice', 'meet', 'is', 'is', 'is', 'name', 'is', 'is']], nan]]
153	[danila, .]	[['.']]	[[]]	[[[], []]]	[[[['danila', 'danila']], nan]]
154	[you, want, to, talk, about, the, news, !, what, do, you, think, of, the, missile, that, north, korea, flew, over, japan, ?]	[['news', '!', 'what', 'missile', 'north', 'korea', 'japan', '?']]	[['want', 'talk', 'news', 'what', 'do', 'think', 'missile', 'that', 'north', 'korea', 'flew', 'japan']]	[[['you', 'you', 'korea'], []]]	[[[to, talk], nan], [[do, you], nan]]
155	[what, a, joke, !, !, !]	[['what', 'a', 'joke', '!', '!', '!']]	[['what', 'joke']]	[[[], []]]	[[[['joke', 'joke', 'joke', 'joke', 'joke', 'joke']], nan]]
156	[i, know, right, ,, north, korea, is, a, crazy, country, !]	[['i', ',', 'north', 'korea', 'a', 'country', '!']]	[['know', 'right', 'north', 'korea', 'is', 'crazy', 'country']]	[[['i', 'korea'], []]]	[[[['know', 'is', 'know', 'is', 'korea', 'is', 'is', 'country', 'country', 'is', 'is']], nan]]
157	[what, a, joke, .]	[['what', 'a', 'joke', '.']]	[['what', 'joke']]	[[[], []]]	[[[['joke', 'joke', 'joke', 'joke']], nan]]
158	[where, do, you, live, danilla, ?]	[['danilla', '?']]	[['where', 'do', 'live', 'danilla']]	[[['you'], []]]	[[[do, you], nan]]
