	utterances	interjection	adverb	subobjvrb	neg-keywords
93	[yeah, .]	[['.']]	[[]]	[[[], []]]	[[[['yeah', 'yeah']], nan]]
94	[tell, me, clearly]	[[]]	[['tell', 'me', 'clearly']]	[[[], []]]	[[[['tell', 'tell', 'tell']], nan]]
95	[you, are, rich, ., what, do, you, have, to, worry, about, ?]	[['.', 'what', '?']]	[['are', 'rich', 'what', 'do', 'have', 'worry']]	[[['you', 'you'], []]]	[[[['are', 'are', 'are', 'are', 'worry', 'have', 'have', 'have', 'worry', 'have', 'worry', 'have']], nan], [[do, you], [to, worry], nan]]
96	[i, am, not, worry, about, anything]	[['i', 'anything']]	[['am', 'not', 'worry', 'anything']]	[[[], []]]	[[[am, not], [[not, worry]], nan]]
97	[do, not, worry, about, it, .]	[['.']]	[['do', 'not', 'worry']]	[[[], []]]	[[[do, not], [[not, worry]], nan]]
98	[ok, ., sure, .]	[['.', '.']]	[['sure']]	[[[], []]]	[[[['sure', 'ok', 'sure', 'sure']], nan]]
99	[yeah, ., they, just, need, me, downtown, in, half, an, hour, for, a, news, conference, with, the, deputy, mayor, .]	[['.', 'downtown', 'hour', 'a', 'news', 'conference', 'mayor', '.']]	[['just', 'need', 'downtown', 'half', 'hour', 'news', 'conference', 'deputy', 'mayor']]	[[['they', 'me'], []]]	[[[['yeah', 'yeah', 'need', 'need', 'need', 'downtown', 'need', 'downtown', 'hour', 'hour', 'in', 'downtown', 'conference', 'conference', 'for', 'conference', 'mayor', 'mayor', 'with', 'need']], nan], [[['yeah', 'yeah', 'need', 'need', 'need', 'downtown', 'need', 'downtown', 'hour', 'hour', 'in', 'downtown', 'conference', 'conference', 'for', 'conference', 'mayor', 'mayor', 'with', 'need']], nan]]
100	[hi, alex]	[['alex']]	[['alex']]	[[[], []]]	[[[['alex', 'alex']], nan]]
101	[oh, ,, my, god, ., how, old, are, you, ,, you, slut, ?]	[[',', '.', ',', '?']]	[['how', 'old', 'are', 'slut']]	[[['you', 'you'], []]]	[[[['oh', 'oh', 'god', 'oh', 'oh', 'old', 'are', 'slut', 'are', 'slut', 'slut', 'slut', 'slut']], nan], [[['oh', 'oh', 'god', 'oh', 'oh', 'old', 'are', 'slut', 'are', 'slut', 'slut', 'slut', 'slut']], nan]]
102	[that, is, so, rude]	[[]]	[['is', 'so', 'rude']]	[[['that'], []]]	[[[['is', 'is', 'rude', 'is']], nan]]
103	[you, guys, were, way, rude, ., it, was, shocking, .]	[['guys', '.', '.']]	[['guys', 'were', 'way', 'rude', 'was', 'shocking']]	[[['guys', 'it'], []]]	[[[['guys', 'were', 'were', 'rude', 'were', 'were', 'was', 'was', 'was', 'was']], nan], [[['guys', 'were', 'were', 'rude', 'were', 'were', 'was', 'was', 'was', 'was']], nan]]
104	[how, are, you, ?]	[['?']]	[['how', 'are']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are']], nan]]
105	[i, could, not, sleep, ,, i, did, not, want, to, bug, you, .]	[['i', ',', 'i', '.']]	[['could', 'not', 'sleep', 'did', 'not', 'want', 'bug', 'you']]	[[['i', 'i'], []]]	[[[could, not], [[not, sleep]], [did, not], [[not, want]], [to, bug], nan]]
106	[what, do, you, think, about, the, new, prime, minister, ?]	[['what', 'minister', '?']]	[['what', 'do', 'think', 'new', 'prime', 'minister']]	[[['you'], []]]	[[[do, you], nan]]
107	[let, is, hope, so, !, cause, if, i, did, not, we, are, gon, na, look, like, burnt, out, toaster, ovens, !]	[['!', 'i', 'toaster', 'ovens', '!']]	[['let', 'is', 'hope', 'so', 'cause', 'did', 'not', 'are', 'gon', 'look', 'burnt', 'toaster', 'ovens']]	[[['hope', 'i', 'we'], []]]	[[[['let', 'let', 'is', 'is', 'let', 'cause', 'gon', 'gon', 'gon', 'gon', 'gon', 'gon', 'cause', 'look', 'gon', 'look', 'ovens', 'burnt', 'ovens', 'like', 'cause']], nan], [[did, not], [[not, we]], [are, gon], [na, look], nan]]
108	[how, old, are, you, ?]	[['?']]	[['how', 'old', 'are']]	[[['you'], []]]	[[[['old', 'are', 'are', 'are', 'are']], nan]]
109	[i, am, thirteen, ,, how, old, are, you, ?]	[['i', ',', '?']]	[['am', 'how', 'old', 'are']]	[[['i', 'you'], []]]	[[[['am', 'are', 'am', 'are', 'old', 'are', 'are', 'are', 'are']], nan]]
110	[i, am, 25]	[['i']]	[['am']]	[[['i'], []]]	[[[['am', 'am', 'am']], nan]]
111	[what, are, we, going, to, do, ?, i, do, not, know, what, to, do, .]	[['what', '?', 'i', 'what', '.']]	[['what', 'are', 'going', 'do', 'do', 'not', 'know', 'what', 'do']]	[[['we', 'i'], []]]	[[[are, we], [to, do], nan], [[do, not], [[not, know]], [to, do], nan]]
112	[we, can, just, talk, for, a, little, while]	[['a', 'while']]	[['can', 'just', 'talk', 'little', 'while']]	[[['we'], []]]	[[[can, just], nan]]
113	[can, we, talk, ?]	[['?']]	[['can', 'talk']]	[[['we'], []]]	[[[can, we], nan]]
114	[yes, ., what, do, you, want, to, talk, about, ?]	[['.', 'what', '?']]	[['what', 'do', 'want', 'talk']]	[[['you'], []]]	[[[['yes', 'yes', 'talk', 'want', 'want', 'want', 'talk', 'want', 'talk', 'want']], nan], [[do, you], [to, talk], nan]]
115	[anything, ., anything, at, all, .]	[['anything', '.', 'anything', '.']]	[['anything', 'anything', 'at', 'all']]	[[[], []]]	[[[['anything', 'anything', 'anything', 'all', 'anything', 'anything']], nan], [[['anything', 'anything', 'anything', 'all', 'anything', 'anything']], nan]]
116	[do, you, watch, any, tv, series, ?]	[['tv', 'series', '?']]	[['do', 'watch', 'tv', 'series']]	[[['you'], []]]	[[[do, you], nan]]
117	[what, do, you, ride, ?]	[['what', '?']]	[['what', 'do', 'ride']]	[[['you'], []]]	[[[do, you], nan]]
118	[what, do, you, mean, ?]	[['what', '?']]	[['what', 'do', 'mean']]	[[['you'], []]]	[[[do, you], nan]]
119	[when, it, is, him, it, does, not, look, like, him, .]	[['.']]	[['when', 'is', 'does', 'not', 'look']]	[[['it', 'it'], []]]	[[[does, not], [[not, look]], nan]]
120	[hi, alex, !]	[['alex', '!']]	[['alex']]	[[[], []]]	[[[['alex', 'alex', 'alex']], nan]]
121	[hi, ., who, looks, like, a, carrot, ?]	[['.', 'who', 'a', 'carrot', '?']]	[['who', 'looks', 'carrot']]	[[['who'], []]]	[[[['looks', 'hi', 'looks', 'looks', 'looks', 'carrot', 'like', 'looks']], nan]]
122	[i, do, not, know, ,, who, does, ?]	[['i', ',', 'who', '?']]	[['do', 'not', 'know', 'who', 'does']]	[[['i', 'who'], []]]	[[[do, not], [[not, know]], nan]]
123	[him, ., danny, ., he, is, the, man, with, the, records, .]	[['.', '.', 'man', 'records', '.']]	[['is', 'man', 'records']]	[[['he'], []]]	[[[['him', 'him', 'danny', 'danny', 'is', 'is', 'man', 'is', 'man', 'records', 'with', 'is']], nan], [[['him', 'him', 'danny', 'danny', 'is', 'is', 'man', 'is', 'man', 'records', 'with', 'is']], nan], [[['him', 'him', 'danny', 'danny', 'is', 'is', 'man', 'is', 'man', 'records', 'with', 'is']], nan]]
124	[why, does, he, look, like, a, carrot, ?]	[['a', 'carrot', '?']]	[['why', 'does', 'look', 'carrot']]	[[['he'], []]]	[[[does, he], nan]]
125	[what, does, he, look, like, ?]	[['what', '?']]	[['what', 'does', 'look']]	[[['he'], []]]	[[[does, he], nan]]
126	[like, a, carrot]	[['a', 'carrot']]	[['carrot']]	[[[], []]]	[[[['like', 'carrot', 'like']], nan]]
127	[must, be, my, cologne, ..., eau, dc, carrot, .]	[['cologne', 'eau', 'carrot', '.']]	[['must', 'be', 'my', 'cologne', 'eau', 'carrot']]	[[[], []]]	[[[must, be], nan], [[['be', 'be', 'cologne', 'be', 'be', 'carrot', 'carrot', 'carrot', 'carrot']], nan]]
128	[that, is, really, funny]	[[]]	[['is', 'really', 'funny']]	[[['that'], []]]	[[[['is', 'is', 'funny', 'is']], nan]]
129	[--that, is, not, funny--]	[[]]	[['is', 'not', 'funny--']]	[[['--that'], []]]	[[[[not, funny--]], nan]]
130	[i, am, sorry]	[['i']]	[['am', 'sorry']]	[[['i'], []]]	[[[['am', 'am', 'am']], nan]]
131	[oh, my, god, ,, they, killed, kenny, !]	[[',', 'kenny', '!']]	[['killed', 'kenny']]	[[['they'], []]]	[[[['killed', 'oh', 'killed', 'killed', 'killed', 'killed', 'killed', 'killed']], nan]]
132	[oh, no, ,, poor, kenny, !]	[[',', 'kenny', '!']]	[['poor', 'kenny']]	[[[], []]]	[[[['kenny', 'oh', 'kenny', 'kenny', 'kenny', 'kenny']], nan]]
133	[oh, you, poor, dear, ., you, have, been, through, so, much, ...]	[['dear', '.']]	[['poor', 'dear', 'have', 'been', 'so', 'much']]	[[['you'], []]]	[[[['dear', 'oh', 'dear', 'dear', 'dear', 'been', 'been', 'been', 'been', 'much', 'through', 'been']], nan], [[have, been], nan]]
134	[i, am, so, so, sorry, for, him]	[['i']]	[['am', 'so', 'so', 'sorry']]	[[['i'], []]]	[[[['am', 'am', 'sorry', 'sorry', 'am', 'sorry', 'for']], nan]]
135	[thanks, .]	[['thanks', '.']]	[['thanks']]	[[[], []]]	[[[['thanks', 'thanks']], nan]]
136	[why, did, they, do, that, ?, it, is, so, horrible]	[['?']]	[['why', 'did', 'do', 'that', 'is', 'so', 'horrible']]	[[['they', 'it'], []]]	[[[did, they], nan], [[['do', 'do', 'do', 'do', 'do', 'do', 'is', 'is', 'horrible', 'is']], nan]]
137	[psychology, ., they, are, trying, to, unnerve, us, .]	[['psychology', '.', '.']]	[['psychology', 'are', 'trying', 'unnerve', 'us']]	[[['they'], []]]	[[[['psychology', 'psychology', 'trying', 'trying', 'trying', 'unnerve', 'trying', 'unnerve', 'trying']], nan], [[are, trying], [to, unnerve], nan]]
138	[i, think, they, are, succeeding]	[['i']]	[['think', 'are', 'succeeding']]	[[['i', 'they'], []]]	[[[are, succeeding], nan]]
139	[look, ...]	[[]]	[['look']]	[[[], []]]	[[[['look', 'look']], nan]]
140	[hey, there, cutie]	[[]]	[['there', 'cutie']]	[[[], []]]	[[[['cutie', 'hey', 'cutie']], nan]]
141	[that, is, right, ., you, get, her, name, ?]	[['.', 'name', '?']]	[['is', 'right', 'get', 'her', 'name']]	[[['that', 'you'], []]]	[[[['is', 'is', 'is', 'is', 'get', 'get', 'name', 'get', 'get']], nan], [[['is', 'is', 'is', 'is', 'get', 'get', 'name', 'get', 'get']], nan]]
142	[alex, ,, is, not, it, ?]	[['alex', ',', '?']]	[['alex', 'is', 'not']]	[[['alex', 'it'], []]]	[[[[not, it]], nan]]
143	[oh, ,, danny, ,, honey, ., you, are, so, sweet, ., i, could, eat, you, alive, ...]	[[',', 'danny', ',', 'honey', '.', '.', 'i']]	[['danny', 'honey', 'are', 'so', 'sweet', 'could', 'eat', 'you', 'alive']]	[[['you', 'i'], []]]	[[[['honey', 'oh', 'oh', 'honey', 'honey', 'honey', 'are', 'are', 'sweet', 'are', 'are', 'eat', 'eat', 'eat', 'eat', 'eat', 'eat']], nan], [[['honey', 'oh', 'oh', 'honey', 'honey', 'honey', 'are', 'are', 'sweet', 'are', 'are', 'eat', 'eat', 'eat', 'eat', 'eat', 'eat']], nan], [[could, eat], nan]]
144	[i, would, love, to, be, eaten, by, you, ,, alex]	[['i', ',']]	[['would', 'love', 'be', 'eaten', 'alex']]	[[['i'], []]]	[[[would, love], [to, be], [be, eaten], nan]]
145	[love, to, --]	[[]]	[['love']]	[[[], []]]	[[[['love', 'love', 'love']], nan]]
146	[let, is]	[[]]	[['let', 'is']]	[[[], []]]	[[[['let', 'let']], nan]]
147	[your, destination, ., courtroom, six, .]	[['destination', '.', 'courtroom', '.']]	[['your', 'destination', 'courtroom']]	[[[], []]]	[[[['destination', 'destination', 'destination', 'courtroom', 'courtroom', 'courtroom']], nan], [[['destination', 'destination', 'destination', 'courtroom', 'courtroom', 'courtroom']], nan]]
