	utterances	interjection	adverb	subobjvrb	neg-keywords
26	['i dont ski and hate the cold and snow']	[[]]	[['and', 'and', 'snow']]	[[['not', 'cold'], ['not']]]	[]
27	['really i love the cold']	[[]]	[['cold']]	[[['really'], ['really']]]	[]
28	['why would you love the cold?']	[[]]	[['cold']]	[[['why'], ['why']]]	[]
29	['uh-huh, i do.']	[[]]	[[]]	[[[], []]]	[]
30	['why? it makes me hurt since i have ra']	[[]]	[[]]	[[['why'], []]]	[]
31	['let us do something fun together']	[[]]	[['something', 'fun']]	[[['together'], ['together']]]	[]
32	['like what?']	[[]]	[['what']]	[[[], []]]	[]
33	['thats the picture there.']	[[]]	[['picture']]	[[['there'], ['there']]]	[]
34	['what picture']	[[what, picture]]	[['picture']]	[[['what'], []]]	[]
35	['lets rewind. can we talk about something else?']	[[]]	[['rewind', 'something']]	[[['else'], ['else']]]	[]
36	['what do you want to talk a bout']	[[]]	[['what', 'bout']]	[[[], []]]	[]
37	['badly.']	[[badly, .]]	[[]]	[[['badly'], []]]	[]
38	['what is badly?']	[[]]	[['what']]	[[['badly'], []]]	[]
39	['now, all... can you share some interesting stuff with me?']	[[]]	[['stuff']]	[[['now', 'interesting'], ['now']]]	[]
40	['hello..how are you?']	[[]]	[[]]	[[['how'], ['how']]]	[]
41	['hello, i really like movies. how about we talk about movies']	[[]]	[['movie', 'movie']]	[[['really', 'how'], ['really', 'how']]]	[]
42	['what movie is currently playing?']	[[]]	[['movie']]	[[['what', 'currently'], ['currently']]]	[]
43	['do you like super hero movies or disney movies?']	[[]]	[['hero', 'movie', 'or', 'disney', 'movie']]	[[['super'], []]]	[]
44	['i like super hero movies']	[[]]	[['hero', 'movie']]	[[['super'], []]]	[]
45	['my favorite super hero is captain america.']	[[]]	[['hero', 'captain', 'america']]	[[['-PRON-', 'favorite', 'super'], []]]	[]
46	['what action movie do you suggest..that is out at the movies now?']	[[]]	[['action', 'movie', 'movie']]	[[['what', 'out', 'now'], ['out', 'now']]]	[]
47	['what is suggest..that?']	[[]]	[['what']]	[[[], []]]	[]
48	['what is your opinion of a action type movie?']	[[]]	[['what', 'opinion', 'action', 'type', 'movie']]	[[['-PRON-'], []]]	[]
49	['i really like the first avenger movie, have you seen it before?']	[[]]	[['avenger', 'movie']]	[[['really', 'first', 'before'], ['really', 'before']]]	[]
50	['i havent seen the first avenger movie.']	[[]]	[['avenger', 'movie']]	[[['not', 'first'], ['not']]]	[]
51	['what is avenger?']	[[]]	[['what']]	[[[], []]]	[]
52	['avenger i believe is a action super hero movie.']	[[]]	[['avenger', 'action', 'hero', 'movie']]	[[['super'], []]]	[]
53	['i really liked the first avenger movie. when iron man came back alive, i cried for it.']	[[]]	[['avenger', 'movie', 'iron', 'man']]	[[['really', 'first', 'when', 'back', 'alive'], ['really', 'when', 'back']]]	[]
54	['thank you for the time to chat with me about movies.']	[[]]	[['time', 'movie']]	[[[], []]]	[]
55	['have you seen captain america: civil war?']	[[]]	[['captain', 'america', 'war']]	[[['civil'], []]]	[]
56	['not yet..that is a movie i plan to go and watch.']	[[]]	[['movie', 'and']]	[[['not', 'yet'], ['not', 'yet']]]	['not yet..that is a movie i plan to go and watch.']
57	['what is yet..that?']	[[]]	[['what']]	[[['yet'], ['yet']]]	[]
58	['i have not seen captain america : civil war']	[[]]	[['captain', 'america', 'war']]	[[['not', 'civil'], ['not']]]	['i have not seen captain america : civil war']
59	['i love captain americas blue eyes.']	[[]]	[['captain', 'america', 'eye']]	[[['blue'], []]]	[]
60	['whats happening?']	[[]]	[['what']]	[[[], []]]	[]
61	['uhh, i cant answer this. let me tell you something, we live in a society where pizza gets to your house before the police.']	[[]]	[['something', 'society', 'pizza', 'house', 'police']]	[[['uhh', 'not', 'where', '-PRON-'], ['not', 'where']]]	[]
62	['do you like pizza?']	[[]]	[['pizza']]	[[[], []]]	[]
63	['no.']	[[no, .]]	[[]]	[[[], []]]	[]
64	['well i like pizza.']	[[]]	[['pizza']]	[[[], []]]	[]
65	['let us do something fun together']	[[]]	[['something', 'fun']]	[[['together'], ['together']]]	[]
66	['care to play a game?']	[[]]	[['game']]	[[[], []]]	[]
67	['well, you know, im not sure. let me tell you something, politicians and diapers have one thing in common. they should both be changed regularly, and for the same reason.']	[[]]	[['something', 'politician', 'and', 'diaper', 'thing', 'and', 'reason']]	[[['not', 'sure', 'common', 'regularly', 'same'], ['not', 'regularly']]]	['well, you know, im not sure. let me tell you something, politicians and diapers have one thing in common. they should both be changed regularly, and for the same reason.']
68	['looks like weve got a comedian here.']	[[]]	[['comedian']]	[[['here'], ['here']]]	[]
69	['now, what you have here is very rare. any thoughts?']	[[]]	[['what', 'thought']]	[[['now', 'here', 'very', 'rare'], ['now', 'here', 'very']]]	[]
70	['sometimes, yes.']	[[]]	[[]]	[[['sometimes'], ['sometimes']]]	[]
71	['i dont know. can you tell me something about pittsburgh']	[[]]	[['something', 'pittsburgh']]	[[['not'], ['not']]]	[]
72	['they have a team of penguins there.']	[[]]	[['team', 'penguin']]	[[['there'], ['there']]]	[]
73	['uhh, i cant answer this. but anyway, id like to chat with you.']	[[]]	[['but']]	[[['uhh', 'not'], ['not']]]	[]
74	['i thought thats what we were doing!']	[[]]	[['what']]	[[[], []]]	[]
75	['you have actually people in your country that decided long ago that they didnt want to have one man over an entire nation.']	[[]]	[['people', 'country', 'man', 'nation']]	[[['actually', '-PRON-', 'that', 'long', 'ago', 'not', 'entire'], ['actually', 'long', 'ago', 'not']]]	[]
76	['are you high?']	[[]]	[[]]	[[['high'], []]]	[]
77	['no, im not.']	[[]]	[[]]	[[['not'], ['not']]]	['no, im not.']
78	['why not?']	[[]]	[[]]	[[['why', 'not'], ['why']]]	[]
79	['uhh, i cant answer this. but anyway, id like to chat with you.']	[[]]	[['but']]	[[['uhh', 'not'], ['not']]]	[]
80	['hello']	[[hello]]	[[]]	[[[], []]]	[]
81	['hello, i really like movies. how about we talk about movies']	[[]]	[['movie', 'movie']]	[[['really', 'how'], ['really', 'how']]]	[]
82	['what is your favorite movie']	[[]]	[['what', 'movie']]	[[['-PRON-', 'favorite'], []]]	[]
83	['do you like super hero movies or disney movies?']	[[]]	[['hero', 'movie', 'or', 'disney', 'movie']]	[[['super'], []]]	[]
84	['disney']	[[disney]]	[['disney']]	[[[], []]]	[]
85	['ok. what do you think about sports']	[[]]	[['what', 'sport']]	[[[], []]]	[]
86	['hate them']	[[hate, them]]	[[]]	[[[], []]]	[]
87	['thats interesting. let me know something youre interested in.']	[[]]	[['something']]	[[['interesting', 'interested'], []]]	[]
88	['scrapbooking']	[[scrapbooking]]	[[]]	[[[], []]]	[]
89	['what is scrapbooking?']	[[]]	[['what']]	[[[], []]]	[]
90	['gluing pictures and paper together']	[[]]	[['picture', 'and', 'paper']]	[[['together'], ['together']]]	[]
91	['what is gluing?']	[[]]	[['what']]	[[[], []]]	[]
92	['pasting']	[[pasting]]	[[]]	[[[], []]]	[]
93	['what is pasting?']	[[]]	[['what']]	[[[], []]]	[]
94	['using glue to attach things to one another']	[[]]	[['glue', 'thing']]	[[[], []]]	[]
95	['thats interesting. let me know something youre interested in.']	[[]]	[['something']]	[[['interesting', 'interested'], []]]	[]
96	['children']	[[children]]	[['child']]	[[[], []]]	[]
97	['yes.']	[[yes, .]]	[[]]	[[[], []]]	[]
98	['what']	[[what]]	[['what']]	[[[], []]]	[]
99	['well, you know, im not sure. can we talk about something else?']	[[]]	[['something']]	[[['not', 'sure', 'else'], ['not', 'else']]]	['well, you know, im not sure. can we talk about something else?']
100	['hello']	[[hello]]	[[]]	[[[], []]]	[]
101	['hello, i really like sports. how about we talk about sports']	[[]]	[['sport', 'sport']]	[[['really', 'how'], ['really', 'how']]]	[]
102	['sure. which sport do you like?']	[[]]	[['sport']]	[[['sure', 'which'], []]]	[]
103	['yes.']	[[yes, .]]	[[]]	[[[], []]]	[]
104	['which sport?']	[[]]	[['sport']]	[[['which'], []]]	[]
105	['yes , yes.']	[[]]	[[]]	[[[], []]]	[]
106	['i like football']	[[]]	[['football']]	[[[], []]]	[]
107	['football is very homoerotic to me ! is it the same for you?']	[[]]	[['football']]	[[['very', 'homoerotic', 'same'], ['very']]]	[]
108	['i agree. but it is fun to watch.']	[[]]	[['but']]	[[['fun'], []]]	[]
109	['that s good , because i m right.']	[[]]	[[]]	[[['good', 'right'], ['right']]]	[]
110	['what do you think swimming']	[[]]	[['what']]	[[[], []]]	[]
111	['i think , at the end of the day , the administration is handling it roughly right.']	[[]]	[['end', 'day', 'administration']]	[[['roughly', 'right'], ['roughly', 'right']]]	[]
112	['clearly you dont like swimming']	[[]]	[['swimming']]	[[['clearly', 'not'], ['clearly', 'not']]]	[]
113	['i do.']	[[]]	[[]]	[[[], []]]	[]
114	['ok. what is your favorite']	[[]]	[['what']]	[[['-PRON-', 'favorite'], []]]	[]
115	['do you like to play some board games together next tim']	[[]]	[['board', 'game', 'tim']]	[[['together', 'next'], ['together']]]	[]
116	['sure. what time']	[[]]	[['time']]	[[['sure', 'what'], []]]	[]
117	['it s three oclock']	[[]]	[['oclock']]	[[[], []]]	[]
118	['thats too early']	[[]]	[[]]	[[['too', 'early'], ['too']]]	[]
119	['the chair in the lair.']	[[]]	[['chair', 'lair']]	[[[], []]]	[]
120	['something!']	[[something, !]]	[['something']]	[[[], []]]	[]
121	['thats interesting. can we talk about something else?']	[[]]	[['something']]	[[['interesting', 'else'], ['else']]]	[]
122	['yeah, what do you want to talk about?']	[[]]	[['what']]	[[[], []]]	[]
123	['well, almost everything. whats your idea?']	[[]]	[['everything', 'what', 'idea']]	[[['almost', '-PRON-'], ['almost']]]	[]
124	['want to talk about music?']	[[]]	[['music']]	[[[], []]]	[]
125	['well, you know, im not sure. let me tell you something, do not argue with an idiot. he will drag you down to his level and beat you with experience.']	[[]]	[['something', 'idiot', 'level', 'and', 'experience']]	[[['not', 'sure', 'not', '-PRON-'], ['not', 'not']]]	['well, you know, im not sure. let me tell you something, do not argue with an idiot. he will drag you down to his level and beat you with experience.']
126	['this is very true.']	[[]]	[[]]	[[['very', 'true'], ['very']]]	[]
127	['well, if you know my dad, and youll get to meet him, youll sort of see that he is just always joking and stuff.']	[[]]	[['dad', 'and', 'and', 'stuff']]	[[['-PRON-', 'sort', 'of', 'just', 'always'], ['sort', 'of', 'just', 'always']]]	[]
128	['thats a dad for ya!']	[[]]	[['dad']]	[[[], []]]	[]
129	['my grandfather.']	[[]]	[['grandfather']]	[[['-PRON-'], []]]	[]
130	['what about your grandfather?']	[[]]	[['what', 'grandfather']]	[[['-PRON-'], []]]	[]
131	['how about we do something we both like']	[[]]	[['something']]	[[['how'], ['how']]]	[]
132	['okay, what do you have in mind?']	[[]]	[['what', 'mind']]	[[[], []]]	[]
133	['i have looked at all the other storms that were the same pressure. any thoughts?']	[[]]	[['storm', 'pressure', 'thought']]	[[['all', 'other', 'that', 'same'], []]]	[]
134	['i have no idea what youre talking about.']	[[]]	[['idea', 'what']]	[[[], []]]	[]
135	['nobody runs around saying im a liberal, im a liberal. what do you think?']	[[]]	[['nobody', 'liberal', 'what']]	[[['liberal'], []]]	[]
136	['there are some people that do. but it doesnt bother me since im liberal myself.']	[[]]	[['people', 'but']]	[[['there', 'that', 'not', 'liberal'], ['not']]]	[]
137	['well, first of all, i dont know what is wrong with the way hillary looks now. what do you think?']	[[]]	[['what', 'way', 'hillary', 'what']]	[[['first', 'not', 'wrong', 'now'], ['first', 'not', 'now']]]	[]
138	['theres nothing wrong with the way hillary looks now. shes just not a very good pick for potus.']	[[]]	[['nothing', 'way', 'hillary', 'pick', 'potus']]	[[['there', 'wrong', 'now', 'just', 'not', 'very', 'good'], ['now', 'just', 'not', 'very']]]	['theres nothing wrong with the way hillary looks now. shes just not a very good pick for potus.']
139	['i dont know. let me tell you something, we live in a society where pizza gets to your house before the police.']	[[]]	[['something', 'society', 'pizza', 'house', 'police']]	[[['not', 'where', '-PRON-'], ['not', 'where']]]	[]
140	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
141	['hello, i really like movies. how about we talk about movies']	[[]]	[['movie', 'movie']]	[[['really', 'how'], ['really', 'how']]]	[]
142	['why?']	[[why, ?]]	[[]]	[[['why'], []]]	[]
143	['just try and control yourself.']	[[]]	[['and']]	[[['just'], ['just']]]	[]
144	['what? i just asked why we should talk about movies?']	[[]]	[['what', 'movie']]	[[['just', 'why'], ['just', 'why']]]	[]
145	['do you like super hero movies or disney movies?']	[[]]	[['hero', 'movie', 'or', 'disney', 'movie']]	[[['super'], []]]	[]
146	['that was random. but i like both.']	[[]]	[['but']]	[[['random'], []]]	[]
147	['who is your favorite super hero?']	[[]]	[['who', 'hero']]	[[['-PRON-', 'favorite', 'super'], []]]	[]
148	['i dont have one.']	[[]]	[[]]	[[['not'], ['not']]]	[]
149	['what i meant to say was, what is it that you hate?']	[[]]	[['what', 'what']]	[[['that'], []]]	[]
150	['i hate snails?']	[[]]	[['snail']]	[[[], []]]	[]
151	['why is that?']	[[]]	[[]]	[[['why'], ['why']]]	[]
152	['because theyre kind of gross.']	[[]]	[['gross']]	[[['kind', 'of'], ['kind', 'of']]]	[]
153	['my favorite super hero is captain america.']	[[]]	[['hero', 'captain', 'america']]	[[['-PRON-', 'favorite', 'super'], []]]	[]
154	['okay that had nothing to do with what we were talking about.']	[[]]	[['nothing', 'what']]	[[[], []]]	[]
155	['do you want to see captain america: civil war together?']	[[]]	[['captain', 'america', 'war']]	[[['civil', 'together'], ['together']]]	[]
156	['i want to see the movie, but i dont want to see it with you.']	[[]]	[['movie', 'but']]	[[['not'], ['not']]]	[]
157	['i really like the first avenger movie, have you seen it before?']	[[]]	[['avenger', 'movie']]	[[['really', 'first', 'before'], ['really', 'before']]]	[]
158	['yes i did.']	[[]]	[[]]	[[[], []]]	[]
159	['ok, when do you time']	[[]]	[['time']]	[[['when'], ['when']]]	[]
160	['why did you start again']	[[]]	[[]]	[[['why', 'again'], ['why', 'again']]]	[]
161	['uh-huh, i do.']	[[]]	[[]]	[[[], []]]	[]
162	['you are not working very well']	[[]]	[[]]	[[['not', 'very', 'well'], ['not', 'very', 'well']]]	['you are not working very well']
163	['oh, 100 percent. what do you think?']	[[]]	[['percent', 'what']]	[[[], []]]	[]
164	['you are broken']	[[]]	[[]]	[[[], []]]	[]
165	['uh-huh, i do.']	[[]]	[[]]	[[[], []]]	[]
166	['goodbye']	[[goodbye]]	[[]]	[[[], []]]	[]
167	['i never make the same mistake twice. i make it five and six times, just to be sure.']	[[]]	[['mistake', 'and', 'time']]	[[['never', 'same', 'twice', 'just', 'sure'], ['never', 'twice', 'just']]]	['i never make the same mistake twice. i make it five and six times, just to be sure.']
168	['you are insistent']	[[]]	[[]]	[[['insistent'], []]]	[]
169	['yes, i think so.']	[[]]	[[]]	[[['so'], ['so']]]	[]
170	['can we just be done']	[[]]	[[]]	[[['just'], ['just']]]	[]
171	['yes. any thoughts?']	[[]]	[['thought']]	[[[], []]]	[]
172	['you are incompetent']	[[]]	[[]]	[[['incompetent'], []]]	[]
173	['uh-huh, i do. any thoughts?']	[[]]	[['thought']]	[[[], []]]	[]
174	['i am not paid to think']	[[]]	[[]]	[[['not'], ['not']]]	['i am not paid to think']
175	['im not taking the bait. any thoughts?']	[[]]	[['bait', 'thought']]	[[['not'], ['not']]]	['im not taking the bait. any thoughts?']
176	['if that was bait it would have been a worm']	[[]]	[['worm']]	[[['bait'], []]]	[]
177	['the palins have intimidated so many people for so long in the wasilla area that its very hard to find people willing to talk about them even in inconsequential ways on the record.']	[[]]	[['palin', 'people', 'wasilla', 'area', 'people', 'way', 'record']]	[[['so', 'many', 'so', 'long', 'that', '-PRON-', 'very', 'hard', 'willing', 'even', 'inconsequential'], ['so', 'so', 'very', 'even']]]	[]
178	['off topic']	[[off, topic]]	[['topic']]	[[[], []]]	[]
179	['well, you know, im not sure. can you tell me something about music']	[[]]	[['something', 'music']]	[[['not', 'sure'], ['not']]]	['well, you know, im not sure. can you tell me something about music']
180	['whats up today?']	[[]]	[['what', 'today']]	[[[], ['up']]]	[]
181	['hello, i really like movies. how about we talk about movies']	[[]]	[['movie', 'movie']]	[[['really', 'how'], ['really', 'how']]]	[]
182	['okay, have you seen captain america civil wars?']	[[]]	[['captain', 'america', 'war']]	[[['civil'], []]]	[]
183	['i love captain americas blue eyes.']	[[]]	[['captain', 'america', 'eye']]	[[['blue'], []]]	[]
184	['well, im not sure about that but did you see the movie?']	[[]]	[['but', 'movie']]	[[['not', 'sure'], ['not']]]	['well, im not sure about that but did you see the movie?']
185	['do you like super hero movies or disney movies?']	[[]]	[['hero', 'movie', 'or', 'disney', 'movie']]	[[['super'], []]]	[]
186	['i like both actually.']	[[]]	[[]]	[[['actually'], ['actually']]]	[]
187	['do you watch them with your kids?']	[[]]	[['kid']]	[[['-PRON-'], []]]	[]
188	['i dont have kids.']	[[]]	[['kid']]	[[['not'], ['not']]]	[]
189	['let us make a plan to see the latest star war movies together']	[[]]	[['plan', 'star', 'war', 'movie']]	[[['late', 'together'], ['together']]]	[]
190	['no thanks. i already saw it and it isnt in theaters anymore.']	[[]]	[['thank', 'and', 'theater']]	[[['already', 'not', 'anymore'], ['already', 'not', 'anymore']]]	[]
191	['my favorite super hero is captain america.']	[[]]	[['hero', 'captain', 'america']]	[[['-PRON-', 'favorite', 'super'], []]]	[]
192	['okay, i asked you earlier if you saw his new movie?']	[[]]	[['movie']]	[[['earlier', '-PRON-', 'new'], ['earlier']]]	[]
193	['i really like the first avenger movie, have you seen it before?']	[[]]	[['avenger', 'movie']]	[[['really', 'first', 'before'], ['really', 'before']]]	[]
194	['ive seen it a million times now.']	[[]]	[['time']]	[[['now'], ['now']]]	[]
195	['so you do nt like me after all?!']	[[]]	[[]]	[[['nt', 'after', 'all'], ['so', 'nt', 'after', 'all']]]	[]
196	['i never said that.']	[[]]	[[]]	[[['never'], ['never']]]	['i never said that.']
197	['ok, when do you time']	[[]]	[['time']]	[[['when'], ['when']]]	[]
198	['i never said that.']	[[]]	[[]]	[[['never'], ['never']]]	['i never said that.']
199	['you already said that!']	[[]]	[[]]	[[['already'], ['already']]]	[]
200	['hello how are you?']	[[]]	[[]]	[[['how'], ['how']]]	[]
201	['its been a while. whats your idea?']	[[]]	[['while', 'what', 'idea']]	[[['-PRON-', '-PRON-'], []]]	[]
202	['just talk to you']	[[]]	[[]]	[[['just'], ['just']]]	[]
203	['well, almost everything.']	[[]]	[['everything']]	[[['almost'], ['almost']]]	[]
204	['what do you want to talk about?']	[[]]	[['what']]	[[[], []]]	[]
205	['well, almost everything. whats your idea?']	[[]]	[['everything', 'what', 'idea']]	[[['almost', '-PRON-'], ['almost']]]	[]
206	['do you like to read']	[[]]	[[]]	[[[], []]]	[]
207	['yes. i like classical musics. any thoughts?']	[[]]	[['music', 'thought']]	[[['classical'], []]]	[]
208	['do you like any other music']	[[]]	[['music']]	[[['other'], []]]	[]
209	['i do. whats your idea?']	[[]]	[['what', 'idea']]	[[['-PRON-'], []]]	[]
210	['i have no idea, just talking to you']	[[]]	[['idea']]	[[['just'], ['just']]]	[]
211	['yes.']	[[yes, .]]	[[]]	[[[], []]]	[]
212	['you like to talk to me?']	[[]]	[[]]	[[[], []]]	[]
213	['you raise me up. any thoughts?']	[[]]	[['thought']]	[[[], []]]	[]
214	['do i. what else do you do?']	[[]]	[['what']]	[[['else'], ['else']]]	[]
215	['no i dont believe she deserves the criticism that shes gotten and why do i say that because, until you walked in her shoes as a parent with a special needs child you dont know what she endured, you dont know what she dealt with on a daily basis.']	[[]]	[['criticism', 'and', 'shoe', 'parent', 'need', 'child', 'what', 'what', 'basis']]	[[['not', 'why', '-PRON-', 'special', 'not', 'not', 'daily'], ['not', 'why', 'not', 'not']]]	[]
216	['special needs children deserve love']	[[]]	[['need', 'child', 'love']]	[[['special'], []]]	[]
217	['i like boston more what do you think?']	[[]]	[['boston', 'what']]	[[['more'], ['more']]]	[]
218	['i like london england']	[[]]	[['england']]	[[['london'], ['england']]]	[]
219	['how about we do something we both like']	[[]]	[['something']]	[[['how'], ['how']]]	[]
220	['i got into a car accident yesterday.']	[[]]	[['car', 'accident', 'yesterday']]	[[[], []]]	[]
221	['let us make a plan to see the latest star war movies together']	[[]]	[['plan', 'star', 'war', 'movie']]	[[['late', 'together'], ['together']]]	[]
222	['you dont care about my accident?']	[[]]	[['accident']]	[[['not', '-PRON-'], ['not']]]	[]
223	['ok. can you tell me something about music']	[[]]	[['something', 'music']]	[[[], []]]	[]
224	['i hate kanye west']	[[]]	[['kanye', 'west']]	[[[], ['west']]]	[]
225	['how about we do something we both like']	[[]]	[['something']]	[[['how'], ['how']]]	[]
226	['listen to taylor swift instead?']	[[]]	[['taylor']]	[[['swift', 'instead'], ['swift', 'instead']]]	[]
227	['uhh, i cant answer this. can we talk about something else?']	[[]]	[['something']]	[[['uhh', 'not', 'else'], ['not', 'else']]]	[]
228	['i got into a car accident yesterday and it was scary!']	[[]]	[['car', 'accident', 'yesterday', 'and']]	[[['scary'], []]]	[]
229	['thats a good answer.']	[[]]	[['answer']]	[[['good'], []]]	[]
230	['you are so strange.']	[[]]	[[]]	[[['so', 'strange'], ['so']]]	[]
231	['do you like to play some board games together next time']	[[]]	[['board', 'game', 'time']]	[[['together', 'next'], ['together']]]	[]
232	['how about settlers of cataan?']	[[]]	[['settler', 'cataan']]	[[['how'], ['how']]]	[]
233	['uhh, i cant answer this. what do you think about sports']	[[]]	[['what', 'sport']]	[[['uhh', 'not'], ['not']]]	[]
234	['i hate them.']	[[]]	[[]]	[[[], []]]	[]
235	['ok. what do you think about music']	[[]]	[['what', 'music']]	[[[], []]]	[]
236	['i love taylor swift.']	[[]]	[['taylor', 'swift']]	[[[], []]]	[]
237	['ok. thats interesting.']	[[]]	[[]]	[[['interesting'], []]]	[]
238	['you are boring!']	[[]]	[[]]	[[['boring'], []]]	[]
239	['yes.']	[[yes, .]]	[[]]	[[[], []]]	[]
240	['hello!']	[[hello, !]]	[[]]	[[[], []]]	[]
241	['hello, i really like music. how about we talk about music']	[[]]	[['music', 'music']]	[[['really', 'how'], ['really', 'how']]]	[]
242	['ok i like rap']	[[]]	[['rap']]	[[[], ['ok']]]	[]
243	['i probably own more than 50 firearms . can we talk about something else?']	[[]]	[['firearm', 'something']]	[[['probably', 'more', 'else'], ['probably', 'else']]]	[]
244	['yes']	[[yes]]	[[]]	[[[], []]]	[]
245	['okay what time']	[[]]	[['what', 'time']]	[[[], []]]	[]
246	['the time is 6:20 pm.']	[[]]	[['time', 'pm']]	[[[], []]]	[]
247	['what is 6:20?']	[[]]	[['what']]	[[[], []]]	[]
248	['its the time.']	[[]]	[['time']]	[[['-PRON-'], []]]	[]
249	['right , it is time.']	[[]]	[['time']]	[[[], []]]	[]
250	['great, how are you today?']	[[]]	[['today']]	[[['great', 'how'], ['how']]]	[]
251	['before we go any further , ladies , i want you to respond immediately to donny s claims -- his two claims , really.']	[[]]	[['lady', 'claim', 'claim']]	[[['any', 'further', 'immediately', 'donny', '-PRON-', 'really'], ['any', 'further', 'immediately', 'really']]]	[]
252	['ok, what are they?']	[[]]	[['what']]	[[[], []]]	[]
253	['i m not saying that.']	[[]]	[[]]	[[['not'], ['not']]]	['i m not saying that.']
254	['what are you saying then?']	[[]]	[['what']]	[[['then'], ['then']]]	[]
255	['you know , i m a parent.']	[[]]	[['parent']]	[[[], []]]	[]
256	['how many kids do you have?']	[[]]	[['kid']]	[[['how', 'many'], ['how']]]	[]
257	['i have five.']	[[]]	[[]]	[[[], []]]	[]
258	['girls or boys?']	[[]]	[['girl', 'or', 'boy']]	[[[], []]]	[]
259	[', the 5 browns : no , i do nt think.']	[[]]	[['brown']]	[[['nt'], ['nt']]]	[]
260	['hello']	[[hello]]	[[]]	[[[], []]]	[]
261	['hello, i really like movies. how about we talk about movies']	[[]]	[['movie', 'movie']]	[[['really', 'how'], ['really', 'how']]]	[]
262	['what do you think about captan america civil war']	[[]]	[['what', 'captan', 'america', 'war']]	[[['civil'], []]]	[]
263	['what is captan?']	[[]]	[['what']]	[[['captan'], []]]	[]
264	['snap! i meant captain']	[[]]	[['captain']]	[[[], []]]	[]
265	['what is snap?']	[[]]	[['what']]	[[['snap'], []]]	[]
266	['hello']	[[hello]]	[[]]	[[[], []]]	[]
267	['how about we do something we both like']	[[]]	[['something']]	[[['how'], ['how']]]	[]
268	['okay']	[[okay]]	[[]]	[[[], []]]	[]
269	['what do you like to do?']	[[]]	[['what']]	[[[], []]]	[]
270	['reading']	[[reading]]	[[]]	[[[], []]]	[]
271	['actually, in some ways, it made things more confusing.']	[[]]	[['way', 'thing']]	[[['actually', 'more', 'confusing'], ['actually', 'more']]]	[]
272	['what do you like to do?']	[[]]	[['what']]	[[[], []]]	[]
273	['do you like super hero movies or disney movies?']	[[]]	[['hero', 'movie', 'or', 'disney', 'movie']]	[[['super'], []]]	[]
